patric_id						KO					COG	COG_function
fig|31899.10.peg.2208|SAMN05216182_1990	521460.Athe_1699	8.30E-197	643.7	NFO		K01151		bactNOG[38]	"05E9C@bactNOG,0EPQU@cloNOG,0P2MM@firmNOG,COG0648@NOG"	05E9C|1.79997033498e-125|420.800567627	L	Xylose isomerase domain-containing protein
fig|31899.10.peg.2209|SAMN05216182_1991	521460.Athe_1700	2.50E-110	362.1	AROK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00891	SHKK	bactNOG[38]	"05KHV@bactNOG,0EQ2N@cloNOG,0NM7N@firmNOG,COG0703@NOG"	05KHV|1.1793232676e-57|199.328964233	E	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)
fig|31899.10.peg.2211|SAMN05216182_1993	521460.Athe_1702	7.10E-122	394.7	SIGY		K03088		bactNOG[38]	"05GXD@bactNOG,0ETXZ@cloNOG,0NK8G@firmNOG,COG1595@NOG"	05GXD|4.31132353317e-73|247.57244873	K	rna polymerase sigma factor
fig|31899.10.peg.2213|SAMN05216182_1995	632292.Calhy_1047	1.00E-60	191.7					bactNOG[38]	"06CSS@bactNOG,0EXT1@cloNOG,0NRC7@firmNOG,0XXN7@NOG"	06CSS|5.74789672595e-23|84.32762146	S	NA
fig|31899.10.peg.2214|SAMN05216182_1996	521460.Athe_1705	6.90E-45	140.2		"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"			bactNOG[38]	"069JR@bactNOG,0EY4E@cloNOG,0NQZY@firmNOG,0XW6C@NOG"	069JR|6.83785739249e-32|112.134841919	S	NA
fig|31899.10.peg.2215|SAMN05216182_1997	521460.Athe_1706	2.90E-203	671.6			K01990		bactNOG[38]	"05CJ1@bactNOG,0EQ70@cloNOG,0NDRG@firmNOG,COG1131@NOG"	05CJ1|1.62697057536e-98|334.413116455	V	"ABC, transporter"
fig|31899.10.peg.2216|SAMN05216182_1998	521460.Athe_1707	4.50E-159	516.7			K01992		bactNOG[38]	"05JMD@bactNOG,0ETFW@cloNOG,0NJQI@firmNOG,11J20@NOG"	05JMD|1.08004322885e-108|365.377166748	S	Inherit from NOG: Membrane
fig|31899.10.peg.2217|SAMN05216182_2004	521460.Athe_1708	0	1707.3	PORA		"K00169,K19070"		bactNOG[38]	"05D95@bactNOG,0ENUR@cloNOG,0NDB2@firmNOG,COG0674@NOG,COG1013@NOG"	05D95|3.79025814519e-199|649.589477539	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin (By similarity)
fig|31899.10.peg.2218|SAMN05216182_2005	521460.Athe_1709	9.10E-235	771	PORG		"K00172,K00177,K18357"		bactNOG[38]	"05EJ5@bactNOG,0EPGD@cloNOG,0NEHM@firmNOG,COG1014@NOG"	05EJ5|4.43357763577e-111|374.233734131	C	oxidoreductase gamma subunit
fig|31899.10.peg.2219|SAMN05216182_2006	521460.Athe_1710	6.10E-264	871.1	CCA		"K00970,K00974,K01992"		bactNOG[38]	"05D4J@bactNOG,0EPBB@cloNOG,0NDTP@firmNOG,COG0617@NOG"	05D4J|3.35250839852e-116|392.250671387	J	"Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate"
fig|31899.10.peg.2220|SAMN05216182_2007	521460.Athe_1711	4.30E-181	594.5			K04486		bactNOG[38]	"07RVV@bactNOG,0EQFS@cloNOG,0NF3A@firmNOG,COG1387@NOG"	07RVV|1.21116370779e-95|322.762451172	E	"histidinol phosphate phosphatase, hisj family"
fig|31899.10.peg.2221|SAMN05216182_2008	521460.Athe_1712	2.20E-241	796.3	MNMA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00566		bactNOG[38]	"05CCJ@bactNOG,0ENYI@cloNOG,0ND5M@firmNOG,COG0482@NOG"	05CCJ|7.01071539098e-156|523.427246094	J	"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)"
fig|31899.10.peg.2222|SAMN05216182_2009	537007.BLAHAN_05211	3.40E-61	195.5	NIFU		K04488		bactNOG[38]	"07XCW@bactNOG,0F4MN@cloNOG,0P2XT@firmNOG,COG0822@NOG"	07XCW|1.08690420823e-59|205.374786377	C	FeS cluster assembly scaffold protein NifU
fig|31899.10.peg.2223|SAMN05216182_2010	521460.Athe_1714	1.30E-262	867	ISCS		K04487		bactNOG[38]	"05C3J@bactNOG,0ENYR@cloNOG,0ND9X@firmNOG,COG1104@NOG"	05C3J|6.48344411129e-183|613.364929199	E	Cysteine desulfurase
fig|31899.10.peg.2224|SAMN05216182_2011	521460.Athe_1715	1.60E-98	322.3	ISCR		K13643		bactNOG[38]	"08ZF1@bactNOG,0ET8Y@cloNOG,0NJP2@firmNOG,COG1959@NOG"	08ZF1|4.31532110702e-66|225.94380188	K	"Transcriptional regulator, BadM Rrf2 family"
fig|31899.10.peg.2225|SAMN05216182_2014	521460.Athe_1716	2.90E-73	239.5	RPLQ	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02879		bactNOG[38]	"08ZT0@bactNOG,0ET92@cloNOG,0NJG8@firmNOG,COG0203@NOG"	08ZT0|1.28988899505e-50|174.141479492	J	50S ribosomal protein l17
fig|31899.10.peg.2226|SAMN05216182_2015	521460.Athe_1717	1.60E-215	710.6	RPOA	"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	K03040		bactNOG[38]	"05CTF@bactNOG,0EP93@cloNOG,0NDG7@firmNOG,COG0202@NOG"	05CTF|3.46591509651e-156|522.940368652	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
fig|31899.10.peg.2227|SAMN05216182_2016	521460.Athe_1718	1.10E-140	462.8	RPSD	"GO:0000900,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006412,GO:0006417,GO:0006446,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0016020,GO:0017148,GO:0019219,GO:0019222,GO:0019538,GO:0019843,GO:0030312,GO:0030371,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031554,GO:0031555,GO:0031564,GO:0032268,GO:0032269,GO:0034645,GO:0040007,GO:0043170,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045182,GO:0045947,GO:0048027,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051246,GO:0051248,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090079,GO:0097159,GO:1901363,GO:1901576,GO:2000112,GO:2000113,GO:2001141"	K02986		bactNOG[38]	"05G6W@bactNOG,0EPMF@cloNOG,0ND8R@firmNOG,COG0522@NOG"	05G6W|8.23811051758e-86|289.958618164	J	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity)"
fig|31899.10.peg.2228|SAMN05216182_2017	351627.Csac_2261	3.60E-86	282.3	RPSK	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02948		bactNOG[38]	"08UHH@bactNOG,0ESEQ@cloNOG,0NI3B@firmNOG,COG0100@NOG"	08UHH|1.02372711559e-64|219.971969604	J	"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome (By similarity)"
fig|31899.10.peg.2229|SAMN05216182_2018	521460.Athe_1720	3.70E-79	259.3	RPSM	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030529,GO:0032991,GO:0034645,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K02952		bactNOG[38]	"08Z04@bactNOG,0ET65@cloNOG,0NJE3@firmNOG,COG0099@NOG"	08Z04|2.28962397957e-63|215.576004028	J	"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits"
fig|31899.10.peg.2230|SAMN05216182_2019	608506.COB47_0863	2.60E-25	72.8	RPMJ		K02919		bactNOG[38]	"08BMA@bactNOG,0F61D@cloNOG,0P55N@firmNOG,1022Y@NOG"	08BMA|1.85015350037e-25|91.573348999	J	50S ribosomal protein L36
fig|31899.10.peg.2231|SAMN05216182_2020	521460.Athe_1722	4.70E-46	150	INFA	"GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006412,GO:0006413,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901576"	K02518		bactNOG[38]	"05K9U@bactNOG,0EU2H@cloNOG,0NKMP@firmNOG,COG0361@NOG"	05K9U|6.66028183783e-45|156.43699646	J	"however, it seems to stimulate more or less all the activities of the other two initiation factors, IF-2 and IF-3 (By similarity)"
fig|31899.10.peg.2232|SAMN05216182_2021	632335.Calkr_1738	2.40E-55	176.3	BL05010				bactNOG[38]	"068IS@bactNOG,0EX0N@cloNOG,0NRB8@firmNOG,0XUZY@NOG"	068IS|4.37843115642e-30|106.693885803	S	ribosomal protein L14e
fig|31899.10.peg.2233|SAMN05216182_2022	521460.Athe_1724	3.00E-164	541.2	MAP	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01265		bactNOG[38]	"05CA1@bactNOG,0ENUI@cloNOG,0NDAT@firmNOG,COG0024@NOG"	05CA1|2.8064861641e-116|391.919891357	J	Removes the N-terminal methionine from nascent proteins (By similarity)
fig|31899.10.peg.2234|SAMN05216182_2023	521460.Athe_1725	4.10E-143	470.8	ADK	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004017,GO:0004550,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006165,GO:0006167,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009141,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019201,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0030554,GO:0032261,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042451,GO:0042455,GO:0043094,GO:0043101,GO:0043167,GO:0043168,GO:0043173,GO:0044209,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046033,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0046939,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	K00939	"ADK1,ADK2,ADK3,ADK4,ADKd,DADK"	bactNOG[38]	"05CC8@bactNOG,0EP8Z@cloNOG,0NE29@firmNOG,COG0563@NOG"	05CC8|1.77114962997e-102|346.885375977	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism (By similarity)
fig|31899.10.peg.2235|SAMN05216182_2024	521460.Athe_1726	1.20E-282	933.6	SECY	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03076		bactNOG[38]	"05CGG@bactNOG,0EPC3@cloNOG,0NDBW@firmNOG,COG0201@NOG"	05CGG|1.53664793171e-174|585.255004883	U	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)"
fig|31899.10.peg.2236|SAMN05216182_2025	521460.Athe_1727	1.10E-93	307.5	RPLO	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02876		bactNOG[38]	"08UZ0@bactNOG,0ET41@cloNOG,0NI2G@firmNOG,COG0200@NOG"	08UZ0|2.5099192215e-65|223.255630493	J	Binds to the 23S rRNA (By similarity)
fig|31899.10.peg.2237|SAMN05216182_2026	521460.Athe_1728	6.20E-106	347.7	RPSE	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02988		bactNOG[38]	"08RA9@bactNOG,0ERTJ@cloNOG,0NH6D@firmNOG,COG0098@NOG"	08RA9|3.49017693606e-85|288.526306152	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)
fig|31899.10.peg.2238|SAMN05216182_2027	521460.Athe_1729	1.60E-79	260.4	RPLR	"GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576"	K02881		bactNOG[38]	"05K4C@bactNOG,0ET7B@cloNOG,0NJ8V@firmNOG,COG0256@NOG"	05K4C|5.07982399103e-52|178.508010864	J	"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance (By similarity)"
fig|31899.10.peg.2239|SAMN05216182_2028	521460.Athe_1730	3.50E-118	388.4	RPLF	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02933		bactNOG[38]	"08R5J@bactNOG,0ESCQ@cloNOG,0NH5K@firmNOG,COG0097@NOG"	08R5J|2.41560976814e-81|274.512695312	J	"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center (By similarity)"
fig|31899.10.peg.2240|SAMN05216182_2029	521460.Athe_1731	4.10E-86	282.4	RPSH	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0030529,GO:0032991,GO:0034645,GO:0040007,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901576"	K02994		bactNOG[38]	"08UJY@bactNOG,0ESEJ@cloNOG,0NI44@firmNOG,COG0096@NOG"	08UJY|6.75299673695e-67|228.568054199	J	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit (By similarity)"
fig|31899.10.peg.2241|SAMN05216182_2030	351627.Csac_2274	6.50E-42	135.6	RPSZ	"GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576"	K02954		bactNOG[38]	"082QR@bactNOG,0EVEW@cloNOG,0NNYP@firmNOG,COG0199@NOG"	082QR|6.31499037195e-34|118.800582886	J	"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity)"
fig|31899.10.peg.2242|SAMN05216182_2031	521460.Athe_1733	7.80E-119	390.1	RPLE	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0022613,GO:0034645,GO:0040007,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K02931		bactNOG[38]	"05CW6@bactNOG,0EPVH@cloNOG,0NEFD@firmNOG,COG0094@NOG"	05CW6|1.99785228572e-91|307.782806396	J	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"
fig|31899.10.peg.2243|SAMN05216182_2032	521460.Athe_1734	5.30E-73	238.9	RPLX	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009987,GO:0010467,GO:0019538,GO:0030312,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02895		bactNOG[38]	"05KAR@bactNOG,0EU2Y@cloNOG,0NKNA@firmNOG,COG0198@NOG"	05KAR|4.00116904107e-45|155.844421387	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit (By similarity)
fig|31899.10.peg.2244|SAMN05216182_2033	521460.Athe_1735	1.20E-78	257.4	RPLN	"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0030529,GO:0032991,GO:0034645,GO:0040007,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901576"	K02874		bactNOG[38]	"08UNN@bactNOG,0ESCS@cloNOG,0NI2N@firmNOG,COG0093@NOG"	08UNN|3.54939550512e-66|224.051773071	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome (By similarity)
fig|31899.10.peg.2245|SAMN05216182_2034	521460.Athe_1736	1.40E-54	177.8	RPSQ	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02961		bactNOG[38]	"05K87@bactNOG,0EU3G@cloNOG,0NKNM@firmNOG,COG0186@NOG"	05K87|9.42082514325e-46|158.543289185	J	"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal"
fig|31899.10.peg.2246|SAMN05216182_2035	521460.Athe_1737	1.00E-41	133.9	RPMC	"GO:0008150,GO:0040007"	K02904		bactNOG[38]	"082SA@bactNOG,0EVJA@cloNOG,0NNMP@firmNOG,COG0255@NOG"	082SA|2.30425176299e-29|104.110076904	J	50s ribosomal protein l29
fig|31899.10.peg.2247|SAMN05216182_2036	521460.Athe_1738	4.90E-98	321.7	RPLP	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02878		bactNOG[38]	"08R70@bactNOG,0ERRW@cloNOG,0NH5I@firmNOG,COG0197@NOG"	08R70|7.30346332385e-71|239.477203369	J	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs (By similarity)
fig|31899.10.peg.2248|SAMN05216182_2037	521460.Athe_1739	4.00E-146	480.9	RPSC	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0030312,GO:0030529,GO:0032991,GO:0034645,GO:0040007,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02982		bactNOG[38]	"05CKE@bactNOG,0ENVZ@cloNOG,0NDQG@firmNOG,COG0092@NOG"	05CKE|3.17225920356e-110|370.044372559	J	"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)"
fig|31899.10.peg.2249|SAMN05216182_2038	521460.Athe_1740	2.20E-74	242.8	RPLV	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005623,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0030312,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02890		bactNOG[38]	"05KAP@bactNOG,0EU9J@cloNOG,0NJ7J@firmNOG,COG0091@NOG"	05KAP|1.88402985595e-59|204.725402832	J	"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome (By similarity)"
fig|31899.10.peg.2250|SAMN05216182_2039	521460.Athe_1741	1.50E-64	210.8	RPSS	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02965		bactNOG[38]	"05K7S@bactNOG,0EU31@cloNOG,0NJ8B@firmNOG,COG0185@NOG"	05K7S|5.10869653913e-53|182.125473022	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA (By similarity)
