TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG6091	fig|632335.8.peg.2862	61	632335.8	1	fig|632335.8.peg.2862	0	-	1	632335.8	-	-	-	-	-	-	-	-	2862	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6092	fig|632335.8.peg.2864	45	632335.8	1	fig|632335.8.peg.2864	0	-	1	632335.8	-	-	-	-	-	-	-	-	2864	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6093	fig|632335.8.peg.2865|Calkr_2585	187	632335.8	1	fig|632335.8.peg.2865|Calkr_2585	0	-	1	632335.8	-	-	-	-	-	-	-	-	2865_2585	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6094	fig|632335.8.peg.2866|Calkr_2586	851	632335.8	1	fig|632335.8.peg.2866|Calkr_2586	0	-	1	632335.8	-	-	-	-	-	-	-	-	2866_2586	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6095	fig|632335.8.peg.2867|Calkr_2587	287	632335.8	4	fig|31899.10.peg.302|SAMN05216182_0189,fig|632335.8.peg.2867|Calkr_2587,fig|632348.3.peg.2699|Calkro_2536,fig|632516.3.peg.397|CallaDRAFT_0397	0	-	4	31899.10;632335.8;632348.3;632516.3	-	-	-	-	302_0189	-	-	-	2867_2587	2699_2536	397_0397	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG6096	fig|632335.8.peg.2868|Calkr_2588	513	632335.8	1	fig|632335.8.peg.2868|Calkr_2588	0	-	1	632335.8	-	-	-	-	-	-	-	-	2868_2588	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6097	fig|632335.8.peg.2869	45	632335.8	1	fig|632335.8.peg.2869	0	-	1	632335.8	-	-	-	-	-	-	-	-	2869	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6098	fig|632335.8.peg.2870|Calkr_2589	45	632335.8	1	fig|632335.8.peg.2870|Calkr_2589	0	-	1	632335.8	-	-	-	-	-	-	-	-	2870_2589	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6099	fig|632335.8.peg.2871	40	632335.8	1	fig|632335.8.peg.2871	0	-	1	632335.8	-	-	-	-	-	-	-	-	2871	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6100	fig|632335.8.peg.2872	40	632335.8	1	fig|632335.8.peg.2872	0	-	1	632335.8	-	-	-	-	-	-	-	-	2872	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG6101	fig|632335.8.peg.2873	62	632335.8	1	fig|632335.8.peg.2873	0	-	1	632335.8	-	-	-	-	-	-	-	-	2873	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6102	fig|632335.8.peg.2875	80	632335.8	1	fig|632335.8.peg.2875	0	-	1	632335.8	-	-	-	-	-	-	-	-	2875	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6103	fig|632335.8.peg.2886	41	632335.8	1	fig|632335.8.peg.2886	0	-	1	632335.8	-	-	-	-	-	-	-	-	2886	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6104	fig|632335.8.peg.2888|Calkr_2604	316	632335.8	12	fig|1121259.3.peg.1537,fig|1214564.3.peg.1989,fig|1387555.3.peg.349,fig|1387557.3.peg.221,fig|31899.10.peg.340|SAMN05216182_0214,fig|351627.8.peg.32|Csac_0025,fig|608506.3.peg.2501|COB47_2302,fig|632292.3.peg.2724|Calhy_2591,fig|632335.8.peg.2888|Calkr_2604,fig|632348.3.peg.2720|Calkro_2555,fig|632516.3.peg.396|CallaDRAFT_0396,fig|632518.3.peg.2396|Calow_2232	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1537	1989	349	221	340_0214	32_0025	2501_2302	2724_2591	2888_2604	2720_2555	396_0396	2396_2232	hypothetical protein	1.0	Counter({'hypothetical protein': 12})
TAG6105	fig|632335.8.peg.288|Calkr_0243	1357	632335.8	12	fig|1121259.3.peg.427,fig|1214564.3.peg.2245,fig|1387555.3.peg.233,fig|1387557.3.peg.520,fig|31899.10.peg.648|SAMN05216182_0505,fig|351627.8.peg.187|Csac_0156,fig|608506.3.peg.267|COB47_0243,fig|632292.3.peg.2466|Calhy_2351,fig|632335.8.peg.288|Calkr_0243,fig|632348.3.peg.2449,fig|632516.3.peg.1671|CallaDRAFT_1604,fig|632518.3.peg.205|Calow_0186	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	427	2245	233	520	648_0505	187_0156	267_0243	2466_2351	288_0243	2449	1671_1604	205_0186	FIG100068: Hypothetical protein	0.666666666667	Counter({'FIG100068: Hypothetical protein': 8, 'hypothetical protein': 4})
TAG6106	fig|632335.8.peg.29	95	632335.8	1	fig|632335.8.peg.29	0	-	1	632335.8	-	-	-	-	-	-	-	-	29	-	-	-	Efflux ABC transporter, permease/ATP-binding protein	1.0	Counter({'Efflux ABC transporter, permease/ATP-binding protein': 1})
TAG6107	fig|632335.8.peg.2904|Calkr_2620	88	632335.8	1	fig|632335.8.peg.2904|Calkr_2620	0	-	1	632335.8	-	-	-	-	-	-	-	-	2904_2620	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6108	fig|632335.8.peg.2911	38	632335.8	2	fig|1121259.3.peg.1563,fig|632335.8.peg.2911	0	-	2	1121259.3;632335.8	1563	-	-	-	-	-	-	-	2911	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6109	fig|632335.8.peg.2|Calkr_2638	183	632335.8	1	fig|632335.8.peg.2|Calkr_2638	0	-	1	632335.8	-	-	-	-	-	-	-	-	2_2638	-	-	-	Phage integrase	1.0	Counter({'Phage integrase': 1})
TAG6110	fig|632335.8.peg.30|Calkr_0011	73	632335.8	1	fig|632335.8.peg.30|Calkr_0011	0	-	1	632335.8	-	-	-	-	-	-	-	-	30_0011	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6111	fig|632335.8.peg.314|Calkr_0266	263	632335.8	12	fig|1121259.3.peg.406,fig|1214564.3.peg.2227,fig|1387555.3.peg.203,fig|1387557.3.peg.546,fig|31899.10.peg.716|SAMN05216182_0559,fig|351627.8.peg.217|Csac_0183,fig|608506.3.peg.297|COB47_0272,fig|632292.3.peg.2425|Calhy_2316,fig|632335.8.peg.314|Calkr_0266,fig|632348.3.peg.2434|Calkro_2313,fig|632516.3.peg.1751|CallaDRAFT_1685,fig|632518.3.peg.219|Calow_0199	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	406	2227	203	546	716_0559	217_0183	297_0272	2425_2316	314_0266	2434_2313	1751_1685	219_0199	2-phosphosulfolactate phosphatase	0.833333333333	Counter({'2-phosphosulfolactate phosphatase': 10, 'Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)': 2})
TAG6112	fig|632335.8.peg.319|Calkr_0272	498	632335.8	12	fig|1121259.3.peg.401,fig|1214564.3.peg.2218,fig|1387555.3.peg.196,fig|1387557.3.peg.553,fig|31899.10.peg.723|SAMN05216182_0566,fig|351627.8.peg.224|Csac_0190,fig|608506.3.peg.303|COB47_0277,fig|632292.3.peg.2420|Calhy_2311,fig|632335.8.peg.319|Calkr_0272,fig|632348.3.peg.2429|Calkro_2308,fig|632516.3.peg.1756|CallaDRAFT_1690,fig|632518.3.peg.224|Calow_0204	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	401	2218	196	553	723_0566	224_0190	303_0277	2420_2311	319_0272	2429_2308	1756_1690	224_0204	hypothetical protein	1.0	Counter({'hypothetical protein': 12})
TAG6113	fig|632335.8.peg.330|Calkr_0283	116	632335.8	12	fig|1121259.3.peg.390,fig|1214564.3.peg.2275,fig|1387555.3.peg.762,fig|1387557.3.peg.564,fig|31899.10.peg.734|SAMN05216182_0577,fig|351627.8.peg.1306|Csac_1163,fig|608506.3.peg.314|COB47_0288,fig|632292.3.peg.2409|Calhy_2300,fig|632335.8.peg.330|Calkr_0283,fig|632348.3.peg.2418|Calkro_2297,fig|632516.3.peg.1767|CallaDRAFT_1701,fig|632518.3.peg.236|Calow_0215	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	390	2275	762	564	734_0577	1306_1163	314_0288	2409_2300	330_0283	2418_2297	1767_1701	236_0215	Catabolite repression HPr-like protein Crh	1.0	Counter({'Catabolite repression HPr-like protein Crh': 12})
TAG6114	fig|632335.8.peg.336|Calkr_0289	63	632335.8	2	fig|1387555.3.peg.1479,fig|632335.8.peg.336|Calkr_0289	0	-	2	1387555.3;632335.8	-	-	1479	-	-	-	-	-	336_0289	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6115	fig|632335.8.peg.343	39	632335.8	1	fig|632335.8.peg.343	0	-	1	632335.8	-	-	-	-	-	-	-	-	343	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6116	fig|632335.8.peg.37	352	632335.8	1	fig|632335.8.peg.37	0	-	1	632335.8	-	-	-	-	-	-	-	-	37	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6117	fig|632335.8.peg.39	228	632335.8	3	fig|31899.10.peg.788,fig|632335.8.peg.39,fig|632516.3.peg.2629|CallaDRAFT_2538	0	-	3	31899.10;632335.8;632516.3	-	-	-	-	788	-	-	-	39	-	2629_2538	-	Mobile element protein	0.666666666667	Counter({'Mobile element protein': 2, 'Transposase': 1})
TAG6118	fig|632335.8.peg.390	39	632335.8	3	fig|608506.3.peg.402,fig|632335.8.peg.390,fig|632348.3.peg.2352	0	-	3	608506.3;632335.8;632348.3	-	-	-	-	-	-	402	-	390	2352	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6119	fig|632335.8.peg.397	37	632335.8	2	fig|632335.8.peg.397,fig|632348.3.peg.2408	0	-	2	632335.8;632348.3	-	-	-	-	-	-	-	-	397	2408	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6120	fig|632335.8.peg.3|Calkr_2639	56	632335.8	1	fig|632335.8.peg.3|Calkr_2639	0	-	1	632335.8	-	-	-	-	-	-	-	-	3_2639	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6121	fig|632335.8.peg.40	47	632335.8	1	fig|632335.8.peg.40	0	-	1	632335.8	-	-	-	-	-	-	-	-	40	-	-	-	Uncharacterized protein AF_0817 precursor	1.0	Counter({'Uncharacterized protein AF_0817 precursor': 1})
TAG6122	fig|632335.8.peg.400|Calkr_0353	398	632335.8	1	fig|632335.8.peg.400|Calkr_0353	0	-	1	632335.8	-	-	-	-	-	-	-	-	400_0353	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6123	fig|632335.8.peg.403	49	632335.8	2	fig|632335.8.peg.403,fig|632518.3.peg.282	0	-	2	632335.8;632518.3	-	-	-	-	-	-	-	-	403	-	-	282	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6124	fig|632335.8.peg.410|Calkr_0361	199	632335.8	12	fig|1121259.3.peg.1258,fig|1214564.3.peg.1624,fig|1387555.3.peg.2396,fig|1387557.3.peg.2632,fig|31899.10.peg.2780|SAMN05216182_2536,fig|351627.8.peg.835|Csac_0728,fig|608506.3.peg.2134|COB47_1997,fig|632292.3.peg.591|Calhy_0543,fig|632335.8.peg.410|Calkr_0361,fig|632348.3.peg.450|Calkro_0422,fig|632516.3.peg.2171|CallaDRAFT_2090,fig|632518.3.peg.2026|Calow_1905	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1258	1624	2396	2632	2780_2536	835_0728	2134_1997	591_0543	410_0361	450_0422	2171_2090	2026_1905	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	1.0	Counter({'Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)': 12})
TAG6125	fig|632335.8.peg.413	134	632335.8	1	fig|632335.8.peg.413	0	-	1	632335.8	-	-	-	-	-	-	-	-	413	-	-	-	FAD:protein FMN transferase (EC 2.7.1.180)	1.0	Counter({'FAD:protein FMN transferase (EC 2.7.1.180)': 1})
TAG6126	fig|632335.8.peg.414	190	632335.8	1	fig|632335.8.peg.414	0	-	1	632335.8	-	-	-	-	-	-	-	-	414	-	-	-	FAD:protein FMN transferase (EC 2.7.1.180)	1.0	Counter({'FAD:protein FMN transferase (EC 2.7.1.180)': 1})
TAG6127	fig|632335.8.peg.419	37	632335.8	2	fig|1121259.3.peg.1267,fig|632335.8.peg.419	0	-	2	1121259.3;632335.8	1267	-	-	-	-	-	-	-	419	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6128	fig|632335.8.peg.41|Calkr_0020	570	632335.8	2	fig|632335.8.peg.41|Calkr_0020,fig|632516.3.peg.2650|CallaDRAFT_2565	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	41_0020	-	2650_2565	-	Uncharacterized protein AF_0817 precursor	1.0	Counter({'Uncharacterized protein AF_0817 precursor': 2})
TAG6129	fig|632335.8.peg.420	39	632335.8	3	fig|1121259.3.peg.1268,fig|632292.3.peg.602,fig|632335.8.peg.420	0	-	3	1121259.3;632292.3;632335.8	1268	-	-	-	-	-	-	602	420	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6130	fig|632335.8.peg.42|Calkr_0021	754	632335.8	1	fig|632335.8.peg.42|Calkr_0021	0	-	1	632335.8	-	-	-	-	-	-	-	-	42_0021	-	-	-	BNR repeat domain protein	1.0	Counter({'BNR repeat domain protein': 1})
TAG6131	fig|632335.8.peg.43	44	632335.8	2	fig|632335.8.peg.43,fig|632516.3.peg.2647	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	43	-	2647	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6132	fig|632335.8.peg.435|Calkr_0380	207	632335.8	1	fig|632335.8.peg.435|Calkr_0380	0	-	1	632335.8	-	-	-	-	-	-	-	-	435_0380	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6133	fig|632335.8.peg.437	308	632335.8	1	fig|632335.8.peg.437	0	-	1	632335.8	-	-	-	-	-	-	-	-	437	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6134	fig|632335.8.peg.438	260	632335.8	1	fig|632335.8.peg.438	0	-	1	632335.8	-	-	-	-	-	-	-	-	438	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6135	fig|632335.8.peg.443	74	632335.8	1	fig|632335.8.peg.443	0	-	1	632335.8	-	-	-	-	-	-	-	-	443	-	-	-	Protein of unknown function DUF86, SO_3166 group	1.0	Counter({'Protein of unknown function DUF86, SO_3166 group': 1})
TAG6136	fig|632335.8.peg.447|Calkr_0390	255	632335.8	11	fig|1121259.3.peg.1880,fig|1387555.3.peg.860,fig|1387557.3.peg.2601,fig|31899.10.peg.2747|SAMN05216182_2504,fig|351627.8.peg.1385|Csac_1241,fig|608506.3.peg.2104|COB47_1970,fig|632292.3.peg.619|Calhy_0567,fig|632335.8.peg.447|Calkr_0390,fig|632348.3.peg.476|Calkro_0446,fig|632516.3.peg.704|CallaDRAFT_0681,fig|632518.3.peg.1997|Calow_1878	0	-	11	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1880	-	860	2601	2747_2504	1385_1241	2104_1970	619_0567	447_0390	476_0446	704_0681	1997_1878	Zinc ABC transporter, ATP-binding protein ZnuC	1.0	Counter({'Zinc ABC transporter, ATP-binding protein ZnuC': 11})
TAG6137	fig|632335.8.peg.44|Calkr_0022	190	632335.8	1	fig|632335.8.peg.44|Calkr_0022	0	-	1	632335.8	-	-	-	-	-	-	-	-	44_0022	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6138	fig|632335.8.peg.46	1711	632335.8	1	fig|632335.8.peg.46	0	-	1	632335.8	-	-	-	-	-	-	-	-	46	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6139	fig|632335.8.peg.472	40	632335.8	2	fig|1121259.3.peg.1905,fig|632335.8.peg.472	0	-	2	1121259.3;632335.8	1905	-	-	-	-	-	-	-	472	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6140	fig|632335.8.peg.47|Calkr_0026	360	632335.8	2	fig|1387557.3.peg.207,fig|632335.8.peg.47|Calkr_0026	0	-	2	1387557.3;632335.8	-	-	-	207	-	-	-	-	47_0026	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 2})
TAG6141	fig|632335.8.peg.48	227	632335.8	2	fig|632335.8.peg.48,fig|632516.3.peg.2811|CallaDRAFT_2738	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	48	-	2811_2738	-	Transposase	1.0	Counter({'Transposase': 2})
TAG6142	fig|632335.8.peg.49	1083	632335.8	1	fig|632335.8.peg.49	0	-	1	632335.8	-	-	-	-	-	-	-	-	49	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6143	fig|632335.8.peg.497|Calkr_0439	360	632335.8	1	fig|632335.8.peg.497|Calkr_0439	0	-	1	632335.8	-	-	-	-	-	-	-	-	497_0439	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6144	fig|632335.8.peg.4|Calkr_2640	125	632335.8	1	fig|632335.8.peg.4|Calkr_2640	0	-	1	632335.8	-	-	-	-	-	-	-	-	4_2640	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6145	fig|632335.8.peg.503	52	632335.8	1	fig|632335.8.peg.503	0	-	1	632335.8	-	-	-	-	-	-	-	-	503	-	-	-	Heat shock protein 60 kDa family chaperone GroEL	1.0	Counter({'Heat shock protein 60 kDa family chaperone GroEL': 1})
TAG6146	fig|632335.8.peg.513|Calkr_0455	156	632335.8	1	fig|632335.8.peg.513|Calkr_0455	0	-	1	632335.8	-	-	-	-	-	-	-	-	513_0455	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6147	fig|632335.8.peg.519|Calkr_0461	253	632335.8	4	fig|1121259.3.peg.1950,fig|1387557.3.peg.2532,fig|632292.3.peg.689|Calhy_0636,fig|632335.8.peg.519|Calkr_0461	0	-	4	1121259.3;1387557.3;632292.3;632335.8	1950	-	-	2532	-	-	-	689_0636	519_0461	-	-	-	Fic domain protein, MA2133 type	1.0	Counter({'Fic domain protein, MA2133 type': 4})
TAG6148	fig|632335.8.peg.525|Calkr_0467	78	632335.8	1	fig|632335.8.peg.525|Calkr_0467	0	-	1	632335.8	-	-	-	-	-	-	-	-	525_0467	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6149	fig|632335.8.peg.526|Calkr_0468	121	632335.8	1	fig|632335.8.peg.526|Calkr_0468	0	-	1	632335.8	-	-	-	-	-	-	-	-	526_0468	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6150	fig|632335.8.peg.527|Calkr_0469	923	632335.8	1	fig|632335.8.peg.527|Calkr_0469	0	-	1	632335.8	-	-	-	-	-	-	-	-	527_0469	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6151	fig|632335.8.peg.528|Calkr_0470	95	632335.8	3	fig|1121259.3.peg.1955,fig|632335.8.peg.528|Calkr_0470,fig|632516.3.peg.2689|CallaDRAFT_2601	0	-	3	1121259.3;632335.8;632516.3	1955	-	-	-	-	-	-	-	528_0470	-	2689_2601	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6152	fig|632335.8.peg.534	41	632335.8	1	fig|632335.8.peg.534	0	-	1	632335.8	-	-	-	-	-	-	-	-	534	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6153	fig|632335.8.peg.535|Calkr_0476	182	632335.8	12	fig|1121259.3.peg.1961,fig|1214564.3.peg.978,fig|1387555.3.peg.2186,fig|1387557.3.peg.2521,fig|31899.10.peg.2656|SAMN05216182_2416,fig|351627.8.peg.1473|Csac_1324,fig|608506.3.peg.2015|COB47_1882,fig|632292.3.peg.700|Calhy_0647,fig|632335.8.peg.535|Calkr_0476,fig|632348.3.peg.559|Calkro_0527,fig|632516.3.peg.1949|CallaDRAFT_1879,fig|632518.3.peg.1906|Calow_1791	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1961	978	2186	2521	2656_2416	1473_1324	2015_1882	700_0647	535_0476	559_0527	1949_1879	1906_1791	Ribosome hibernation promoting factor Hpf	1.0	Counter({'Ribosome hibernation promoting factor Hpf': 12})
TAG6154	fig|632335.8.peg.539|Calkr_0480	439	632335.8	6	fig|1121259.3.peg.1965,fig|1214564.3.peg.982,fig|1387557.3.peg.2517,fig|351627.8.peg.1477|Csac_1328,fig|632292.3.peg.704|Calhy_0651,fig|632335.8.peg.539|Calkr_0480	0	-	6	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632335.8	1965	982	-	2517	-	1477_1328	-	704_0651	539_0480	-	-	-	Two-component system sensor histidine kinase/response regulator hybrid	1.0	Counter({'Two-component system sensor histidine kinase/response regulator hybrid': 6})
TAG6155	fig|632335.8.peg.540|Calkr_0481	395	632335.8	6	fig|1121259.3.peg.1966,fig|1214564.3.peg.983,fig|1387557.3.peg.2516,fig|351627.8.peg.1478|Csac_1329,fig|632292.3.peg.705|Calhy_0652,fig|632335.8.peg.540|Calkr_0481	0	-	6	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632335.8	1966	983	-	2516	-	1478_1329	-	705_0652	540_0481	-	-	-	Response regulator	1.0	Counter({'Response regulator': 6})
TAG6156	fig|632335.8.peg.541|Calkr_0482	347	632335.8	6	fig|1121259.3.peg.1967,fig|1214564.3.peg.984,fig|1387557.3.peg.2515,fig|351627.8.peg.1479|Csac_1330,fig|632292.3.peg.706|Calhy_0653,fig|632335.8.peg.541|Calkr_0482	0	-	6	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632335.8	1967	984	-	2515	-	1479_1330	-	706_0653	541_0482	-	-	-	c-di-GMP phosphodiesterase A	0.5	Counter({'c-di-GMP phosphodiesterase A': 3, 'Two-component system response regulator protein': 3})
TAG6157	fig|632335.8.peg.549	71	632335.8	1	fig|632335.8.peg.549	0	-	1	632335.8	-	-	-	-	-	-	-	-	549	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6158	fig|632335.8.peg.57|Calkr_0035	316	632335.8	1	fig|632335.8.peg.57|Calkr_0035	0	-	1	632335.8	-	-	-	-	-	-	-	-	57_0035	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6159	fig|632335.8.peg.588|Calkr_0528	146	632335.8	12	fig|1121259.3.peg.2283,fig|1214564.3.peg.950,fig|1387555.3.peg.2225,fig|1387557.3.peg.2432,fig|31899.10.peg.2583|SAMN05216182_2348,fig|351627.8.peg.1525|Csac_1374,fig|608506.3.peg.1933|COB47_1807,fig|632292.3.peg.781|Calhy_0719,fig|632335.8.peg.588|Calkr_0528,fig|632348.3.peg.663|Calkro_0621,fig|632516.3.peg.1067|CallaDRAFT_1010,fig|632518.3.peg.1830|Calow_1722	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2283	950	2225	2432	2583_2348	1525_1374	1933_1807	781_0719	588_0528	663_0621	1067_1010	1830_1722	DUF1934 domain-containing protein	1.0	Counter({'DUF1934 domain-containing protein': 12})
TAG6160	fig|632335.8.peg.58|Calkr_0036	169	632335.8	2	fig|31899.10.peg.397|SAMN05216182_0269,fig|632335.8.peg.58|Calkr_0036	0	-	2	31899.10;632335.8	-	-	-	-	397_0269	-	-	-	58_0036	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6161	fig|632335.8.peg.596|Calkr_0535	232	632335.8	1	fig|632335.8.peg.596|Calkr_0535	0	-	1	632335.8	-	-	-	-	-	-	-	-	596_0535	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6162	fig|632335.8.peg.603|Calkr_0542	567	632335.8	2	fig|632335.8.peg.603|Calkr_0542,fig|632518.3.peg.2128|Calow_1991	0	-	2	632335.8;632518.3	-	-	-	-	-	-	-	-	603_0542	-	-	2128_1991	Transposase, IS4 family	1.0	Counter({'Transposase, IS4 family': 2})
TAG6163	fig|632335.8.peg.617	51	632335.8	1	fig|632335.8.peg.617	0	-	1	632335.8	-	-	-	-	-	-	-	-	617	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6164	fig|632335.8.peg.619	111	632335.8	1	fig|632335.8.peg.619	0	-	1	632335.8	-	-	-	-	-	-	-	-	619	-	-	-	Putative transposase	1.0	Counter({'Putative transposase': 1})
TAG6165	fig|632335.8.peg.61|Calkr_0038	402	632335.8	2	fig|632335.8.peg.61|Calkr_0038,fig|632516.3.peg.2736|CallaDRAFT_2649	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	61_0038	-	2736_2649	-	SOS-response repressor and protease LexA (EC 3.4.21.88)	1.0	Counter({'SOS-response repressor and protease LexA (EC 3.4.21.88)': 2})
TAG6166	fig|632335.8.peg.621	56	632335.8	2	fig|1214564.3.peg.958,fig|632335.8.peg.621	0	-	2	1214564.3;632335.8	-	958	-	-	-	-	-	-	621	-	-	-	Transposase	0.5	Counter({'Transposase': 1, 'hypothetical protein': 1})
TAG6167	fig|632335.8.peg.624	123	632335.8	1	fig|632335.8.peg.624	0	-	1	632335.8	-	-	-	-	-	-	-	-	624	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6168	fig|632335.8.peg.625|Calkr_0558	437	632335.8	1	fig|632335.8.peg.625|Calkr_0558	0	-	1	632335.8	-	-	-	-	-	-	-	-	625_0558	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6169	fig|632335.8.peg.626|Calkr_0559	115	632335.8	3	fig|31899.10.peg.981,fig|632335.8.peg.626|Calkr_0559,fig|632516.3.peg.2663|CallaDRAFT_2578	0	-	3	31899.10;632335.8;632516.3	-	-	-	-	981	-	-	-	626_0559	-	2663_2578	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6170	fig|632335.8.peg.631	374	632335.8	1	fig|632335.8.peg.631	0	-	1	632335.8	-	-	-	-	-	-	-	-	631	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6171	fig|632335.8.peg.633	40	632335.8	1	fig|632335.8.peg.633	0	-	1	632335.8	-	-	-	-	-	-	-	-	633	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
