#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_012034.1	2226557	2227846	-	31773449	leuC	ATHE_RS10550	WP_015908450.1	429	3-isopropylmalate dehydratase large subunit
chr	NC_012034.1	2228020	2228472	-	31773450	-	ATHE_RS10555	WP_015908451.1	150	purine-binding chemotaxis protein CheW
chr	NC_012034.1	2229628	2232174	-	31773452	-	ATHE_RS10565	WP_015908453.1	848	preprotein translocase subunit SecA
chr	NC_012034.1	2232330	2232875	-	31773453	raiA	ATHE_RS10570	WP_015908454.1	181	ribosome-associated translation inhibitor RaiA
chr	NC_012034.1	2233160	2234242	-	31773454	-	ATHE_RS10575	WP_015908455.1	360	DUF362 domain-containing protein
chr	NC_012034.1	2234257	2235861	-	31773455	-	ATHE_RS10580	WP_015908456.1	534	DNA polymerase III subunit gamma/tau
chr	NC_012034.1	2235879	2238029	-	31773456	rnr	ATHE_RS10585	WP_015908457.1	716	ribonuclease R
chr	NC_012034.1	2238056	2238613	-	31773457	-	ATHE_RS10590	WP_015908458.1	185	HDIG domain-containing protein
chr	NC_012034.1	2238688	2240226	-	31773458	-	ATHE_RS10595	WP_015908459.1	512	transposase
chr	NC_012034.1	2240947	2241183	-	31773460	-	ATHE_RS10605	WP_015908460.1	78	preprotein translocase subunit SecG
chr	NC_012034.1	2241241	2241480	-	31773461	-	ATHE_RS10610	WP_041727425.1	79	hypothetical protein
chr	NC_012034.1	2241500	2243590	-	31773462	-	ATHE_RS10615	WP_015908462.1	696	WG repeat-containing protein
chr	NC_012034.1	2244281	2244478	-	31773463	-	ATHE_RS10620	WP_041727189.1	65	hypothetical protein
chr	NC_012034.1	2244766	2245602	-	31773464	-	ATHE_RS10625	WP_015908463.1	278	diaminopimelate epimerase
chr	NC_012034.1	2245627	2246985	-	31773465	-	ATHE_RS10630	WP_015908464.1	452	PFL family protein
chr	NC_012034.1	2247017	2247286	-	31773466	-	ATHE_RS10635	WP_013412665.1	89	MULTISPECIES: ACT domain-containing protein
chr	NC_012034.1	2247330	2248253	-	31773467	-	ATHE_RS10640	WP_015908465.1	307	carbohydrate kinase
chr	NC_012034.1	2248475	2249068	-	31773468	-	ATHE_RS10645	WP_015908466.1	197	hypothetical protein
chr	NC_012034.1	2249043	2254538	-	31773469	-	ATHE_RS10650	WP_015908467.1	1831	VWA domain-containing protein
chr	NC_012034.1	2254675	2255808	+	31773470	-	ATHE_RS10655	WP_014043029.1	377	MULTISPECIES: hypothetical protein
chr	NC_012034.1	2256283	2256657	-	31773471	-	ATHE_RS10660	WP_011916845.1	124	MULTISPECIES: S-adenosylmethionine decarboxylase proenzyme
chr	NC_012034.1	2256842	2257642	-	31773472	-	ATHE_RS10665	WP_015908468.1	266	Cof-type HAD-IIB family hydrolase
chr	NC_012034.1	2257761	2259035	-	31773473	-	ATHE_RS10670	WP_015908469.1	424	DUF1015 domain-containing protein
chr	NC_012034.1	2259090	2260685	-	31773474	-	ATHE_RS10675	WP_015908470.1	531	phosphoglycerate dehydrogenase
chr	NC_012034.1	2260691	2261851	-	31773475	-	ATHE_RS10680	WP_015908471.1	386	alanine--glyoxylate aminotransferase family protein
chr	NC_012034.1	2262079	2262549	-	31773476	-	ATHE_RS10685	WP_015908472.1	156	hypothetical protein
chr	NC_012034.1	2262654	2263211	-	31773477	efp	ATHE_RS10690	WP_013402574.1	185	MULTISPECIES: elongation factor P
chr	NC_012034.1	2263280	2264995	-	31773478	-	ATHE_RS10695	WP_015908473.1	571	Rne/Rng family ribonuclease
chr	NC_012034.1	2264995	2265630	-	31773479	-	ATHE_RS10700	WP_015908474.1	211	DUF2344 domain-containing protein
chr	NC_012034.1	2265617	2267458	-	31773480	-	ATHE_RS10705	WP_015908475.1	613	TIGR03960 family B12-binding radical SAM protein
chr	NC_012034.1	2267545	2268387	-	31773481	-	ATHE_RS10710	WP_015908476.1	280	DegV family protein
chr	NC_012034.1	2268415	2268879	-	31773482	trmL	ATHE_RS10715	WP_015908477.1	154	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2\'-O)-methyltransferase TrmL
chr	NC_012034.1	2268910	2269386	-	31773483	-	ATHE_RS10720	WP_015908478.1	158	chemotaxis protein CheX
chr	NC_012034.1	2269447	2270574	-	31773484	-	ATHE_RS10725	WP_015908479.1	375	DUF362 domain-containing protein
chr	NC_012034.1	2270567	2271406	-	31773485	-	ATHE_RS10730	WP_015908480.1	279	Cof-type HAD-IIB family hydrolase
chr	NC_012034.1	2271512	2273131	-	31773486	groL	ATHE_RS10735	WP_013402565.1	539	MULTISPECIES: molecular chaperone GroEL
chr	NC_012034.1	2273164	2273451	-	31773487	-	ATHE_RS10740	WP_011916829.1	95	MULTISPECIES: molecular chaperone GroES
chr	NC_012034.1	2273671	2274519	-	31773488	-	ATHE_RS10745	WP_015908481.1	282	AraC family transcriptional regulator
chr	NC_012034.1	2274538	2274834	-	31773489	-	ATHE_RS10750	WP_015908482.1	98	hypothetical protein
chr	NC_012034.1	2274855	2275385	-	31773490	-	ATHE_RS10755	WP_015908483.1	176	hypothetical protein
chr	NC_012034.1	2275415	2275678	-	31773491	-	ATHE_RS10760	WP_015908484.1	87	MULTISPECIES: hypothetical protein
chr	NC_012034.1	2275727	2277112	-	31773492	-	ATHE_RS10765	WP_015908485.1	461	DUF342 domain-containing protein
chr	NC_012034.1	2277149	2277889	-	31773493	-	ATHE_RS10770	WP_015908486.1	246	FliA/WhiG family RNA polymerase sigma factor
chr	NC_012034.1	2277913	2278104	-	31773494	-	ATHE_RS10775	WP_015908487.1	63	hypothetical protein
chr	NC_012034.1	2278122	2278604	-	31773495	-	ATHE_RS10780	WP_015908488.1	160	chemotaxis protein CheD
chr	NC_012034.1	2278608	2279225	-	31773496	-	ATHE_RS10785	WP_015908489.1	205	chemotaxis protein CheC
chr	NC_012034.1	2279231	2279653	-	31773497	-	ATHE_RS10790	WP_015908490.1	140	chemotaxis protein CheW
chr	NC_012034.1	2279681	2281681	-	31773498	-	ATHE_RS10795	WP_015908491.1	666	chemotaxis protein CheA
chr	NC_012034.1	2281734	2282435	-	31773499	-	ATHE_RS10800	WP_015908492.1	233	pilus biosynthesis protein PilZ
chr	NC_012034.1	2282451	2283347	-	31773500	-	ATHE_RS10805	WP_015908493.1	298	MinD/ParA family protein
chr	NC_012034.1	2283344	2284462	-	31773501	flhF	ATHE_RS10810	WP_015908494.1	372	flagellar biosynthesis protein FlhF
chr	NC_012034.1	2284465	2286501	-	31773502	flhA	ATHE_RS10815	WP_015908495.1	678	flagellar biosynthesis protein FlhA
chr	NC_012034.1	2286498	2287598	-	31773503	flhB	ATHE_RS10820	WP_015908496.1	366	flagellar biosynthesis protein FlhB
chr	NC_012034.1	2287595	2288377	-	31773504	-	ATHE_RS10825	WP_013429535.1	260	MULTISPECIES: flagellar type III secretion system protein FliR
chr	NC_012034.1	2288400	2288669	-	31773505	fliQ	ATHE_RS10830	WP_015908497.1	89	flagellar biosynthetic protein FliQ
chr	NC_012034.1	2288693	2289454	-	31773506	fliP	ATHE_RS10835	WP_079504034.1	253	flagellar biosynthetic protein FliP
chr	NC_012034.1	2289438	2289833	-	31773507	-	ATHE_RS10840	WP_015908499.1	131	hypothetical protein
chr	NC_012034.1	2289866	2290228	-	31773508	-	ATHE_RS10845	WP_013291202.1	120	MULTISPECIES: response regulator
chr	NC_012034.1	2290318	2291454	-	31773509	-	ATHE_RS10850	WP_015908500.1	378	flagellar motor switch phosphatase FliY
chr	NC_012034.1	2291451	2292440	-	31773510	-	ATHE_RS10855	WP_015908501.1	329	flagellar motor switch protein FliM
chr	NC_012034.1	2292463	2292933	-	31773511	-	ATHE_RS10860	WP_013429529.1	156	MULTISPECIES: flagellar basal body protein FliL
chr	NC_012034.1	2292930	2293157	-	31773512	-	ATHE_RS10865	WP_013429528.1	75	MULTISPECIES: flagellar flbd family protein
chr	NC_012034.1	2293272	2294738	-	31773513	-	ATHE_RS10870	WP_015908502.1	488	flagellar hook protein FlgE
chr	NC_012034.1	2294864	2295226	-	31773514	-	ATHE_RS10875	WP_015908503.1	120	flagellar biosynthesis protein
chr	NC_012034.1	2295232	2295726	-	31773515	-	ATHE_RS10880	WP_015908504.1	164	flagellar hook capping protein
chr	NC_012034.1	2295739	2297277	-	31773516	-	ATHE_RS10885	WP_015908505.1	512	flagellar hook-length control protein FliK
chr	NC_012034.1	2297323	2298144	-	31773517	-	ATHE_RS10890	WP_015908506.1	273	hypothetical protein
chr	NC_012034.1	2298131	2298589	-	31773518	fliJ	ATHE_RS10895	WP_015908507.1	152	flagellar export protein FliJ
chr	NC_012034.1	2298617	2299912	-	31773519	fliI	ATHE_RS10900	WP_015908508.1	431	flagellar protein export ATPase FliI
chr	NC_012034.1	2299914	2300669	-	31773520	-	ATHE_RS10905	WP_015908509.1	251	ATPase
chr	NC_012034.1	2300662	2301669	-	31773521	-	ATHE_RS10910	WP_013429519.1	335	MULTISPECIES: flagellar motor switch protein FliG
chr	NC_012034.1	2301679	2303361	-	31773522	fliF	ATHE_RS10915	WP_015908510.1	560	flagellar M-ring protein FliF
chr	NC_012034.1	2303394	2303708	-	31773523	-	ATHE_RS10920	WP_015908511.1	104	flagellar hook-basal body complex protein FliE
chr	NC_012034.1	2303729	2304172	-	31773524	flgC	ATHE_RS10925	WP_041727191.1	147	flagellar basal body rod protein FlgC
chr	NC_012034.1	2304179	2304580	-	31773525	flgB	ATHE_RS10930	WP_015908513.1	133	flagellar basal body rod protein FlgB
chr	NC_012034.1	2304738	2305532	-	31773526	-	ATHE_RS10935	WP_015908514.1	264	GTP-sensing pleiotropic transcriptional regulator CodY
chr	NC_012034.1	2305579	2306973	-	31773527	-	ATHE_RS10940	WP_015908515.1	464	ATP-dependent protease ATPase subunit HslU
chr	NC_012034.1	2306987	2307517	-	31773528	-	ATHE_RS10945	WP_015908516.1	176	HslU--HslV peptidase proteolytic subunit
chr	NC_012034.1	2307541	2308851	-	31773529	-	ATHE_RS10950	WP_015908517.1	436	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO
chr	NC_012034.1	2308857	2310938	-	31773530	-	ATHE_RS10955	WP_015908518.1	693	type I DNA topoisomerase
chr	NC_012034.1	2310970	2312067	-	31773531	dprA	ATHE_RS10960	WP_015908519.1	365	DNA-protecting protein DprA
chr	NC_012034.1	2312099	2313454	-	31773532	-	ATHE_RS10965	WP_015908520.1	451	RtcB family protein
chr	NC_012034.1	2313548	2314177	+	31773533	-	ATHE_RS10970	WP_015908521.1	209	glycerol-3-phosphate acyltransferase
chr	NC_012034.1	2314209	2315606	-	31773534	-	ATHE_RS10975	WP_015908522.1	465	radical SAM protein
chr	NC_012034.1	2315774	2316091	+	31773535	-	ATHE_RS10980	WP_015908523.1	105	ArsR family transcriptional regulator
chr	NC_012034.1	2316240	2316824	-	31773536	-	ATHE_RS10985	WP_015908524.1	194	VanZ family protein
chr	NC_012034.1	2316904	2317350	-	31773537	-	ATHE_RS10990	WP_041727196.1	148	hypothetical protein
chr	NC_012034.1	2317457	2317879	+	31773538	-	ATHE_RS10995	WP_015908526.1	140	transcriptional repressor
chr	NC_012034.1	2317879	2318742	+	31773539	-	ATHE_RS11000	WP_015908527.1	287	zinc ABC transporter substrate-binding protein
chr	NC_012034.1	2318766	2319515	+	31773540	-	ATHE_RS11005	WP_015908528.1	249	metal ABC transporter ATP-binding protein
chr	NC_012034.1	2319538	2320353	+	31773541	-	ATHE_RS11010	WP_015908529.1	271	metal ABC transporter permease
chr	NC_012034.1	2320346	2321878	-	31773542	-	ATHE_RS11015	WP_015908530.1	510	ATP-binding protein
chr	NC_012034.1	2322184	2322615	-	31773544	-	ATHE_RS11025	WP_015908531.1	143	DUF86 domain-containing protein
chr	NC_012034.1	2322647	2323084	-	31773545	-	ATHE_RS11030	WP_015908532.1	145	nucleotidyltransferase domain-containing protein
chr	NC_012034.1	2324150	2324563	-	31773548	-	ATHE_RS11045	WP_015908533.1	137	GNAT family N-acetyltransferase
chr	NC_012034.1	2324596	2325783	-	31773549	-	ATHE_RS11050	WP_015908534.1	395	tRNA pseudouridine(13) synthase TruD
chr	NC_012034.1	2325901	2326968	+	31773550	-	ATHE_RS11055	WP_015908535.1	355	putative methyltransferase
chr	NC_012034.1	2327050	2327238	+	31773551	rpmB	ATHE_RS11060	WP_013291240.1	62	MULTISPECIES: 50S ribosomal protein L28
chr	NC_012034.1	2327372	2327569	-	31773552	-	ATHE_RS11065	WP_041727199.1	65	hypothetical protein
chr	NC_012034.1	2330123	2330980	-	31773554	-	ATHE_RS11075	WP_015908537.1	285	hypothetical protein
chr	NC_012034.1	2332921	2333661	-	31773555	-	ATHE_RS11085	WP_015908538.1	246	glycerophosphoryl diester phosphodiesterase
chr	NC_012034.1	2334035	2335048	-	31773556	-	ATHE_RS11090	WP_015908539.1	337	LacI family transcriptional regulator
chr	NC_012034.1	2335156	2336070	-	31773557	-	ATHE_RS11095	WP_015908540.1	304	hypothetical protein
chr	NC_012034.1	2336241	2337458	-	31773558	-	ATHE_RS11100	WP_015908541.1	405	alcohol dehydrogenase
chr	NC_012034.1	2337551	2338801	-	31773559	-	ATHE_RS11105	WP_015908542.1	416	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
chr	NC_012034.1	2338858	2340516	-	31773560	-	ATHE_RS11110	WP_015908543.1	552	formate--tetrahydrofolate ligase
chr	NC_012034.1	2340526	2340924	-	31773561	-	ATHE_RS11115	WP_015908544.1	132	thioesterase
chr	NC_012034.1	2341365	2342195	+	31773563	-	ATHE_RS11125	WP_015908545.1	276	sulfite exporter TauE/SafE family protein
chr	NC_012034.1	2342196	2342495	+	31773564	-	ATHE_RS11130	WP_015908546.1	99	DUF1634 domain-containing protein
chr	NC_012034.1	2342585	2343628	-	31773565	-	ATHE_RS11135	WP_015908547.1	347	C4-dicarboxylate ABC transporter
chr	NC_012034.1	2343794	2344597	+	31773566	-	ATHE_RS11140	WP_015908548.1	267	alpha/beta hydrolase
chr	NC_012034.1	2344639	2345244	+	31773567	-	ATHE_RS11145	WP_015908549.1	201	TetR/AcrR family transcriptional regulator
chr	NC_012034.1	2345364	2346356	+	31773568	-	ATHE_RS11150	WP_015908550.1	330	FAD:protein FMN transferase
chr	NC_012034.1	2346450	2347202	-	31773569	-	ATHE_RS11155	WP_015908551.1	250	aminotransferase IV
chr	NC_012034.1	2347219	2348538	-	31773570	pabB	ATHE_RS11160	WP_015908552.1	439	aminodeoxychorismate synthase component I
chr	NC_012034.1	2348548	2349111	-	31773571	-	ATHE_RS11165	WP_015908553.1	187	aminodeoxychorismate/anthranilate synthase component II
chr	NC_012034.1	2349343	2350464	+	31773572	-	ATHE_RS11170	WP_015908554.1	373	DUF362 domain-containing protein
chr	NC_012034.1	2350658	2351215	-	31773573	-	ATHE_RS11175	WP_015908555.1	185	hypothetical protein
chr	NC_012034.1	2351616	2352572	+	31773574	-	ATHE_RS11180	WP_088217568.1	318	ISNCY family transposase
chr	NC_012034.1	2354443	2356218	-	31773575	-	ATHE_RS11195	WP_015908557.1	591	S-layer homology domain-containing protein
chr	NC_012034.1	2356336	2357349	-	31773576	-	ATHE_RS11200	WP_015908558.1	337	hypothetical protein
chr	NC_012034.1	2359000	2360358	+	31773578	-	ATHE_RS11210	WP_015908559.1	452	2-isopropylmalate synthase
chr	NC_012034.1	2360442	2361086	-	31773579	-	ATHE_RS11215	WP_015908560.1	214	L-ribulose-5-phosphate 4-epimerase
chr	NC_012034.1	2361071	2362183	-	31773580	-	ATHE_RS11220	WP_015908561.1	370	GntR family transcriptional regulator
chr	NC_012034.1	2362287	2363957	-	31773581	-	ATHE_RS11225	WP_015908562.1	556	ribulokinase
chr	NC_012034.1	2364086	2365864	-	31773582	-	ATHE_RS11230	WP_015908563.1	592	chemotaxis protein CheA
chr	NC_012034.1	2365869	2366708	-	31773583	-	ATHE_RS11235	WP_015908564.1	279	protein-glutamate O-methyltransferase CheR
chr	NC_012034.1	2366712	2367188	-	31773584	-	ATHE_RS11240	WP_015908565.1	158	chemotaxis protein CheX
chr	NC_012034.1	2367182	2367655	-	31773585	-	ATHE_RS11245	WP_015908566.1	157	chemotaxis protein CheX
chr	NC_012034.1	2367662	2368024	-	31773586	-	ATHE_RS11250	WP_013429468.1	120	MULTISPECIES: response regulator
chr	NC_012034.1	2368046	2369113	-	31773587	-	ATHE_RS11255	WP_015908567.1	355	chemotaxis response regulator protein-glutamate methylesterase
chr	NC_012034.1	2369145	2370581	-	31773588	-	ATHE_RS11260	WP_015908568.1	478	CheW domain-containing protein
chr	NC_012034.1	2370599	2372494	-	31773589	-	ATHE_RS11265	WP_015908569.1	631	methyl-accepting chemotaxis protein
chr	NC_012034.1	2372643	2374358	-	31773590	-	ATHE_RS11270	WP_015908570.1	571	bifunctional diguanylate cyclase/phosphodiesterase
chr	NC_012034.1	2374722	2375249	+	31773591	-	ATHE_RS11275	WP_015908571.1	175	hypothetical protein
chr	NC_012034.1	2375326	2376378	+	31773592	-	ATHE_RS11280	WP_015908572.1	350	hypothetical protein
chr	NC_012034.1	2376589	2377482	+	31773593	-	ATHE_RS11285	WP_015908573.1	297	polysaccharide deacetylase family protein
chr	NC_012034.1	2377495	2379453	-	31773594	-	ATHE_RS11290	WP_015908574.1	652	glycoside hydrolase family 127 protein
chr	NC_012034.1	2379816	2381705	+	31773595	-	ATHE_RS11295	WP_015908575.1	629	APC family permease
chr	NC_012034.1	2381789	2382976	-	31773596	-	ATHE_RS11300	WP_015908576.1	395	iron-containing alcohol dehydrogenase
chr	NC_012034.1	2383123	2383509	+	31773597	-	ATHE_RS11305	WP_015908577.1	128	transcriptional regulator
chr	NC_012034.1	2383565	2383921	+	31773598	-	ATHE_RS11310	WP_015908578.1	118	gamma-glutamylcyclotransferase
chr	NC_012034.1	2383931	2384437	-	31773599	-	ATHE_RS11315	WP_015908579.1	168	DUF421 domain-containing protein
chr	NC_012034.1	2384654	2385040	+	31773600	-	ATHE_RS11320	WP_015908580.1	128	GntR family transcriptional regulator
chr	NC_012034.1	2385037	2385936	+	31773601	-	ATHE_RS11325	WP_015908581.1	299	ABC transporter ATP-binding protein
chr	NC_012034.1	2385911	2387920	+	31773602	-	ATHE_RS11330	WP_015908582.1	669	hypothetical protein
chr	NC_012034.1	2388362	2388727	-	31773604	-	ATHE_RS11340	WP_015908584.1	121	type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NC_012034.1	2388892	2390289	-	31773605	-	ATHE_RS11345	WP_015908585.1	465	cysteine--tRNA ligase
chr	NC_012034.1	2390246	2390950	-	31773606	cysE	ATHE_RS11350	WP_015908586.1	234	serine O-acetyltransferase
chr	NC_012034.1	2390992	2392449	-	31773607	-	ATHE_RS11355	WP_015908587.1	485	glutamate--tRNA ligase
chr	NC_012034.1	2393030	2393977	-	31773608	-	ATHE_RS11360	WP_015908588.1	315	hypothetical protein
chr	NC_012034.1	2394422	2394826	-	31773609	-	ATHE_RS11365	WP_015908589.1	134	HEAT repeat domain-containing protein
chr	NC_012034.1	2394823	2395155	-	31773610	-	ATHE_RS11370	WP_041727434.1	110	hypothetical protein
chr	NC_012034.1	2396993	2397628	-	31773612	-	ATHE_RS11380	WP_015908592.1	211	hypothetical protein
chr	NC_012034.1	2397873	2398454	-	31773613	-	ATHE_RS11385	WP_015908593.1	193	hypothetical protein
chr	NC_012034.1	2398473	2399756	-	31773614	-	ATHE_RS11390	WP_015908594.1	427	HD domain-containing protein
chr	NC_012034.1	2399818	2400078	-	31773615	-	ATHE_RS11395	WP_015908595.1	86	hypothetical protein
chr	NC_012034.1	2400233	2401270	-	31773616	-	ATHE_RS11400	WP_015908596.1	345	sugar ABC transporter substrate-binding protein
chr	NC_012034.1	2401386	2402372	-	31773617	-	ATHE_RS11405	WP_015908597.1	328	ABC transporter permease
chr	NC_012034.1	2402410	2403909	-	31773618	-	ATHE_RS11410	WP_015908598.1	499	sugar ABC transporter ATP-binding protein
chr	NC_012034.1	2403908	2404105	+	31773619	-	ATHE_RS11415	WP_041727205.1	65	hypothetical protein
chr	NC_012034.1	2404199	2404978	+	31773620	-	ATHE_RS11420	WP_013429442.1	259	MULTISPECIES: DeoR/GlpR transcriptional regulator
chr	NC_012034.1	2404986	2406473	+	31773621	-	ATHE_RS11425	WP_015908599.1	495	sugar ABC transporter ATP-binding protein
chr	NC_012034.1	2406516	2406863	-	31773622	-	ATHE_RS11430	WP_015908600.1	115	hypothetical protein
chr	NC_012034.1	2406871	2407341	-	31773623	-	ATHE_RS11435	WP_015908601.1	156	DUF3794 domain-containing protein
chr	NC_012034.1	2407417	2407938	-	31773624	-	ATHE_RS11440	WP_015908602.1	173	DUF3794 domain-containing protein
chr	NC_012034.1	2407970	2408494	-	31773625	-	ATHE_RS11445	WP_015908603.1	174	DUF3794 domain-containing protein
chr	NC_012034.1	2409850	2411073	-	31773626	eam	ATHE_RS11455	WP_015908604.1	407	glutamate 2,3-aminomutase
chr	NC_012034.1	2411412	2411693	-	31773627	-	ATHE_RS11460	WP_015908605.1	93	type II toxin-antitoxin system RelE/ParE family toxin
chr	NC_012034.1	2411666	2411974	-	31773628	-	ATHE_RS11465	WP_015908606.1	102	hypothetical protein
chr	NC_012034.1	2412159	2412356	+	31773629	-	ATHE_RS11470	WP_015908607.1	65	hypothetical protein
chr	NC_012034.1	2412372	2413451	+	31773630	-	ATHE_RS11475	WP_015908608.1	359	DUF1646 domain-containing protein
chr	NC_012034.1	2413503	2413712	-	31773631	-	ATHE_RS11480	WP_015908609.1	69	heavy-metal-associated domain-containing protein
chr	NC_012034.1	2413760	2416240	-	31773632	-	ATHE_RS11485	WP_041727209.1	826	copper-translocating P-type ATPase
chr	NC_012034.1	2416371	2416793	-	31773633	-	ATHE_RS11490	WP_015908611.1	140	DUF134 domain-containing protein
chr	NC_012034.1	2416983	2417381	-	31773634	-	ATHE_RS11495	WP_015908612.1	132	dinitrogenase iron-molybdenum cofactor biosynthesis protein
chr	NC_012034.1	2417353	2417835	-	31773635	-	ATHE_RS11500	WP_015908613.1	160	hypothetical protein
chr	NC_012034.1	2418913	2419143	-	31773637	-	ATHE_RS11510	WP_015908614.1	76	hypothetical protein
chr	NC_012034.1	2419350	2420138	-	31773638	-	ATHE_RS11515	WP_015908615.1	262	ATP-binding protein
chr	NC_012034.1	2420322	2420693	+	31773639	-	ATHE_RS11520	WP_015908616.1	123	CBS domain-containing protein
chr	NC_012034.1	2420767	2421531	+	31773640	-	ATHE_RS11525	WP_015908617.1	254	tRNA (adenine-N1)-methyltransferase
chr	NC_012034.1	2421595	2422596	-	31773641	-	ATHE_RS11530	WP_015908618.1	333	Rpn family recombination-promoting nuclease/putative transposase
chr	NC_012034.1	2423305	2423538	-	31773643	-	ATHE_RS11540	WP_015908620.1	77	hypothetical protein
chr	NC_012034.1	2423618	2424382	-	31773644	-	ATHE_RS11545	WP_015906876.1	254	AAA family ATPase
chr	NC_012034.1	2424403	2425605	-	31773645	-	ATHE_RS11550	WP_013429593.1	400	MULTISPECIES: IS21-like element ISCbe3 family transposase
chr	NC_012034.1	2426577	2429801	-	31773647	-	ATHE_RS11560	WP_015908622.1	1074	S-layer homology domain-containing protein
chr	NC_012034.1	2429823	2431001	-	31773648	-	ATHE_RS11565	WP_015908623.1	392	ABC transporter permease
chr	NC_012034.1	2431005	2431682	-	31773649	-	ATHE_RS11570	WP_015908624.1	225	ABC transporter ATP-binding protein
chr	NC_012034.1	2431708	2433699	-	31773650	-	ATHE_RS11575	WP_015908625.1	663	HlyD family efflux transporter periplasmic adaptor subunit
chr	NC_012034.1	2433733	2434551	-	31773651	-	ATHE_RS11580	WP_015908626.1	272	hypothetical protein
chr	NC_012034.1	2435353	2436171	+	31773653	-	ATHE_RS11590	WP_015908629.1	272	hypothetical protein
chr	NC_012034.1	2436246	2439302	-	31773654	-	ATHE_RS11595	WP_015908630.1	1018	S-layer homology domain-containing protein
chr	NC_012034.1	2439463	2441604	-	31773655	-	ATHE_RS11600	WP_015908631.1	713	methyl-accepting chemotaxis protein
chr	NC_012034.1	2441838	2442488	-	31773656	-	ATHE_RS11605	WP_015908632.1	216	pyruvate carboxyltransferase
chr	NC_012034.1	2442645	2444174	-	31773657	-	ATHE_RS11610	WP_015908633.1	509	methyl-accepting chemotaxis protein, partial
chr	NC_012034.1	2444317	2445282	-	31773658	-	ATHE_RS11615	WP_015908634.1	321	Rpn family recombination-promoting nuclease/putative transposase
chr	NC_012034.1	2445260	2445469	-	31773659	-	ATHE_RS11620	WP_041727211.1	69	hypothetical protein
chr	NC_012034.1	2445501	2446352	-	31773660	-	ATHE_RS11625	WP_015908635.1	283	carbohydrate ABC transporter permease
chr	NC_012034.1	2446362	2447645	-	31773661	-	ATHE_RS11630	WP_015908636.1	427	sugar ABC transporter permease
chr	NC_012034.1	2447720	2448997	-	31773662	-	ATHE_RS11635	WP_015908637.1	425	ABC transporter substrate-binding protein
chr	NC_012034.1	2449219	2450226	-	31773663	-	ATHE_RS11640	WP_015908638.1	335	LacI family transcriptional regulator
chr	NC_012034.1	2450440	2451366	-	31773664	-	ATHE_RS11645	WP_049760263.1	308	hypothetical protein
chr	NC_012034.1	2451420	2451812	-	31773665	-	ATHE_RS11650	WP_041727212.1	130	hypothetical protein
chr	NC_012034.1	2451961	2453265	-	31773666	-	ATHE_RS11655	WP_015908642.1	434	hypothetical protein
chr	NC_012034.1	2453836	2455071	+	31773667	-	ATHE_RS11665	WP_015908643.1	411	DNA polymerase IV
chr	NC_012034.1	2455117	2455350	+	31773668	-	ATHE_RS11670	WP_015908644.1	77	hypothetical protein
chr	NC_012034.1	2455343	2455783	-	31773669	-	ATHE_RS11675	WP_015908645.1	146	hypothetical protein
chr	NC_012034.1	2455780	2456154	-	31773670	-	ATHE_RS11680	WP_013429304.1	124	MULTISPECIES: XRE family transcriptional regulator
chr	NC_012034.1	2456247	2456690	-	31773671	-	ATHE_RS11685	WP_013402175.1	147	MULTISPECIES: hypothetical protein
chr	NC_012034.1	2457241	2458365	-	31773672	-	ATHE_RS11690	WP_015908646.1	374	transposase
chr	NC_012034.1	2458886	2460721	-	31773674	glmS	ATHE_RS11700	WP_015908648.1	611	glutamine--fructose-6-phosphate transaminase (isomerizing)
chr	NC_012034.1	2461038	2462387	-	31773675	-	ATHE_RS11705	WP_015908649.1	449	phosphoglucosamine mutase
chr	NC_012034.1	2462529	2463551	-	31773676	-	ATHE_RS11710	WP_015908650.1	340	rhamnogalacturonan acetylesterase
chr	NC_012034.1	2463875	2465107	+	31773677	-	ATHE_RS11715	WP_015908651.1	410	MFS transporter
chr	NC_012034.1	2465100	2466050	-	31773678	-	ATHE_RS11720	WP_015908652.1	316	AEC family transporter
chr	NC_012034.1	2466389	2468674	+	31773679	-	ATHE_RS11725	WP_015908653.1	761	transketolase
chr	NC_012034.1	2468753	2471074	-	31773680	-	ATHE_RS11730	WP_015908654.1	773	AraC family transcriptional regulator
chr	NC_012034.1	2471380	2472981	+	31773681	-	ATHE_RS11735	WP_015908655.1	533	extracellular solute-binding protein
chr	NC_012034.1	2473099	2474052	+	31773682	-	ATHE_RS11740	WP_015908656.1	317	sugar ABC transporter permease
chr	NC_012034.1	2474074	2474958	+	31773683	-	ATHE_RS11745	WP_013429291.1	294	MULTISPECIES: carbohydrate ABC transporter permease
chr	NC_012034.1	2475015	2475782	+	31773684	-	ATHE_RS11750	WP_015908657.1	255	sugar phosphate isomerase/epimerase
chr	NC_012034.1	2475909	2477009	-	31773685	-	ATHE_RS11755	WP_015908658.1	366	gfo/Idh/MocA family oxidoreductase
