Tag	Gene_cnt_chromosome	Gene_list_chromosome	Genome_cnt	1121259.3	31899.1	1387557.3	632292.3	632335.8	632348.3	632516.3	1387555.3	608506.3	632518.3	351627.8	1214564.3	Classification	Pathway	Name	Type	Functional_role
TAG0969	12	"fig|1121259.3.peg.1058,fig|1214564.3.peg.560,fig|1387555.3.peg.1314,fig|1387557.3.peg.1292,fig|31899.10.peg.1536|SAMN05216182_1334,fig|351627.8.peg.2245|Csac_2066,fig|608506.3.peg.1580|COB47_1470,fig|632292.3.peg.1774|Calhy_1681,fig|632335.8.peg.1164|Calkr_1044,fig|632348.3.peg.1729|Calkro_1639,fig|632516.3.peg.1195|CallaDRAFT_1140,fig|632518.3.peg.943|Calow_0872"	12	1058	1536	1292	1774	1164	1729	1195	1314	1580	943	2245	560	Vitamins&Cofactors	Riboflavin biosynthesis	RibF	enzyme	FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)
TAG1246	12	"fig|1121259.3.peg.59,fig|1214564.3.peg.1719,fig|1387555.3.peg.1697,fig|1387557.3.peg.1463,fig|31899.10.peg.1708|SAMN05216182_1498,fig|351627.8.peg.1960|Csac_1786,fig|608506.3.peg.1441|COB47_1335,fig|632292.3.peg.1592|Calhy_1504,fig|632335.8.peg.1324|Calkr_1202,fig|632348.3.peg.1561|Calkro_1479,fig|632516.3.peg.1272|CallaDRAFT_1217,fig|632518.3.peg.1089|Calow_1012"	12	59	1708	1463	1592	1324	1561	1272	1697	1441	1089	1960	1719	Vitamins&Cofactors	Riboflavin biosynthesis	RibU	transporter	Substrate-specific component RibU of riboflavin ECF transporter
TAG5292	12	"fig|1121259.3.peg.769,fig|1214564.3.peg.1556,fig|1387555.3.peg.2377,fig|1387557.3.peg.811,fig|31899.10.peg.993|SAMN05216182_0825,fig|351627.8.peg.899|Csac_0791,fig|608506.3.peg.568|COB47_0509,fig|632292.3.peg.2185|Calhy_2086,fig|632335.8.peg.2201|Calkr_2034,fig|632348.3.peg.2186|Calkro_2071,fig|632516.3.peg.2246|CallaDRAFT_2163,fig|632518.3.peg.475|Calow_0425"	12	769	993	811	2185	2201	2186	2246	2377	568	475	899	1556	Vitamins&Cofactors	Riboflavin biosynthesis	RibH	enzyme	"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
TAG7166	12	"fig|1121259.3.peg.772,fig|1214564.3.peg.1553,fig|1387555.3.peg.2374,fig|1387557.3.peg.814,fig|31899.10.peg.996|SAMN05216182_0828,fig|351627.8.peg.902|Csac_0794,fig|608506.3.peg.571|COB47_0512,fig|632292.3.peg.2182|Calhy_2083,fig|632335.8.peg.2198|Calkr_2031,fig|632348.3.peg.2183|Calkro_2068,fig|632516.3.peg.2243|CallaDRAFT_2160,fig|632518.3.peg.478|Calow_0428"	12	772	996	814	2182	2198	2183	2243	2374	571	478	902	1553	Vitamins&Cofactors	Riboflavin biosynthesis	RibD	enzyme	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
TAG7167	12	"fig|1121259.3.peg.771,fig|1214564.3.peg.1554,fig|1387555.3.peg.2375,fig|1387557.3.peg.813,fig|31899.10.peg.995|SAMN05216182_0827,fig|351627.8.peg.901|Csac_0793,fig|608506.3.peg.570|COB47_0511,fig|632292.3.peg.2183|Calhy_2084,fig|632335.8.peg.2199|Calkr_2032,fig|632348.3.peg.2184|Calkro_2069,fig|632516.3.peg.2244|CallaDRAFT_2161,fig|632518.3.peg.477|Calow_0427"	12	771	995	813	2183	2199	2184	2244	2375	570	477	901	1554	Vitamins&Cofactors	Riboflavin biosynthesis	RibE	enzyme	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
TAG7168	12	"fig|1121259.3.peg.770,fig|1214564.3.peg.1555,fig|1387555.3.peg.2376,fig|1387557.3.peg.812,fig|31899.10.peg.994|SAMN05216182_0826,fig|351627.8.peg.900|Csac_0792,fig|608506.3.peg.569|COB47_0510,fig|632292.3.peg.2184|Calhy_2085,fig|632335.8.peg.2200|Calkr_2033,fig|632348.3.peg.2185|Calkro_2070,fig|632516.3.peg.2245|CallaDRAFT_2162,fig|632518.3.peg.476|Calow_0426"	12	770	994	812	2184	2200	2185	2245	2376	569	476	900	1555	Vitamins&Cofactors	Riboflavin biosynthesis	"RibA,RibB"	enzyme	"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"
TAG2262	12	"fig|1121259.3.peg.1946,fig|1214564.3.peg.132,fig|1387555.3.peg.926,fig|1387557.3.peg.2536,fig|31899.10.peg.2680|SAMN05216182_2438,fig|351627.8.peg.1451|Csac_1304,fig|608506.3.peg.2037|COB47_1906,fig|632292.3.peg.685|Calhy_0632,fig|632335.8.peg.515|Calkr_0457,fig|632348.3.peg.541|Calkro_0510,fig|632516.3.peg.2513|CallaDRAFT_2418,fig|632518.3.peg.1933|Calow_1815"	12	1946	2680	2536	685	515	541	2513	926	2037	1933	1451	132	Amino acids	Serine biosynthesis	SerA	enzyme	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
TAG0955	12	"fig|1121259.3.peg.363,fig|1214564.3.peg.804,fig|1387555.3.peg.129,fig|1387557.3.peg.591,fig|31899.10.peg.796|SAMN05216182_0636,fig|351627.8.peg.297|Csac_0256,fig|608506.3.peg.385|COB47_0341,fig|632292.3.peg.2382|Calhy_2274,fig|632335.8.peg.373|Calkr_0327,fig|632348.3.peg.2372|Calkro_2254,fig|632516.3.peg.1428|CallaDRAFT_1366,fig|632518.3.peg.267|Calow_0244"	12	363	796	591	2382	373	2372	1428	129	385	267	297	804	Vitamins&Cofactors	Thiamine biosynthesis	ThiD	enzyme	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
TAG0986	12	"fig|1121259.3.peg.368,fig|1214564.3.peg.809,fig|1387555.3.peg.134,fig|1387557.3.peg.586,fig|31899.10.peg.782|SAMN05216182_0624,fig|351627.8.peg.292|Csac_0251,fig|608506.3.peg.380|COB47_0336,fig|632292.3.peg.2387|Calhy_2279,fig|632335.8.peg.368|Calkr_0322,fig|632348.3.peg.2377|Calkro_2259,fig|632516.3.peg.1423|CallaDRAFT_1361,fig|632518.3.peg.262|Calow_0239"	12	368	782	586	2387	368	2377	1423	134	380	262	292	809	Vitamins&Cofactors	Thiamine biosynthesis	ThiG	enzyme	Thiazole synthase (EC 2.8.1.10)
TAG1902	10	"fig|1121259.3.peg.2253,fig|1387555.3.peg.390,fig|31899.10.peg.417|SAMN05216182_0288,fig|351627.8.peg.2784|Csac_2579,fig|608506.3.peg.33|COB47_0032,fig|632292.3.peg.27|Calhy_0024,fig|632335.8.peg.2703|Calkr_2488,fig|632348.3.peg.40|Calkro_0036,fig|632516.3.peg.1369|CallaDRAFT_1308,fig|632518.3.peg.17|Calow_0017"	10	2253	417	-	27	2703	40	1369	390	33	17	2784	-	Vitamins&Cofactors	Thiamine biosynthesis	ThiT	transporter	Substrate-specific component ThiT of thiamin ECF transporter
TAG4410	12	"fig|1121259.3.peg.367,fig|1214564.3.peg.808,fig|1387555.3.peg.133,fig|1387557.3.peg.587,fig|31899.10.peg.783|SAMN05216182_0625,fig|351627.8.peg.293|Csac_0252,fig|608506.3.peg.381|COB47_0337,fig|632292.3.peg.2386|Calhy_2278,fig|632335.8.peg.369|Calkr_0323,fig|632348.3.peg.2376|Calkro_2258,fig|632516.3.peg.1424|CallaDRAFT_1362,fig|632518.3.peg.263|Calow_0240"	12	367	783	587	2386	369	2376	1424	133	381	263	293	808	Vitamins&Cofactors	Thiamine biosynthesis	ThiH	enzyme	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)
TAG6816	12	"fig|1121259.3.peg.369,fig|1214564.3.peg.810,fig|1387555.3.peg.135,fig|1387557.3.peg.585,fig|31899.10.peg.781|SAMN05216182_0623,fig|351627.8.peg.291|Csac_0250,fig|608506.3.peg.379|COB47_0335,fig|632292.3.peg.2388|Calhy_2280,fig|632335.8.peg.367|Calkr_0321,fig|632348.3.peg.2378|Calkro_2260,fig|632516.3.peg.1422|CallaDRAFT_1360,fig|632518.3.peg.261|Calow_0238"	12	369	781	585	2388	367	2378	1422	135	379	261	291	810	Vitamins&Cofactors	Thiamine biosynthesis	ThiS	enzyme	Sulfur carrier protein ThiS
TAG6817	12	"fig|1121259.3.peg.366,fig|1214564.3.peg.807,fig|1387555.3.peg.132,fig|1387557.3.peg.588,fig|31899.10.peg.784|SAMN05216182_0626,fig|351627.8.peg.294|Csac_0253,fig|608506.3.peg.382|COB47_0338,fig|632292.3.peg.2385|Calhy_2277,fig|632335.8.peg.370|Calkr_0324,fig|632348.3.peg.2375|Calkro_2257,fig|632516.3.peg.1425|CallaDRAFT_1363,fig|632518.3.peg.264|Calow_0241"	12	366	784	588	2385	370	2375	1425	132	382	264	294	807	Vitamins&Cofactors	Thiamine biosynthesis	ThiF	enzyme	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)
TAG8193	12	"fig|1121259.3.peg.365,fig|1214564.3.peg.806,fig|1387555.3.peg.131,fig|1387557.3.peg.589,fig|31899.10.peg.785|SAMN05216182_0627,fig|351627.8.peg.295|Csac_0254,fig|608506.3.peg.383|COB47_0339,fig|632292.3.peg.2384|Calhy_2276,fig|632335.8.peg.371|Calkr_0325,fig|632348.3.peg.2374|Calkro_2256,fig|632516.3.peg.1426|CallaDRAFT_1364,fig|632518.3.peg.265|Calow_0242"	12	365	785	589	2384	371	2374	1426	131	383	265	295	806	Vitamins&Cofactors	Thiamine biosynthesis	ThiE	enzyme	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
TAG8194	12	"fig|1121259.3.peg.364,fig|1214564.3.peg.805,fig|1387555.3.peg.130,fig|1387557.3.peg.590,fig|31899.10.peg.786|SAMN05216182_0628,fig|351627.8.peg.296|Csac_0255,fig|608506.3.peg.384|COB47_0340,fig|632292.3.peg.2383|Calhy_2275,fig|632335.8.peg.372|Calkr_0326,fig|632348.3.peg.2373|Calkro_2255,fig|632516.3.peg.1427|CallaDRAFT_1365,fig|632518.3.peg.266|Calow_0243"	12	364	786	590	2383	372	2373	1427	130	384	266	296	805	Vitamins&Cofactors	Thiamine biosynthesis	ThiC	enzyme	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)
TAG2175	12	"fig|1121259.3.peg.875,fig|1214564.3.peg.1414,fig|1387555.3.peg.818,fig|1387557.3.peg.920,fig|31899.10.peg.1097|SAMN05216182_0920,fig|351627.8.peg.1363|Csac_1221,fig|608506.3.peg.674|COB47_0611,fig|632292.3.peg.2095|Calhy_2001,fig|632335.8.peg.685|Calkr_0613,fig|632348.3.peg.2078|Calkro_1971,fig|632516.3.peg.321|CallaDRAFT_0320,fig|632518.3.peg.584|Calow_0531"	12	875	1097	920	2095	685	2078	321	818	674	584	1363	1414	Amino acids	Threonine biosynthesis	ThrC	enzyme	Threonine synthase (EC 4.2.3.1)
TAG2290	12	"fig|1121259.3.peg.2392,fig|1214564.3.peg.2096,fig|1387555.3.peg.972,fig|1387557.3.peg.2249,fig|31899.10.peg.2479|SAMN05216182_2262,fig|351627.8.peg.1121|Csac_0992,fig|608506.3.peg.1892|COB47_1770,fig|632292.3.peg.877|Calhy_0815,fig|632335.8.peg.845|Calkr_0743,fig|632348.3.peg.777|Calkro_0732,fig|632516.3.peg.649|CallaDRAFT_0627,fig|632518.3.peg.1783|Calow_1684"	12	2392	2479	2249	877	845	777	649	972	1892	1783	1121	2096	Amino acids	Threonine biosynthesis	ThrB	enzyme	Homoserine kinase (EC 2.7.1.39)
TAG0897	12	"fig|1121259.3.peg.1694,fig|1214564.3.peg.704,fig|1387555.3.peg.1203,fig|1387557.3.peg.1956,fig|31899.10.peg.2204|SAMN05216182_1986,fig|351627.8.peg.2417|Csac_2235,fig|608506.3.peg.970|COB47_0890,fig|632292.3.peg.1135|Calhy_1056,fig|632335.8.peg.1843|Calkr_1709,fig|632348.3.peg.1082|Calkro_1020,fig|632516.3.peg.2040|CallaDRAFT_1969,fig|632518.3.peg.1525|Calow_1435"	12	1694	2204	1956	1135	1843	1082	2040	1203	970	1525	2417	704	Amino acids	Tryptophan biosynthesis	TrpG	enzyme	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"
TAG0898	12	"fig|1121259.3.peg.1696,fig|1214564.3.peg.702,fig|1387555.3.peg.1205,fig|1387557.3.peg.1954,fig|31899.10.peg.2202|SAMN05216182_1984,fig|351627.8.peg.2415|Csac_2233,fig|608506.3.peg.972|COB47_0892,fig|632292.3.peg.1137|Calhy_1058,fig|632335.8.peg.1841|Calkr_1707,fig|632348.3.peg.1084|Calkro_1022,fig|632516.3.peg.2042|CallaDRAFT_1971,fig|632518.3.peg.1523|Calow_1433"	12	1696	2202	1954	1137	1841	1084	2042	1205	972	1523	2415	702	Amino acids	Tryptophan biosynthesis	TrpC	enzyme	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
TAG0899	12	"fig|1121259.3.peg.1697,fig|1214564.3.peg.701,fig|1387555.3.peg.1206,fig|1387557.3.peg.1953,fig|31899.10.peg.2201|SAMN05216182_1983,fig|351627.8.peg.2414|Csac_2232,fig|608506.3.peg.973|COB47_0893,fig|632292.3.peg.1138|Calhy_1059,fig|632335.8.peg.1840|Calkr_1706,fig|632348.3.peg.1085|Calkro_1023,fig|632516.3.peg.2043|CallaDRAFT_1972,fig|632518.3.peg.1522|Calow_1432"	12	1697	2201	1953	1138	1840	1085	2043	1206	973	1522	2414	701	Amino acids	Tryptophan biosynthesis	TrpF	enzyme	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
TAG2470	12	"fig|1121259.3.peg.1695,fig|1214564.3.peg.703,fig|1387555.3.peg.1204,fig|1387557.3.peg.1955,fig|31899.10.peg.2203|SAMN05216182_1985,fig|351627.8.peg.2416|Csac_2234,fig|608506.3.peg.971|COB47_0891,fig|632292.3.peg.1136|Calhy_1057,fig|632335.8.peg.1842|Calkr_1708,fig|632348.3.peg.1083|Calkro_1021,fig|632516.3.peg.2041|CallaDRAFT_1970,fig|632518.3.peg.1524|Calow_1434"	12	1695	2203	1955	1136	1842	1083	2041	1204	971	1524	2416	703	Amino acids	Tryptophan biosynthesis	TrpD	enzyme	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
TAG6242	12	"fig|1121259.3.peg.1693,fig|1214564.3.peg.705,fig|1387555.3.peg.1202,fig|1387557.3.peg.1957,fig|31899.10.peg.2205|SAMN05216182_1987,fig|351627.8.peg.2418|Csac_2236,fig|608506.3.peg.969|COB47_0889,fig|632292.3.peg.1134|Calhy_1055,fig|632335.8.peg.1844|Calkr_1710,fig|632348.3.peg.1081|Calkro_1019,fig|632516.3.peg.2038|CallaDRAFT_1967,fig|632518.3.peg.1526|Calow_1436"	12	1693	2205	1957	1134	1844	1081	2038	1202	969	1526	2418	705	Amino acids	Tryptophan biosynthesis	TrpE	enzyme	"Anthranilate synthase, aminase component (EC 4.1.3.27)"
TAG7063	12	"fig|1121259.3.peg.1698,fig|1214564.3.peg.700,fig|1387555.3.peg.1207,fig|1387557.3.peg.1952,fig|31899.10.peg.2200|SAMN05216182_1982,fig|351627.8.peg.2413|Csac_2231,fig|608506.3.peg.974|COB47_0894,fig|632292.3.peg.1140|Calhy_1060,fig|632335.8.peg.1839|Calkr_1705,fig|632348.3.peg.1086|Calkro_1024,fig|632516.3.peg.2044|CallaDRAFT_1973,fig|632518.3.peg.1521|Calow_1431"	12	1698	2200	1952	1140	1839	1086	2044	1207	974	1521	2413	700	Amino acids	Tryptophan biosynthesis	TrpB	enzyme	Tryptophan synthase beta chain (EC 4.2.1.20)
TAG7064	12	"fig|1121259.3.peg.1699,fig|1214564.3.peg.699,fig|1387555.3.peg.1208,fig|1387557.3.peg.1951,fig|31899.10.peg.2199|SAMN05216182_1981,fig|351627.8.peg.2412|Csac_2230,fig|608506.3.peg.975|COB47_0895,fig|632292.3.peg.1141|Calhy_1061,fig|632335.8.peg.1838|Calkr_1704,fig|632348.3.peg.1087|Calkro_1025,fig|632516.3.peg.2045|CallaDRAFT_1974,fig|632518.3.peg.1520|Calow_1430"	12	1699	2199	1951	1141	1838	1087	2045	1208	975	1520	2412	699	Amino acids	Tryptophan biosynthesis	TrpA	enzyme	Tryptophan synthase alpha chain (EC 4.2.1.20)
TAG1476	12	"fig|1121259.3.peg.1829,fig|1214564.3.peg.353,fig|1387555.3.peg.2041,fig|1387557.3.peg.1118,fig|31899.10.peg.1306|SAMN05216182_1118,fig|351627.8.peg.2914|Csac_2697,fig|608506.3.peg.857|COB47_0783,fig|632292.3.peg.1929|Calhy_1839,fig|632335.8.peg.2023|Calkr_1866,fig|632348.3.peg.1905|Calkro_1807,fig|632516.3.peg.1896|CallaDRAFT_1827,fig|632518.3.peg.756|Calow_0693"	12	1829	1306	1118	1929	2023	1905	1896	2041	857	756	2914	353	Amino acids	Tyrosine Phenylalanine biosynthesis	TyrB	enzyme	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
TAG2983	12	"fig|1121259.3.peg.1804,fig|1214564.3.peg.1459,fig|1387555.3.peg.2008,fig|1387557.3.peg.1155,fig|31899.10.peg.1341|SAMN05216182_1154,fig|351627.8.peg.1623|Csac_1462,fig|608506.3.peg.885|COB47_0811,fig|632292.3.peg.1900|Calhy_1812,fig|632335.8.peg.722|Calkr_0646,fig|632348.3.peg.1873|Calkro_1776,fig|632516.3.peg.348|CallaDRAFT_0347,fig|632518.3.peg.783|Calow_0718"	12	1804	1341	1155	1900	722	1873	348	2008	885	783	1623	1459	Amino acids	Tyrosine Phenylalanine biosynthesis	PheA	enzyme	Prephenate dehydratase (EC 4.2.1.51)
TAG4401	12	"fig|1121259.3.peg.1831,fig|1214564.3.peg.351,fig|1387555.3.peg.2043,fig|1387557.3.peg.1116,fig|31899.10.peg.1304|SAMN05216182_1116,fig|351627.8.peg.2916|Csac_2699,fig|608506.3.peg.855|COB47_0781,fig|632292.3.peg.1931|Calhy_1841,fig|632335.8.peg.2025|Calkr_1868,fig|632348.3.peg.1907|Calkro_1809,fig|632516.3.peg.1894|CallaDRAFT_1825,fig|632518.3.peg.754|Calow_0691"	12	1831	1304	1116	1931	2025	1907	1894	2043	855	754	2916	351	Amino acids	Tyrosine Phenylalanine biosynthesis	TyrA	enzyme	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)
TAG6293	12	"fig|1121259.3.peg.163,fig|1214564.3.peg.2378,fig|1387555.3.peg.1590,fig|1387557.3.peg.1565,fig|31899.10.peg.1812|SAMN05216182_1602,fig|351627.8.peg.2066|Csac_1888,fig|608506.3.peg.1338|COB47_1233,fig|632292.3.peg.1489|Calhy_1402,fig|632335.8.peg.1434|Calkr_1311,fig|632348.3.peg.1458|Calkro_1377,fig|632516.3.peg.185|CallaDRAFT_0186,fig|632518.3.peg.1197|Calow_1115"	12	163	1812	1565	1489	1434	1458	185	1590	1338	1197	2066	2378	Amino acids	Tyrosine Phenylalanine biosynthesis	AroH	enzyme	Chorismate mutase II (EC 5.4.99.5)
TAG1555	12	"fig|1121259.3.peg.1970,fig|1214564.3.peg.987,fig|1387555.3.peg.2180,fig|1387557.3.peg.2512,fig|31899.10.peg.2650|SAMN05216182_2410,fig|351627.8.peg.1482|Csac_1333,fig|608506.3.peg.2009|COB47_1876,fig|632292.3.peg.709|Calhy_0656,fig|632335.8.peg.544|Calkr_0485,fig|632348.3.peg.565|Calkro_0533,fig|632516.3.peg.1955|CallaDRAFT_1885,fig|632518.3.peg.1900|Calow_1785"	12	1970	2650	2512	709	544	565	1955	2180	2009	1900	1482	987	Amino acids	Valine Leucine Isoleucine biosynthesis	LeuB	enzyme	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
TAG1668	12	"fig|1121259.3.peg.888,fig|1214564.3.peg.1834,fig|1387555.3.peg.2347,fig|1387557.3.peg.932,fig|31899.10.peg.1111|SAMN05216182_0932,fig|351627.8.peg.949|Csac_0837,fig|608506.3.peg.688|COB47_0622,fig|632292.3.peg.2082|Calhy_1989,fig|632335.8.peg.1643|Calkr_1516,fig|632348.3.peg.2065|Calkro_1960,fig|632516.3.peg.2162|CallaDRAFT_2084,fig|632518.3.peg.597|Calow_0543"	12	888	1111	932	2082	1643	2065	2162	2347	688	597	949	1834	Amino acids	Valine Leucine Isoleucine biosynthesis	IlvG	enzyme	Acetolactate synthase large subunit (EC 2.2.1.6)
TAG1669	12	"fig|1121259.3.peg.886,fig|1214564.3.peg.1836,fig|1387555.3.peg.2349,fig|1387557.3.peg.930,fig|31899.10.peg.1109|SAMN05216182_0930,fig|351627.8.peg.947|Csac_0835,fig|608506.3.peg.686|COB47_0620,fig|632292.3.peg.2084|Calhy_1991,fig|632335.8.peg.1645|Calkr_1518,fig|632348.3.peg.2067|Calkro_1962,fig|632516.3.peg.2160|CallaDRAFT_2082,fig|632518.3.peg.595|Calow_0541"	12	886	1109	930	2084	1645	2067	2160	2349	686	595	947	1836	Amino acids	Valine Leucine Isoleucine biosynthesis	IlvC2	enzyme	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
TAG1745	12	"fig|1121259.3.peg.1601,fig|1214564.3.peg.1754,fig|1387555.3.peg.2468,fig|1387557.3.peg.730,fig|31899.10.peg.936|SAMN05216182_0767,fig|351627.8.peg.1283|Csac_1145,fig|608506.3.peg.513|COB47_0455,fig|632292.3.peg.2269|Calhy_2165,fig|632335.8.peg.1962|Calkr_1818,fig|632348.3.peg.2257|Calkro_2142,fig|632516.3.peg.1847|CallaDRAFT_1780,fig|632518.3.peg.401|Calow_0359"	12	1601	936	730	2269	1962	2257	1847	2468	513	401	1283	1754	Amino acids	Valine Leucine Isoleucine biosynthesis	LeuA	enzyme	2-isopropylmalate synthase (EC 2.3.3.13)
TAG1747	12	"fig|1121259.3.peg.1598,fig|1214564.3.peg.1757,fig|1387555.3.peg.2471,fig|1387557.3.peg.727,fig|31899.10.peg.933|SAMN05216182_0764,fig|351627.8.peg.1280|Csac_1142,fig|608506.3.peg.510|COB47_0452,fig|632292.3.peg.2272|Calhy_2168,fig|632335.8.peg.1965|Calkr_1821,fig|632348.3.peg.2260|Calkro_2145,fig|632516.3.peg.1844|CallaDRAFT_1777,fig|632518.3.peg.398|Calow_0356"	12	1598	933	727	2272	1965	2260	1844	2471	510	398	1280	1757	Amino acids	Valine Leucine Isoleucine biosynthesis	IlvG	enzyme	Acetolactate synthase large subunit (EC 2.2.1.6)
TAG3966	12	"fig|1121259.3.peg.1599,fig|1214564.3.peg.1756,fig|1387555.3.peg.2470,fig|1387557.3.peg.728,fig|31899.10.peg.934|SAMN05216182_0765,fig|351627.8.peg.1281|Csac_1143,fig|608506.3.peg.511|COB47_0453,fig|632292.3.peg.2271|Calhy_2167,fig|632335.8.peg.1964|Calkr_1820,fig|632348.3.peg.2259|Calkro_2144,fig|632516.3.peg.1845|CallaDRAFT_1778,fig|632518.3.peg.399|Calow_0357"	12	1599	934	728	2271	1964	2259	1845	2470	511	399	1281	1756	Amino acids	Valine Leucine Isoleucine biosynthesis	IlvM	enzyme	Acetolactate synthase small subunit (EC 2.2.1.6)
TAG4014	12	"fig|1121259.3.peg.1969,fig|1214564.3.peg.986,fig|1387555.3.peg.2181,fig|1387557.3.peg.2513,fig|31899.10.peg.2651|SAMN05216182_2411,fig|351627.8.peg.1481|Csac_1332,fig|608506.3.peg.2010|COB47_1877,fig|632292.3.peg.708|Calhy_0655,fig|632335.8.peg.543|Calkr_0484,fig|632348.3.peg.564|Calkro_0532,fig|632516.3.peg.1954|CallaDRAFT_1884,fig|632518.3.peg.1901|Calow_1786"	12	1969	2651	2513	708	543	564	1954	2181	2010	1901	1481	986	Amino acids	Valine Leucine Isoleucine biosynthesis	LeuD	enzyme	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
TAG4898	12	"fig|1121259.3.peg.1968,fig|1214564.3.peg.985,fig|1387555.3.peg.2182,fig|1387557.3.peg.2514,fig|31899.10.peg.2652|SAMN05216182_2412,fig|351627.8.peg.1480|Csac_1331,fig|608506.3.peg.2011|COB47_1878,fig|632292.3.peg.707|Calhy_0654,fig|632335.8.peg.542|Calkr_0483,fig|632348.3.peg.563|Calkro_0531,fig|632516.3.peg.1953|CallaDRAFT_1883,fig|632518.3.peg.1902|Calow_1787"	12	1968	2652	2514	707	542	563	1953	2182	2011	1902	1480	985	Amino acids	Valine Leucine Isoleucine biosynthesis	LeuC	enzyme	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
TAG5141	12	"fig|1121259.3.peg.887,fig|1214564.3.peg.1835,fig|1387555.3.peg.2348,fig|1387557.3.peg.931,fig|31899.10.peg.1110|SAMN05216182_0931,fig|351627.8.peg.948|Csac_0836,fig|608506.3.peg.687|COB47_0621,fig|632292.3.peg.2083|Calhy_1990,fig|632335.8.peg.1644|Calkr_1517,fig|632348.3.peg.2066|Calkro_1961,fig|632516.3.peg.2161|CallaDRAFT_2083,fig|632518.3.peg.596|Calow_0542"	12	887	1110	931	2083	1644	2066	2161	2348	687	596	948	1835	Amino acids	Valine Leucine Isoleucine biosynthesis	IlvE	enzyme	Dihydroxy-acid dehydratase (EC 4.2.1.9)
TAG6970	12	"fig|1121259.3.peg.1603,fig|1214564.3.peg.1545,fig|1387555.3.peg.2466,fig|1387557.3.peg.732,fig|31899.10.peg.938|SAMN05216182_0769,fig|351627.8.peg.1285|Csac_1146,fig|608506.3.peg.515|COB47_0457,fig|632292.3.peg.2267|Calhy_2163,fig|632335.8.peg.1960|Calkr_1817,fig|632348.3.peg.2255|Calkro_2140,fig|632516.3.peg.1848|CallaDRAFT_1781,fig|632518.3.peg.403|Calow_0361"	12	1603	938	732	2267	1960	2255	1848	2466	515	403	1285	1545	Amino acids	Valine Leucine Isoleucine biosynthesis	CimA	enzyme	(R)-citramalate synthase (EC 2.3.1.182)
