Tag	1094508.3	203119.11	31899.1	394503.7
TAG24687	fig|1094508.3.peg.1295	-	-	-
TAG24691	-	-	fig|31899.10.peg.635|SAMN05216182_0492	-
TAG24703	-	-	fig|31899.10.peg.601	-
TAG24707	-	-	fig|31899.10.peg.244	-
TAG24712	-	-	fig|31899.10.peg.507|SAMN05216182_0377	-
TAG24728	"fig|1094508.3.peg.1099,fig|1094508.3.peg.1401,fig|1094508.3.peg.612"	"fig|203119.11.peg.1183,fig|203119.11.peg.350"	fig|31899.10.peg.209|SAMN05216182_0129	-
TAG24754	-	-	fig|31899.10.peg.71|SAMN05216182_0005	-
TAG24755	-	-	fig|31899.10.peg.3126|SAMN05216182_2851	-
TAG24757	-	-	fig|31899.10.peg.3114|SAMN05216182_2841	-
TAG24773	-	-	fig|31899.10.peg.3090|SAMN05216182_2818	-
TAG24774	-	-	fig|31899.10.peg.3085|SAMN05216182_2813	-
TAG24783	-	-	fig|31899.10.peg.3067|SAMN05216182_2798	-
TAG24797	-	-	"fig|31899.10.peg.3030|SAMN05216182_2766,fig|31899.10.peg.3065|SAMN05216182_2797"	-
TAG24800	-	-	fig|31899.10.peg.3006|SAMN05216182_2744	-
TAG24802	-	-	fig|31899.10.peg.3004|SAMN05216182_2743	-
TAG24803	-	-	fig|31899.10.peg.3003|SAMN05216182_2742	-
TAG24809	-	-	fig|31899.10.peg.2875|SAMN05216182_2623	-
TAG24814	-	-	fig|31899.10.peg.2853	-
TAG24820	-	-	fig|31899.10.peg.2806|SAMN05216182_2561	-
TAG24824	-	-	fig|31899.10.peg.418|SAMN05216182_0289	-
TAG24825	-	-	fig|31899.10.peg.421|SAMN05216182_0292	-
TAG24828	-	-	"fig|31899.10.peg.2802|SAMN05216182_2557,fig|31899.10.peg.867|SAMN05216182_0708"	-
TAG24833	fig|1094508.3.peg.534	fig|203119.11.peg.2327	fig|31899.10.peg.2647|SAMN05216182_2408	fig|394503.7.peg.58
TAG24849	-	-	fig|31899.10.peg.2760	-
TAG24853	fig|1094508.3.peg.769	-	-	-
TAG24854	fig|1094508.3.peg.295	fig|203119.11.peg.2796	fig|31899.10.peg.2593|SAMN05216182_2358	fig|394503.7.peg.3177
TAG24867	-	fig|203119.11.peg.1747	-	-
TAG24868	fig|1094508.3.peg.2475	-	-	-
TAG24872	fig|1094508.3.peg.2466	-	-	-
TAG24903	-	-	fig|31899.10.peg.2389|SAMN05216182_2175	-
TAG24908	-	-	fig|31899.10.peg.2347|SAMN05216182_2134	-
TAG24924	-	-	fig|31899.10.peg.1408|SAMN05216182_1213	-
TAG24926	fig|1094508.3.peg.1791	fig|203119.11.peg.807	fig|31899.10.peg.1451|SAMN05216182_1249	fig|394503.7.peg.738
TAG24938	-	-	fig|31899.10.peg.1499|SAMN05216182_1296	-
TAG24948	-	-	fig|31899.10.peg.1681|SAMN05216182_1474	-
TAG24952	-	-	"fig|31899.10.peg.2506|SAMN05216182_2289,fig|31899.10.peg.902|SAMN05216182_0742"	-
TAG24962	-	-	fig|31899.10.peg.133|SAMN05216182_0061	-
TAG24978	-	-	fig|31899.10.peg.1934|SAMN05216182_1720	-
TAG24983	"fig|1094508.3.peg.2574,fig|1094508.3.peg.56"	-	fig|31899.10.peg.1974|SAMN05216182_1760	fig|394503.7.peg.1446
TAG24988	fig|1094508.3.peg.1999	-	fig|31899.10.peg.1145|SAMN05216182_0958	-
TAG24993	-	-	fig|31899.10.peg.109	-
TAG25006	-	-	fig|31899.10.peg.455	-
TAG25007	-	-	fig|31899.10.peg.2097|SAMN05216182_1881	-
TAG25009	-	-	fig|31899.10.peg.2115|SAMN05216182_1896	-
TAG25014	fig|1094508.3.peg.2696	fig|203119.11.peg.2360	fig|31899.10.peg.2161|SAMN05216182_1941	fig|394503.7.peg.112
TAG25035	-	-	"fig|31899.10.peg.715|SAMN05216182_0558,fig|31899.10.peg.951|SAMN05216182_0781"	-
TAG25040	-	-	fig|31899.10.peg.700	-
TAG25057	-	-	fig|31899.10.peg.1290|SAMN05216182_1102	-
TAG25061	fig|1094508.3.peg.1486	-	fig|31899.10.peg.329|SAMN05216182_0202	fig|394503.7.peg.153
TAG25078	-	-	fig|31899.10.peg.1039|SAMN05216182_0870	-
TAG25081	-	-	fig|31899.10.peg.992|SAMN05216182_0824	-
TAG25088	-	-	fig|31899.10.peg.3001|SAMN05216182_2740	-
TAG25089	-	-	fig|31899.10.peg.3002|SAMN05216182_2741	-
TAG25093	fig|1094508.3.peg.1889	fig|203119.11.peg.706	"fig|31899.10.peg.1828|SAMN05216182_1618,fig|31899.10.peg.3015|SAMN05216182_2752"	fig|394503.7.peg.1806
TAG25096	-	fig|203119.11.peg.2470	fig|31899.10.peg.3024|SAMN05216182_2761	-
TAG25097	-	-	fig|31899.10.peg.3027|SAMN05216182_2763	-
TAG25098	-	-	fig|31899.10.peg.3028|SAMN05216182_2764	-
TAG25099	-	-	fig|31899.10.peg.3029|SAMN05216182_2765	-
TAG25100	-	-	fig|31899.10.peg.3042|SAMN05216182_2778	-
TAG25101	-	-	fig|31899.10.peg.3046|SAMN05216182_2782	-
TAG25102	-	-	fig|31899.10.peg.3048|SAMN05216182_2784	-
TAG25103	-	-	fig|31899.10.peg.3049|SAMN05216182_2785	-
TAG25105	-	-	fig|31899.10.peg.3051|SAMN05216182_2787	-
TAG25106	-	-	"fig|31899.10.peg.186|SAMN05216182_0111,fig|31899.10.peg.234|SAMN05216182_0145,fig|31899.10.peg.2535,fig|31899.10.peg.3052|SAMN05216182_2788"	-
TAG25110	-	-	fig|31899.10.peg.3072|SAMN05216182_2802	-
TAG25123	-	-	fig|31899.10.peg.3080|SAMN05216182_2808	-
TAG25128	-	-	fig|31899.10.peg.3086|SAMN05216182_2814	-
TAG25153	fig|1094508.3.peg.1480	-	-	fig|394503.7.peg.2391
TAG25162	-	-	fig|31899.10.peg.619|SAMN05216182_0476	-
TAG25174	-	-	fig|31899.10.peg.2829|SAMN05216182_2583	-
TAG25184	-	-	fig|31899.10.peg.2921|SAMN05216182_2668	-
TAG25188	-	-	fig|31899.10.peg.2082|SAMN05216182_1869	-
TAG25215	"fig|1094508.3.peg.1360,fig|1094508.3.peg.290"	-	fig|31899.10.peg.2876|SAMN05216182_2624	fig|394503.7.peg.2303
TAG25217	-	-	-	fig|394503.7.peg.3520
TAG25222	-	-	fig|31899.10.peg.2366|SAMN05216182_2150	fig|394503.7.peg.764
TAG25226	-	-	-	fig|394503.7.peg.344
TAG25227	-	-	fig|31899.10.peg.431|SAMN05216182_0304	-
TAG25230	fig|1094508.3.peg.2499	-	fig|31899.10.peg.413|SAMN05216182_0284	-
TAG25232	-	-	fig|31899.10.peg.400|SAMN05216182_0272	-
TAG25241	-	-	fig|31899.10.peg.272|SAMN05216182_0164	-
TAG25300	-	-	fig|31899.10.peg.332|SAMN05216182_0206	-
TAG25326	-	-	fig|31899.10.peg.340|SAMN05216182_0214	-
TAG25331	fig|1094508.3.peg.1256	-	fig|31899.10.peg.716|SAMN05216182_0559	-
TAG25332	"fig|1094508.3.peg.1197,fig|1094508.3.peg.2407"	-	fig|31899.10.peg.723|SAMN05216182_0566	-
TAG25333	fig|1094508.3.peg.1372	"fig|203119.11.peg.126,fig|203119.11.peg.2909"	"fig|31899.10.peg.545|SAMN05216182_0404,fig|31899.10.peg.734|SAMN05216182_0577"	fig|394503.7.peg.835
TAG25341	-	-	fig|31899.10.peg.788	-
TAG25346	-	-	fig|31899.10.peg.838|SAMN05216182_0680	-
TAG25362	-	"fig|203119.11.peg.204,fig|203119.11.peg.3430"	-	-
TAG25377	-	-	fig|31899.10.peg.397|SAMN05216182_0269	-
TAG25385	-	-	fig|31899.10.peg.520	-
TAG25386	-	-	fig|31899.10.peg.981	-
TAG25392	fig|1094508.3.peg.2307	-	-	-
TAG25394	fig|1094508.3.peg.2304	-	-	-
TAG25399	-	-	fig|31899.10.peg.1326|SAMN05216182_1138	-
TAG25400	-	-	fig|31899.10.peg.1331|SAMN05216182_1143	-
TAG25427	-	-	fig|31899.10.peg.2483|SAMN05216182_2266	-
TAG25431	-	-	fig|31899.10.peg.2441|SAMN05216182_2224	-
TAG25433	fig|1094508.3.peg.1974	fig|203119.11.peg.895	fig|31899.10.peg.2392|SAMN05216182_2178	fig|394503.7.peg.687
TAG25443	-	fig|203119.11.peg.2719	-	-
TAG25473	-	-	fig|31899.10.peg.1908|SAMN05216182_1694	-
TAG25477	"fig|1094508.3.peg.1888,fig|1094508.3.peg.1932"	"fig|203119.11.peg.709,fig|203119.11.peg.766"	"fig|31899.10.peg.1882|SAMN05216182_1668,fig|31899.10.peg.2297|SAMN05216182_2085"	"fig|394503.7.peg.1704,fig|394503.7.peg.1803"
TAG25484	-	fig|203119.11.peg.748	fig|31899.10.peg.1812|SAMN05216182_1602	fig|394503.7.peg.1782
TAG25486	-	-	fig|31899.10.peg.392|SAMN05216182_0264	-
TAG25487	fig|1094508.3.peg.422	fig|203119.11.peg.40	fig|31899.10.peg.1658|SAMN05216182_1451	"fig|394503.7.peg.1466,fig|394503.7.peg.775"
TAG25489	-	-	fig|31899.10.peg.1650	-
TAG25503	fig|1094508.3.peg.1849	fig|203119.11.peg.1044	fig|31899.10.peg.1531|SAMN05216182_1329	fig|394503.7.peg.473
TAG25514	-	-	fig|31899.10.peg.2938	-
TAG25516	-	-	fig|31899.10.peg.1396|SAMN05216182_1201	-
TAG25525	fig|1094508.3.peg.1085	fig|203119.11.peg.2010	fig|31899.10.peg.1351|SAMN05216182_1164	-
TAG25531	-	-	fig|31899.10.peg.2931|SAMN05216182_2678	fig|394503.7.peg.1809
TAG25532	-	-	fig|31899.10.peg.1291|SAMN05216182_1103	fig|394503.7.peg.1651
TAG25533	-	-	fig|31899.10.peg.1284|SAMN05216182_1096	-
TAG25537	-	-	fig|31899.10.peg.1239|SAMN05216182_1051	-
TAG25557	-	fig|203119.11.peg.2934	fig|31899.10.peg.1047	-
TAG25567	-	-	fig|31899.10.peg.926|SAMN05216182_0757	-
TAG25569	-	-	fig|31899.10.peg.893|SAMN05216182_0735	-
TAG25570	-	-	fig|31899.10.peg.892|SAMN05216182_0734	-
TAG25572	fig|1094508.3.peg.801	fig|203119.11.peg.2606	"fig|31899.10.peg.415|SAMN05216182_0286,fig|31899.10.peg.884|SAMN05216182_0727"	fig|394503.7.peg.3537
TAG25575	-	-	fig|31899.10.peg.871|SAMN05216182_0713	-
TAG25586	-	-	"fig|31899.10.peg.825|SAMN05216182_0670,fig|31899.10.peg.919|SAMN05216182_0751"	-
TAG25595	-	-	fig|31899.10.peg.192|SAMN05216182_0115	-
TAG25608	fig|1094508.3.peg.2369	-	fig|31899.10.peg.642|SAMN05216182_0499	fig|394503.7.peg.2141
TAG25609	fig|1094508.3.peg.1082	fig|203119.11.peg.1221	fig|31899.10.peg.2898|SAMN05216182_2644	fig|394503.7.peg.1244
TAG25613	fig|1094508.3.peg.449	-	fig|31899.10.peg.587|SAMN05216182_0445	-
TAG25617	fig|1094508.3.peg.1211	-	fig|31899.10.peg.563|SAMN05216182_0422	-
TAG25620	fig|1094508.3.peg.1212	-	fig|31899.10.peg.562|SAMN05216182_0421	-
TAG25626	-	-	fig|31899.10.peg.540	-
TAG25628	-	-	fig|31899.10.peg.537|SAMN05216182_0397	-
TAG25639	-	-	"fig|31899.10.peg.2446|SAMN05216182_2228,fig|31899.10.peg.460|SAMN05216182_0330"	-
TAG25645	-	-	fig|31899.10.peg.198|SAMN05216182_0120	-
TAG25658	-	-	fig|31899.10.peg.222	-
TAG25669	-	-	"fig|31899.10.peg.211|SAMN05216182_0131,fig|31899.10.peg.324|SAMN05216182_0199"	-
TAG25680	-	-	fig|31899.10.peg.291|SAMN05216182_0181	-
TAG25681	-	-	fig|31899.10.peg.296|SAMN05216182_0185	-
TAG25682	-	-	fig|31899.10.peg.298	-
TAG25691	-	-	fig|31899.10.peg.349|SAMN05216182_0223	-
TAG25698	-	-	fig|31899.10.peg.375|SAMN05216182_0249	-
TAG25732	-	-	fig|31899.10.peg.2696|SAMN05216182_2454	-
TAG25743	-	-	fig|31899.10.peg.2626|SAMN05216182_2388	-
TAG25759	-	-	fig|31899.10.peg.3130|SAMN05216182_2855	-
TAG25763	-	-	"fig|31899.10.peg.2823|SAMN05216182_2577,fig|31899.10.peg.3061|SAMN05216182_2795"	-
TAG25764	fig|1094508.3.peg.878	-	-	-
TAG25766	-	-	fig|31899.10.peg.3121|SAMN05216182_2847	-
TAG25789	-	-	fig|31899.10.peg.2990|SAMN05216182_2731	-
TAG25796	-	-	fig|31899.10.peg.2996|SAMN05216182_2736	-
TAG25801	-	-	fig|31899.10.peg.2487|SAMN05216182_2269	-
TAG25804	fig|1094508.3.peg.1448	-	fig|31899.10.peg.2458|SAMN05216182_2241	fig|394503.7.peg.1763
TAG25820	-	-	fig|31899.10.peg.473|SAMN05216182_0343	-
TAG25823	fig|1094508.3.peg.767	-	-	-
TAG25836	-	-	fig|31899.10.peg.2353|SAMN05216182_2140	-
TAG25844	fig|1094508.3.peg.301	fig|203119.11.peg.2787	fig|31899.10.peg.2307|SAMN05216182_2094	fig|394503.7.peg.297
TAG25848	-	fig|203119.11.peg.1351	fig|31899.10.peg.2316|SAMN05216182_2103	-
TAG25849	fig|1094508.3.peg.765	fig|203119.11.peg.2570	fig|31899.10.peg.2303|SAMN05216182_2091	fig|394503.7.peg.38
TAG25850	-	-	fig|31899.10.peg.2299|SAMN05216182_2087	-
TAG25851	-	-	fig|31899.10.peg.2298|SAMN05216182_2086	-
TAG25855	-	-	fig|31899.10.peg.2609|SAMN05216182_2374	-
TAG25856	-	-	fig|31899.10.peg.2608|SAMN05216182_2373	-
TAG25857	-	-	fig|31899.10.peg.2581|SAMN05216182_2346	-
TAG25865	fig|1094508.3.peg.2084	fig|203119.11.peg.1396	fig|31899.10.peg.2045|SAMN05216182_1837	fig|394503.7.peg.1848
TAG25867	fig|1094508.3.peg.1014	fig|203119.11.peg.2897	fig|31899.10.peg.2023|SAMN05216182_1812	fig|394503.7.peg.327
TAG25871	-	-	fig|31899.10.peg.1200|SAMN05216182_1009	-
TAG25875	-	-	fig|31899.10.peg.2420|SAMN05216182_2204	-
TAG25878	-	-	fig|31899.10.peg.2388|SAMN05216182_2174	-
TAG25879	-	-	"fig|31899.10.peg.2553,fig|31899.10.peg.80|SAMN05216182_0014"	-
TAG25880	-	-	fig|31899.10.peg.1547|SAMN05216182_1345	-
TAG25881	-	-	fig|31899.10.peg.1909|SAMN05216182_1695	-
TAG25884	fig|1094508.3.peg.1737	fig|203119.11.peg.1392	fig|31899.10.peg.1514|SAMN05216182_1312	fig|394503.7.peg.1844
TAG25886	-	-	fig|31899.10.peg.709|SAMN05216182_0552	-
TAG25889	fig|1094508.3.peg.2047	fig|203119.11.peg.684	fig|31899.10.peg.564|SAMN05216182_0423	fig|394503.7.peg.3185
TAG25890	-	-	fig|31899.10.peg.566|SAMN05216182_0425	-
TAG25893	-	-	fig|31899.10.peg.578|SAMN05216182_0436	-
TAG25895	-	fig|203119.11.peg.1541	fig|31899.10.peg.590|SAMN05216182_0448	-
TAG25899	-	-	fig|31899.10.peg.1715|SAMN05216182_1505	-
TAG25900	-	-	fig|31899.10.peg.1704|SAMN05216182_1494	-
TAG25901	-	-	fig|31899.10.peg.1689	-
TAG25907	-	-	fig|31899.10.peg.1662|SAMN05216182_1455	-
TAG25908	-	-	fig|31899.10.peg.1899|SAMN05216182_1684	fig|394503.7.peg.2326
TAG25909	-	-	fig|31899.10.peg.1660|SAMN05216182_1453	-
TAG25918	fig|1094508.3.peg.2517	fig|203119.11.peg.154	fig|31899.10.peg.1897|SAMN05216182_1682	fig|394503.7.peg.2318
TAG25922	"fig|1094508.3.peg.1283,fig|1094508.3.peg.2235,fig|1094508.3.peg.341"	fig|203119.11.peg.226	fig|31899.10.peg.878|SAMN05216182_0720	fig|394503.7.peg.390
TAG25924	fig|1094508.3.peg.171	-	fig|31899.10.peg.1896|SAMN05216182_1681	fig|394503.7.peg.226
TAG25927	-	-	-	fig|394503.7.peg.949
TAG25930	-	-	fig|31899.10.peg.82|SAMN05216182_0016	-
TAG25931	-	-	fig|31899.10.peg.81|SAMN05216182_0015	-
TAG25940	fig|1094508.3.peg.2498	-	fig|31899.10.peg.414|SAMN05216182_0285	-
TAG25946	"fig|1094508.3.peg.2278,fig|1094508.3.peg.2583,fig|1094508.3.peg.338,fig|1094508.3.peg.339,fig|1094508.3.peg.388"	"fig|203119.11.peg.1589,fig|203119.11.peg.3209,fig|203119.11.peg.421,fig|203119.11.peg.556"	"fig|31899.10.peg.168|SAMN05216182_0098,fig|31899.10.peg.2020|SAMN05216182_1809,fig|31899.10.peg.2021|SAMN05216182_1810,fig|31899.10.peg.2080|SAMN05216182_1867,fig|31899.10.peg.427|SAMN05216182_0298,fig|31899.10.peg.428|SAMN05216182_0299,fig|31899.10.peg.600|SAMN05216182_0458,fig|31899.10.peg.738|SAMN05216182_0581,fig|31899.10.peg.886|SAMN05216182_0729"	"fig|394503.7.peg.1231,fig|394503.7.peg.1471,fig|394503.7.peg.1472,fig|394503.7.peg.2331,fig|394503.7.peg.3429,fig|394503.7.peg.606"
TAG25951	"fig|1094508.3.peg.2257,fig|1094508.3.peg.2638"	fig|203119.11.peg.1928	-	-
TAG25956	-	-	fig|31899.10.peg.774|SAMN05216182_0616	-
TAG25961	fig|1094508.3.peg.2133	fig|203119.11.peg.173	fig|31899.10.peg.1601|SAMN05216182_1399	fig|394503.7.peg.1362
TAG25964	-	-	fig|31899.10.peg.1583|SAMN05216182_1381	fig|394503.7.peg.1262
TAG25966	fig|1094508.3.peg.1905	"fig|203119.11.peg.3366,fig|203119.11.peg.744,fig|203119.11.peg.993"	"fig|31899.10.peg.1810|SAMN05216182_1600,fig|31899.10.peg.1872|SAMN05216182_1659"	fig|394503.7.peg.641
TAG25971	-	-	fig|31899.10.peg.1632|SAMN05216182_1428	-
TAG25975	fig|1094508.3.peg.1724	fig|203119.11.peg.1002	fig|31899.10.peg.1863|SAMN05216182_1651	fig|394503.7.peg.633
TAG25977	-	-	fig|31899.10.peg.1045|SAMN05216182_0874	-
TAG25981	-	"fig|203119.11.peg.847,fig|203119.11.peg.936"	"fig|31899.10.peg.1013|SAMN05216182_0844,fig|31899.10.peg.2798|SAMN05216182_2553"	-
TAG25982	-	-	fig|31899.10.peg.1032|SAMN05216182_0863	fig|394503.7.peg.2173
TAG25983	-	-	fig|31899.10.peg.1028	-
TAG25987	-	-	fig|31899.10.peg.2124|SAMN05216182_1905	-
TAG25988	-	-	fig|31899.10.peg.2122|SAMN05216182_1903	-
TAG25989	-	-	fig|31899.10.peg.2121|SAMN05216182_1902	-
TAG25991	fig|1094508.3.peg.2311	-	-	-
TAG25992	-	fig|203119.11.peg.1995	-	-
TAG25993	-	-	fig|31899.10.peg.2109|SAMN05216182_1890	-
TAG25994	-	-	fig|31899.10.peg.2106|SAMN05216182_1887	-
TAG26006	"fig|1094508.3.peg.1569,fig|1094508.3.peg.2023"	-	"fig|31899.10.peg.2132|SAMN05216182_1913,fig|31899.10.peg.2270|SAMN05216182_2058"	-
TAG26009	fig|1094508.3.peg.1022	fig|203119.11.peg.3105	fig|31899.10.peg.2255|SAMN05216182_2044	fig|394503.7.peg.785
TAG26012	fig|1094508.3.peg.1033	fig|203119.11.peg.3116	fig|31899.10.peg.2244|SAMN05216182_2033	fig|394503.7.peg.796
TAG26013	fig|1094508.3.peg.1035	fig|203119.11.peg.3118	fig|31899.10.peg.2242|SAMN05216182_2031	fig|394503.7.peg.798
TAG26014	fig|1094508.3.peg.1036	fig|203119.11.peg.3119	fig|31899.10.peg.2241|SAMN05216182_2030	fig|394503.7.peg.799
TAG26015	fig|1094508.3.peg.1043	fig|203119.11.peg.3126	fig|31899.10.peg.2235|SAMN05216182_2024	fig|394503.7.peg.806
TAG26016	fig|1094508.3.peg.1048	fig|203119.11.peg.3131	fig|31899.10.peg.2230|SAMN05216182_2019	fig|394503.7.peg.811
TAG26017	fig|1094508.3.peg.1049	fig|203119.11.peg.3132	fig|31899.10.peg.2229|SAMN05216182_2018	fig|394503.7.peg.812
TAG26018	fig|1094508.3.peg.1051	fig|203119.11.peg.3134	fig|31899.10.peg.2227|SAMN05216182_2016	fig|394503.7.peg.814
TAG26019	fig|1094508.3.peg.1052	fig|203119.11.peg.3135	fig|31899.10.peg.2226|SAMN05216182_2015	fig|394503.7.peg.815
TAG26020	-	fig|203119.11.peg.762	fig|31899.10.peg.2220|SAMN05216182_2007	fig|394503.7.peg.1982
TAG26022	-	-	fig|31899.10.peg.2218|SAMN05216182_2005	-
TAG26023	-	-	fig|31899.10.peg.2217|SAMN05216182_2004	-
TAG26024	-	-	fig|31899.10.peg.640|SAMN05216182_0497	-
TAG26025	fig|1094508.3.peg.1707	fig|203119.11.peg.1009	fig|31899.10.peg.643|SAMN05216182_0500	fig|394503.7.peg.547
TAG26028	fig|1094508.3.peg.2698	fig|203119.11.peg.2362	fig|31899.10.peg.2163|SAMN05216182_1943	fig|394503.7.peg.110
TAG26029	-	-	fig|31899.10.peg.2158|SAMN05216182_1938	-
TAG26030	-	-	fig|31899.10.peg.2157|SAMN05216182_1937	-
TAG26031	-	-	fig|31899.10.peg.2155|SAMN05216182_1935	-
TAG26032	-	-	fig|31899.10.peg.1826|SAMN05216182_1616	-
TAG26034	fig|1094508.3.peg.582	-	fig|31899.10.peg.2137|SAMN05216182_1918	-
TAG26055	-	-	fig|31899.10.peg.717|SAMN05216182_0560	fig|394503.7.peg.663
TAG26061	-	-	fig|31899.10.peg.1494|SAMN05216182_1292	-
TAG26065	-	-	fig|31899.10.peg.1484	-
TAG26066	fig|1094508.3.peg.1950	fig|203119.11.peg.873	fig|31899.10.peg.1483|SAMN05216182_1281	fig|394503.7.peg.1957
TAG26067	-	-	fig|31899.10.peg.1817|SAMN05216182_1607	-
TAG26069	-	-	fig|31899.10.peg.2182|SAMN05216182_1962	-
TAG26075	-	-	fig|31899.10.peg.2168|SAMN05216182_1948	-
TAG26076	-	-	fig|31899.10.peg.2167|SAMN05216182_1947	-
TAG26082	-	-	fig|31899.10.peg.914|SAMN05216182_0748	-
TAG26083	fig|1094508.3.peg.2564	fig|203119.11.peg.2682	fig|31899.10.peg.938|SAMN05216182_0769	fig|394503.7.peg.3512
TAG26089	fig|1094508.3.peg.647	-	fig|31899.10.peg.943|SAMN05216182_0774	fig|394503.7.peg.164
TAG26093	-	fig|203119.11.peg.3371	fig|31899.10.peg.949|SAMN05216182_0779	fig|394503.7.peg.2238
TAG26096	fig|1094508.3.peg.2642	fig|203119.11.peg.747	fig|31899.10.peg.1811|SAMN05216182_1601	fig|394503.7.peg.1783
TAG26097	-	-	fig|31899.10.peg.1283	-
TAG26098	-	-	fig|31899.10.peg.1292|SAMN05216182_1104	-
TAG26103	-	-	fig|31899.10.peg.495|SAMN05216182_0365	-
TAG26104	-	-	fig|31899.10.peg.494|SAMN05216182_0364	-
TAG26105	-	-	fig|31899.10.peg.493|SAMN05216182_0363	-
TAG26114	fig|1094508.3.peg.2263	-	-	-
TAG26115	"fig|1094508.3.peg.2240,fig|1094508.3.peg.2262"	-	fig|31899.10.peg.2613|SAMN05216182_2378	-
TAG26116	-	-	fig|31899.10.peg.1805|SAMN05216182_1595	-
TAG26117	fig|1094508.3.peg.2270	-	-	-
TAG26118	-	-	fig|31899.10.peg.959|SAMN05216182_0789	-
TAG26119	fig|1094508.3.peg.19	fig|203119.11.peg.156	fig|31899.10.peg.2660|SAMN05216182_2420	"fig|394503.7.peg.2316,fig|394503.7.peg.3264"
TAG26121	"fig|1094508.3.peg.2840,fig|1094508.3.peg.533"	"fig|203119.11.peg.1429,fig|203119.11.peg.2326"	"fig|31899.10.peg.2646|SAMN05216182_2407,fig|31899.10.peg.3036|SAMN05216182_2772"	fig|394503.7.peg.59
TAG26131	-	fig|203119.11.peg.2375	-	-
TAG26138	-	-	fig|31899.10.peg.461|SAMN05216182_0331	-
TAG26139	-	-	fig|31899.10.peg.467|SAMN05216182_0337	-
TAG26148	fig|1094508.3.peg.1346	-	fig|31899.10.peg.2216|SAMN05216182_1998	-
TAG26149	fig|1094508.3.peg.1343	-	fig|31899.10.peg.2214|SAMN05216182_1996	-
TAG26150	-	-	fig|31899.10.peg.2213|SAMN05216182_1995	-
TAG26154	-	-	fig|31899.10.peg.1308|SAMN05216182_1120	-
TAG26155	-	-	fig|31899.10.peg.1312|SAMN05216182_1124	fig|394503.7.peg.155
TAG26160	-	-	fig|31899.10.peg.2085|SAMN05216182_1871	-
TAG26161	-	-	fig|31899.10.peg.2066|SAMN05216182_1858	-
TAG26162	-	-	fig|31899.10.peg.2855|SAMN05216182_2606	-
TAG26165	-	-	fig|31899.10.peg.2847|SAMN05216182_2600	-
TAG26179	-	-	fig|31899.10.peg.2056|SAMN05216182_1849	-
TAG26184	-	-	fig|31899.10.peg.1213|SAMN05216182_1028	-
TAG26185	fig|1094508.3.peg.1996	fig|203119.11.peg.1061	fig|31899.10.peg.1190|SAMN05216182_1000	fig|394503.7.peg.1516
TAG26188	-	-	fig|31899.10.peg.2077|SAMN05216182_1864	-
TAG26196	-	-	fig|31899.10.peg.378|SAMN05216182_0252	-
TAG26198	-	-	fig|31899.10.peg.99	-
TAG26199	-	-	fig|31899.10.peg.2098	-
TAG26200	fig|1094508.3.peg.966	fig|203119.11.peg.3100	fig|31899.10.peg.1101|SAMN05216182_0924	fig|394503.7.peg.411
TAG26201	fig|1094508.3.peg.1365	fig|203119.11.peg.375	"fig|31899.10.peg.1103|SAMN05216182_0926,fig|31899.10.peg.1960|SAMN05216182_1746"	fig|394503.7.peg.2284
TAG26205	-	-	fig|31899.10.peg.1138	-
TAG26209	-	-	fig|31899.10.peg.2768|SAMN05216182_2523	-
TAG26211	-	-	fig|31899.10.peg.2757	-
TAG26216	-	-	fig|31899.10.peg.834|SAMN05216182_0676	-
TAG26221	-	-	fig|31899.10.peg.839|SAMN05216182_0681	-
TAG26222	-	-	fig|31899.10.peg.840|SAMN05216182_0682	-
TAG26226	-	-	fig|31899.10.peg.1397|SAMN05216182_1202	-
TAG26227	-	-	fig|31899.10.peg.1407|SAMN05216182_1212	-
TAG26230	fig|1094508.3.peg.1632	-	fig|31899.10.peg.1006|SAMN05216182_0837	-
TAG26231	-	-	fig|31899.10.peg.1418	-
TAG26235	-	-	fig|31899.10.peg.604|SAMN05216182_0461	-
TAG26236	"fig|1094508.3.peg.1592,fig|1094508.3.peg.313,fig|1094508.3.peg.442"	"fig|203119.11.peg.2478,fig|203119.11.peg.2785"	"fig|31899.10.peg.1071|SAMN05216182_0895,fig|31899.10.peg.1238|SAMN05216182_1050,fig|31899.10.peg.605|SAMN05216182_0462"	"fig|394503.7.peg.295,fig|394503.7.peg.3466"
TAG26238	-	-	fig|31899.10.peg.617|SAMN05216182_0474	-
TAG26239	-	-	fig|31899.10.peg.618|SAMN05216182_0475	-
TAG26243	-	-	fig|31899.10.peg.1466|SAMN05216182_1264	-
TAG26258	-	-	fig|31899.10.peg.2570	-
TAG26259	-	-	fig|31899.10.peg.2569|SAMN05216182_2335	-
TAG26266	fig|1094508.3.peg.12	fig|203119.11.peg.2330	fig|31899.10.peg.481|SAMN05216182_0351	-
TAG26267	-	-	fig|31899.10.peg.504|SAMN05216182_0374	-
TAG26268	-	-	fig|31899.10.peg.2978|SAMN05216182_2720	-
TAG26269	-	-	fig|31899.10.peg.2979|SAMN05216182_2721	-
TAG26274	-	-	fig|31899.10.peg.970|SAMN05216182_0802	-
TAG26275	-	-	fig|31899.10.peg.973|SAMN05216182_0805	-
TAG26276	-	fig|203119.11.peg.2552	fig|31899.10.peg.974|SAMN05216182_0806	fig|394503.7.peg.19
