TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG8290	fig|632516.3.peg.7|CallaDRAFT_0007	39	632516.3	1	fig|632516.3.peg.7|CallaDRAFT_0007	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	7	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8291	fig|632516.3.peg.800	52	632516.3	1	fig|632516.3.peg.800	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	800	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8292	fig|632516.3.peg.803|CallaDRAFT_0771	250	632516.3	7	fig|1214564.3.peg.2434,fig|31899.10.peg.219|SAMN05216182_0139,fig|351627.8.peg.72|Csac_0058,fig|632292.3.peg.2677|Calhy_2545,fig|632335.8.peg.2760|Calkr_2534,fig|632348.3.peg.2628|Calkro_2489,fig|632516.3.peg.803|CallaDRAFT_0771	0	-	7	1214564.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3	-	2434	-	-	-	219	72	-	2677	2760	2628	803	-	CRISPR-associated protein Cas5	1.0	Counter({'CRISPR-associated protein Cas5': 7})
TAG8293	fig|632516.3.peg.809	37	632516.3	1	fig|632516.3.peg.809	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	809	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8294	fig|632516.3.peg.810|CallaDRAFT_0777	136	632516.3	1	fig|632516.3.peg.810|CallaDRAFT_0777	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	810	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG8295	fig|632516.3.peg.811|CallaDRAFT_0778	60	632516.3	1	fig|632516.3.peg.811|CallaDRAFT_0778	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	811	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG8296	fig|632516.3.peg.812|CallaDRAFT_0779	60	632516.3	1	fig|632516.3.peg.812|CallaDRAFT_0779	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	812	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG8297	fig|632516.3.peg.813	92	632516.3	1	fig|632516.3.peg.813	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	813	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG8298	fig|632516.3.peg.814	48	632516.3	1	fig|632516.3.peg.814	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	814	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8299	fig|632516.3.peg.815	42	632516.3	1	fig|632516.3.peg.815	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	815	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8300	fig|632516.3.peg.816|CallaDRAFT_0781	411	632516.3	4	fig|31899.10.peg.275|SAMN05216182_0167,fig|632335.8.peg.2742|Calkr_2526,fig|632348.3.peg.2638|Calkro_2496,fig|632516.3.peg.816|CallaDRAFT_0781	0	-	4	31899.10;632335.8;632348.3;632516.3	-	-	-	-	-	275	-	-	-	2742	2638	816	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG8301	fig|632516.3.peg.817|CallaDRAFT_0782	565	632516.3	4	fig|31899.10.peg.274|SAMN05216182_0166,fig|632335.8.peg.2741|Calkr_2525,fig|632348.3.peg.2637|Calkro_2495,fig|632516.3.peg.817|CallaDRAFT_0782	0	-	4	31899.10;632335.8;632348.3;632516.3	-	-	-	-	-	274	-	-	-	2741	2637	817	-	DnaK-like protein	1.0	Counter({'DnaK-like protein': 4})
TAG8302	fig|632516.3.peg.823|CallaDRAFT_0788	233	632516.3	8	fig|1121259.3.peg.1466,fig|1387557.3.peg.113,fig|31899.10.peg.202|SAMN05216182_0124,fig|632292.3.peg.2662|Calhy_2531,fig|632335.8.peg.2735|Calkr_2519,fig|632348.3.peg.2619|Calkro_2479,fig|632516.3.peg.823|CallaDRAFT_0788,fig|632518.3.peg.2362|Calow_2203	0	-	8	1121259.3;1387557.3;31899.10;632292.3;632335.8;632348.3;632516.3;632518.3	1466	-	-	113	-	202	-	-	2662	2735	2619	823	2362	hypothetical protein	1.0	Counter({'hypothetical protein': 8})
TAG8303	fig|632516.3.peg.826|CallaDRAFT_0791	191	632516.3	6	fig|1214564.3.peg.1199,fig|1387569.3.peg.8,fig|351627.8.peg.569|Csac_0495,fig|632292.3.peg.2658|Calhy_2528,fig|632348.3.peg.2615|Calkro_2476,fig|632516.3.peg.826|CallaDRAFT_0791	0	-	6	1214564.3;1387569.3;351627.8;632292.3;632348.3;632516.3	-	1199	-	-	8	-	569	-	2658	-	2615	826	-	Protein of unknown function DUF820	0.5	Counter({'Protein of unknown function DUF820': 3, 'hypothetical protein': 3})
TAG8304	fig|632516.3.peg.829|CallaDRAFT_0794	643	632516.3	2	fig|632335.8.peg.2730|Calkr_2514,fig|632516.3.peg.829|CallaDRAFT_0794	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2730	-	829	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8305	fig|632516.3.peg.82|CallaDRAFT_0080	409	632516.3	13	fig|1121259.3.peg.281,fig|1214564.3.peg.493,fig|1387555.3.peg.1377,fig|1387557.3.peg.1701,fig|1387569.3.peg.1250,fig|31899.10.peg.1946|SAMN05216182_1732,fig|351627.8.peg.2179|Csac_2001,fig|608506.3.peg.1198|COB47_1100,fig|632292.3.peg.1367|Calhy_1282,fig|632335.8.peg.1561|Calkr_1439,fig|632348.3.peg.1334|Calkro_1256,fig|632516.3.peg.82|CallaDRAFT_0080,fig|632518.3.peg.1319|Calow_1233	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	281	493	1377	1701	1250	1946	2179	1198	1367	1561	1334	82	1319	Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)	1.0	Counter({'Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)': 13})
TAG8306	fig|632516.3.peg.831|CallaDRAFT_0796	48	632516.3	2	fig|632335.8.peg.2728,fig|632516.3.peg.831|CallaDRAFT_0796	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2728	-	831	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8307	fig|632516.3.peg.833|CallaDRAFT_0798	184	632516.3	4	fig|608506.3.peg.12|COB47_0012,fig|632335.8.peg.2726|Calkr_2510,fig|632516.3.peg.833|CallaDRAFT_0798,fig|632518.3.peg.11|Calow_0011	0	-	4	608506.3;632335.8;632516.3;632518.3	-	-	-	-	-	-	-	12	-	2726	-	833	11	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG8308	fig|632516.3.peg.834|CallaDRAFT_0799	43	632516.3	2	fig|632335.8.peg.2725,fig|632516.3.peg.834|CallaDRAFT_0799	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2725	-	834	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8309	fig|632516.3.peg.835|CallaDRAFT_0800	455	632516.3	3	fig|1121259.3.peg.2520,fig|632335.8.peg.2724|Calkr_2508,fig|632516.3.peg.835|CallaDRAFT_0800	0	-	3	1121259.3;632335.8;632516.3	2520	-	-	-	-	-	-	-	-	2724	-	835	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG8310	fig|632516.3.peg.836|CallaDRAFT_0801	179	632516.3	1	fig|632516.3.peg.836|CallaDRAFT_0801	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	836	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8311	fig|632516.3.peg.837|CallaDRAFT_0802	379	632516.3	1	fig|632516.3.peg.837|CallaDRAFT_0802	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	837	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8312	fig|632516.3.peg.838	43	632516.3	1	fig|632516.3.peg.838	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	838	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8313	fig|632516.3.peg.843	44	632516.3	1	fig|632516.3.peg.843	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	843	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8314	fig|632516.3.peg.844|CallaDRAFT_0807	127	632516.3	1	fig|632516.3.peg.844|CallaDRAFT_0807	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	844	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG8315	fig|632516.3.peg.845|CallaDRAFT_0808	115	632516.3	1	fig|632516.3.peg.845|CallaDRAFT_0808	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	845	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG8316	fig|632516.3.peg.847	49	632516.3	2	fig|632335.8.peg.2452,fig|632516.3.peg.847	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2452	-	847	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8317	fig|632516.3.peg.848|CallaDRAFT_0810	58	632516.3	2	fig|1121259.3.peg.1221,fig|632516.3.peg.848|CallaDRAFT_0810	0	-	2	1121259.3;632516.3	1221	-	-	-	-	-	-	-	-	-	-	848	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8318	fig|632516.3.peg.849|CallaDRAFT_0811	55	632516.3	1	fig|632516.3.peg.849|CallaDRAFT_0811	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	849	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8319	fig|632516.3.peg.850|CallaDRAFT_0812	81	632516.3	4	fig|1121259.3.peg.1223,fig|632335.8.peg.2449|Calkr_2262,fig|632348.3.peg.1059|Calkro_0998,fig|632516.3.peg.850|CallaDRAFT_0812	0	-	4	1121259.3;632335.8;632348.3;632516.3	1223	-	-	-	-	-	-	-	-	2449	1059	850	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG8320	fig|632516.3.peg.851|CallaDRAFT_0813	72	632516.3	5	fig|1121259.3.peg.1224,fig|632292.3.peg.1111|Calhy_1034,fig|632335.8.peg.2448|Calkr_2261,fig|632348.3.peg.1060|Calkro_0999,fig|632516.3.peg.851|CallaDRAFT_0813	0	-	5	1121259.3;632292.3;632335.8;632348.3;632516.3	1224	-	-	-	-	-	-	-	1111	2448	1060	851	-	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
TAG8321	fig|632516.3.peg.852|CallaDRAFT_0814	250	632516.3	11	fig|1121259.3.peg.1225,fig|1214564.3.peg.106,fig|1387557.3.peg.2668,fig|1387569.3.peg.2078,fig|31899.10.peg.2827|SAMN05216182_2580,fig|351627.8.peg.802|Csac_0697,fig|608506.3.peg.2174|COB47_2034,fig|632292.3.peg.559|Calhy_0512,fig|632335.8.peg.2447|Calkr_2260,fig|632516.3.peg.852|CallaDRAFT_0814,fig|632518.3.peg.2060|Calow_1937	0	-	11	1121259.3;1214564.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3;632518.3	1225	106	-	2668	2078	2827	802	2174	559	2447	-	852	2060	Uncharacterized 23.9 kDa protein in xynA 3'region (ORF5)	1.0	"Counter({""Uncharacterized 23.9 kDa protein in xynA 3'region (ORF5)"": 11})"
TAG8322	fig|632516.3.peg.853|CallaDRAFT_0815	589	632516.3	6	fig|1121259.3.peg.1226,fig|31899.10.peg.2826,fig|608506.3.peg.2171|COB47_2031,fig|632335.8.peg.2446|Calkr_2259,fig|632516.3.peg.853|CallaDRAFT_0815,fig|632518.3.peg.2057|Calow_1934	0	-	6	1121259.3;31899.10;608506.3;632335.8;632516.3;632518.3	1226	-	-	-	-	2826	-	2171	-	2446	-	853	2057	Isoniazid inductible protein IniA, dynamin-like protein	1.0	Counter({'Isoniazid inductible protein IniA, dynamin-like protein': 6})
TAG8323	fig|632516.3.peg.854|CallaDRAFT_0816	110	632516.3	3	fig|608506.3.peg.2170|COB47_2030,fig|632335.8.peg.2445|Calkr_2258,fig|632516.3.peg.854|CallaDRAFT_0816	0	-	3	608506.3;632335.8;632516.3	-	-	-	-	-	-	-	2170	-	2445	-	854	-	Isoniazid inductible protein IniA, dynamin-like protein	1.0	Counter({'Isoniazid inductible protein IniA, dynamin-like protein': 3})
TAG8324	fig|632516.3.peg.855|CallaDRAFT_0817	141	632516.3	3	fig|31899.10.peg.2824|SAMN05216182_2578,fig|632335.8.peg.2444|Calkr_2257,fig|632516.3.peg.855|CallaDRAFT_0817	0	-	3	31899.10;632335.8;632516.3	-	-	-	-	-	2824	-	-	-	2444	-	855	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG8325	fig|632516.3.peg.859|CallaDRAFT_0821	121	632516.3	7	fig|1387555.3.peg.2117,fig|31899.10.peg.2817|SAMN05216182_2572,fig|351627.8.peg.2860|Csac_2645,fig|632292.3.peg.571|Calhy_0524,fig|632335.8.peg.2440|Calkr_2253,fig|632348.3.peg.423|Calkro_0394,fig|632516.3.peg.859|CallaDRAFT_0821	0	-	7	1387555.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3	-	-	2117	-	-	2817	2860	-	571	2440	423	859	-	TTE0858 replicon stabilization protein (antitoxin to TTE0859)	1.0	Counter({'TTE0858 replicon stabilization protein (antitoxin to TTE0859)': 7})
TAG8326	fig|632516.3.peg.860|CallaDRAFT_0822	124	632516.3	5	fig|1387555.3.peg.2118,fig|351627.8.peg.2861|Csac_2646,fig|632292.3.peg.572|Calhy_0525,fig|632335.8.peg.2439|Calkr_2252,fig|632516.3.peg.860|CallaDRAFT_0822	0	-	5	1387555.3;351627.8;632292.3;632335.8;632516.3	-	-	2118	-	-	-	2861	-	572	2439	-	860	-	TTE0859 replicon stabilization toxin	0.6	Counter({'TTE0859 replicon stabilization toxin': 3, 'mRNA interferase RelE': 2})
TAG8327	fig|632516.3.peg.865|CallaDRAFT_0827	75	632516.3	1	fig|632516.3.peg.865|CallaDRAFT_0827	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	865	-	Uncharacterized MFS-type transporter	1.0	Counter({'Uncharacterized MFS-type transporter': 1})
TAG8328	fig|632516.3.peg.869	52	632516.3	2	fig|632335.8.peg.2431,fig|632516.3.peg.869	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2431	-	869	-	Putative glycosyl hydrolase of unknown function (DUF1680)	1.0	Counter({'Putative glycosyl hydrolase of unknown function (DUF1680)': 2})
TAG8329	fig|632516.3.peg.86|CallaDRAFT_0084	232	632516.3	13	fig|1121259.3.peg.277,fig|1214564.3.peg.489,fig|1387555.3.peg.1381,fig|1387557.3.peg.1697,fig|1387569.3.peg.1246,fig|31899.10.peg.1942|SAMN05216182_1728,fig|351627.8.peg.2175|Csac_1997,fig|608506.3.peg.1202|COB47_1104,fig|632292.3.peg.1371|Calhy_1286,fig|632335.8.peg.1557|Calkr_1435,fig|632348.3.peg.1338|Calkro_1260,fig|632516.3.peg.86|CallaDRAFT_0084,fig|632518.3.peg.1315|Calow_1229	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	277	489	1381	1697	1246	1942	2175	1202	1371	1557	1338	86	1315	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	1.0	Counter({'Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)': 13})
TAG8330	fig|632516.3.peg.870|CallaDRAFT_0831	72	632516.3	2	fig|632335.8.peg.2430|Calkr_2244,fig|632516.3.peg.870|CallaDRAFT_0831	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2430	-	870	-	Polysaccharide deacetylase	1.0	Counter({'Polysaccharide deacetylase': 2})
TAG8331	fig|632516.3.peg.875|CallaDRAFT_0836	408	632516.3	4	fig|31899.10.peg.843|SAMN05216182_0684,fig|632335.8.peg.2424|Calkr_2239,fig|632348.3.peg.2330|Calkro_2213,fig|632516.3.peg.875|CallaDRAFT_0836	0	-	4	31899.10;632335.8;632348.3;632516.3	-	-	-	-	-	843	-	-	-	2424	2330	875	-	glycosyltransferase 28-like protein	1.0	Counter({'glycosyltransferase 28-like protein': 4})
TAG8332	fig|632516.3.peg.876	39	632516.3	2	fig|632335.8.peg.2423,fig|632516.3.peg.876	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	-	2423	-	876	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8333	fig|632516.3.peg.877	43	632516.3	1	fig|632516.3.peg.877	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	877	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8334	fig|632516.3.peg.878|CallaDRAFT_0837	157	632516.3	1	fig|632516.3.peg.878|CallaDRAFT_0837	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	878	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8335	fig|632516.3.peg.880|CallaDRAFT_0839	421	632516.3	2	fig|1214564.3.peg.719,fig|632516.3.peg.880|CallaDRAFT_0839	0	-	2	1214564.3;632516.3	-	719	-	-	-	-	-	-	-	-	-	880	-	Uncharacterized protease CPF_2136	1.0	Counter({'Uncharacterized protease CPF_2136': 2})
TAG8336	fig|632516.3.peg.883|CallaDRAFT_0842	608	632516.3	13	fig|1121259.3.peg.2138,fig|1214564.3.peg.722,fig|1387555.3.peg.108,fig|1387557.3.peg.637,fig|1387569.3.peg.2202,fig|31899.10.peg.848|SAMN05216182_0689,fig|351627.8.peg.522|Csac_0451,fig|608506.3.peg.427|COB47_0380,fig|632292.3.peg.2346|Calhy_2237,fig|632335.8.peg.2417|Calkr_2234,fig|632348.3.peg.2325|Calkro_2208,fig|632516.3.peg.883|CallaDRAFT_0842,fig|632518.3.peg.290|Calow_0262	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2138	722	108	637	2202	848	522	427	2346	2417	2325	883	290	probable electron transfer protein	0.846153846154	Counter({'probable electron transfer protein': 11, 'Methyltransferase corrinoid activation protein': 2})
TAG8337	fig|632516.3.peg.887|CallaDRAFT_0846	216	632516.3	12	fig|1121259.3.peg.2142,fig|1214564.3.peg.726,fig|1387557.3.peg.641,fig|1387569.3.peg.2198,fig|31899.10.peg.852|SAMN05216182_0693,fig|351627.8.peg.527|Csac_0455,fig|608506.3.peg.431|COB47_0384,fig|632292.3.peg.2342|Calhy_2233,fig|632335.8.peg.2413|Calkr_2230,fig|632348.3.peg.2321|Calkro_2204,fig|632516.3.peg.887|CallaDRAFT_0846,fig|632518.3.peg.294|Calow_0266	0	-	12	1121259.3;1214564.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2142	726	-	641	2198	852	527	431	2342	2413	2321	887	294	hypothetical protein	0.5	Counter({'hypothetical protein': 6, 'Conserved membrane protein YtaF': 3, 'YtaF': 3})
TAG8338	fig|632516.3.peg.893|CallaDRAFT_0852	1157	632516.3	13	fig|1121259.3.peg.2149,fig|1214564.3.peg.2202,fig|1387555.3.peg.166,fig|1387557.3.peg.648,fig|1387569.3.peg.484,fig|31899.10.peg.858|SAMN05216182_0699,fig|351627.8.peg.245|Csac_0207,fig|608506.3.peg.438|COB47_0390,fig|632292.3.peg.2334|Calhy_2227,fig|632335.8.peg.2407|Calkr_2224,fig|632348.3.peg.2314|Calkro_2198,fig|632516.3.peg.893|CallaDRAFT_0852,fig|632518.3.peg.302|Calow_0272	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2149	2202	166	648	484	858	245	438	2334	2407	2314	893	302	hypothetical protein	1.0	Counter({'hypothetical protein': 13})
TAG8339	fig|632516.3.peg.897|CallaDRAFT_0856	492	632516.3	13	fig|1121259.3.peg.2155,fig|1214564.3.peg.2195,fig|1387555.3.peg.161,fig|1387557.3.peg.653,fig|1387569.3.peg.488,fig|31899.10.peg.862|SAMN05216182_0703,fig|351627.8.peg.251|Csac_0212,fig|608506.3.peg.441|COB47_0393,fig|632292.3.peg.2330|Calhy_2223,fig|632335.8.peg.2402|Calkr_2219,fig|632348.3.peg.2309|Calkro_2194,fig|632516.3.peg.897|CallaDRAFT_0856,fig|632518.3.peg.305|Calow_0275	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2155	2195	161	653	488	862	251	441	2330	2402	2309	897	305	FIG00469094: hypothetical protein	0.692307692308	Counter({'FIG00469094: hypothetical protein': 9, 'hypothetical protein': 4})
TAG8340	fig|632516.3.peg.899|CallaDRAFT_0858	157	632516.3	13	fig|1121259.3.peg.2157,fig|1214564.3.peg.2193,fig|1387555.3.peg.160,fig|1387557.3.peg.655,fig|1387569.3.peg.490,fig|31899.10.peg.864|SAMN05216182_0705,fig|351627.8.peg.253|Csac_0214,fig|608506.3.peg.443|COB47_0395,fig|632292.3.peg.2328|Calhy_2221,fig|632335.8.peg.2400|Calkr_2217,fig|632348.3.peg.2307|Calkro_2192,fig|632516.3.peg.899|CallaDRAFT_0858,fig|632518.3.peg.307|Calow_0277	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2157	2193	160	655	490	864	253	443	2328	2400	2307	899	307	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	1.0	Counter({'tRNA threonylcarbamoyladenosine biosynthesis protein TsaE': 13})
TAG8341	fig|632516.3.peg.905	41	632516.3	3	fig|1121259.3.peg.2161,fig|632335.8.peg.2396,fig|632516.3.peg.905	0	-	3	1121259.3;632335.8;632516.3	2161	-	-	-	-	-	-	-	-	2396	-	905	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG8342	fig|632516.3.peg.909|CallaDRAFT_0867	284	632516.3	1	fig|632516.3.peg.909|CallaDRAFT_0867	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	909	-	Polygalacturonase (EC 3.2.1.15)	1.0	Counter({'Polygalacturonase (EC 3.2.1.15)': 1})
TAG8343	fig|632516.3.peg.910	51	632516.3	1	fig|632516.3.peg.910	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	910	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8344	fig|632516.3.peg.911|CallaDRAFT_0868	1026	632516.3	9	fig|1121259.3.peg.1415,fig|1387557.3.peg.2810,fig|31899.10.peg.2950|SAMN05216182_2693,fig|351627.8.peg.419|Csac_0362,fig|608506.3.peg.2302|COB47_2140,fig|632292.3.peg.158,fig|632348.3.peg.171|Calkro_0164,fig|632516.3.peg.911|CallaDRAFT_0868,fig|632518.3.peg.2245|Calow_2098	0	-	9	1121259.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632516.3;632518.3	1415	-	-	2810	-	2950	419	2302	158	-	171	911	2245	Evolved beta-D-galactosidase, alpha subunit	1.0	Counter({'Evolved beta-D-galactosidase, alpha subunit': 9})
TAG8345	fig|632516.3.peg.918|CallaDRAFT_0875	887	632516.3	24	fig|1121259.3.peg.1408,fig|1121259.3.peg.1989,fig|1214564.3.peg.1508,fig|1214564.3.peg.680,fig|1387555.3.peg.37,fig|1387557.3.peg.1777,fig|1387557.3.peg.2803,fig|1387569.3.peg.1457,fig|1387569.3.peg.589,fig|31899.10.peg.2019|SAMN05216182_1808,fig|31899.10.peg.2941|SAMN05216182_2686,fig|351627.8.peg.2382|Csac_2200,fig|351627.8.peg.426|Csac_0369,fig|608506.3.peg.1125|COB47_1030,fig|632292.3.peg.1297|Calhy_1213,fig|632292.3.peg.167|Calhy_0154,fig|632335.8.peg.1683|Calkr_1554,fig|632335.8.peg.2613|Calkr_2408,fig|632348.3.peg.1264|Calkro_1190,fig|632348.3.peg.179|Calkro_0171,fig|632516.3.peg.1121|CallaDRAFT_1061,fig|632516.3.peg.918|CallaDRAFT_0875,fig|632518.3.peg.1385|Calow_1299,fig|632518.3.peg.2238|Calow_2091	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1408,1989	1508,680	37	1777,2803	1457,589	2019,2941	2382,426	1125	1297,167	1683,2613	1264,179	1121,918	1385,2238	Cation-transporting ATPase, E1-E2 family	0.375	Counter({'Cation-transporting ATPase, E1-E2 family': 9, 'ATPase, P-type (transporting), HAD superfamily, subfamily IC': 6, 'Cation-transporting ATPase': 5, 'Cation-transporting ATPase, E1-E2 family?': 3, 'calcium-translocating P-type ATPase, PMCA-type': 1})
TAG8346	fig|632516.3.peg.921	47	632516.3	4	fig|1121259.3.peg.1405,fig|608506.3.peg.2291,fig|632292.3.peg.171,fig|632516.3.peg.921	0	-	4	1121259.3;608506.3;632292.3;632516.3	1405	-	-	-	-	-	-	2291	171	-	-	921	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG8347	fig|632516.3.peg.928	45	632516.3	2	fig|1121259.3.peg.1398,fig|632516.3.peg.928	0	-	2	1121259.3;632516.3	1398	-	-	-	-	-	-	-	-	-	-	928	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG8348	fig|632516.3.peg.929|CallaDRAFT_0882	195	632516.3	1	fig|632516.3.peg.929|CallaDRAFT_0882	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	929	-	Uncharacterized substrate:H+ symporter, LctP family	1.0	Counter({'Uncharacterized substrate:H+ symporter, LctP family': 1})
TAG8349	fig|632516.3.peg.930|CallaDRAFT_0883	297	632516.3	1	fig|632516.3.peg.930|CallaDRAFT_0883	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	930	-	Uncharacterized substrate:H+ symporter, LctP family	1.0	Counter({'Uncharacterized substrate:H+ symporter, LctP family': 1})
TAG8350	fig|632516.3.peg.933	38	632516.3	1	fig|632516.3.peg.933	0	-	1	632516.3	-	-	-	-	-	-	-	-	-	-	-	933	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG8351	fig|632516.3.peg.936|CallaDRAFT_0888	235	632516.3	8	fig|1121259.3.peg.1377,fig|31899.10.peg.2926|SAMN05216182_2673,fig|608506.3.peg.2277|COB47_2120,fig|632292.3.peg.199|Calhy_0179,fig|632335.8.peg.2575|Calkr_2376,fig|632348.3.peg.213|Calkro_0201,fig|632516.3.peg.936|CallaDRAFT_0888,fig|632518.3.peg.2225|Calow_2079	0	-	8	1121259.3;31899.10;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1377	-	-	-	-	2926	-	2277	199	2575	213	936	2225	hypothetical protein	1.0	Counter({'hypothetical protein': 8})
