patric_id	KO	COG	COG_function
fig|31899.10.peg.2269	K04085	O	sira family
fig|31899.10.peg.2270		S	Pfam:DUF156
fig|31899.10.peg.2271		C	4fe-4S ferredoxin iron-sulfur binding domaiN-containing protein
fig|31899.10.peg.2272	"K04771,K08070"	M	peptidase s1 and s6 chymotrypsin hap
fig|31899.10.peg.2274	"K07444,K19271"	L	Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA (By similarity)
fig|31899.10.peg.2275		S	"protein, YerC YecD"
fig|31899.10.peg.2276		S	sporulation protein YtxC
fig|31899.10.peg.2277		S	NA
fig|31899.10.peg.2278		S	Membrane Spanning Protein
fig|31899.10.peg.2279	K03406	T	methyl-accepting chemotaxis
fig|31899.10.peg.2280	K03408	"N, T"	"Chemotaxis protein, CheW"
fig|31899.10.peg.2281	K03407	T	Chea signal transduction histidine kinase
fig|31899.10.peg.2282	"K03413,K07699"	T	response regulator receiver protein
fig|31899.10.peg.2283	K03783	F	"The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate (By similarity)"
fig|31899.10.peg.2284	K01839	G	Phosphotransfer between the C1 and C5 carbon atoms of pentose (By similarity)
fig|31899.10.peg.2285	"K00852,K01619"	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate (By similarity)
fig|31899.10.peg.2286	"K00756,K00758"	F	"The enzymes which catalyze the reversible phosphorolysis of pyrimidine nucleosides are involved in the degradation of these compounds and in their utilization as carbon and energy sources, or in the rescue of pyrimidine bases for nucleotide synthesis (By similarity)"
fig|31899.10.peg.2287		S	XapX domain-containing protein
fig|31899.10.peg.2288	"K00758,K01489"	F	cytidine deaminase
fig|31899.10.peg.2289	K03710	K	GntR family transcriptional regulator
fig|31899.10.peg.2290	K02057	S	ABC transporter
fig|31899.10.peg.2291	K02057	S	(ABC) transporter
fig|31899.10.peg.2292	K02056	S	ABC transporter
fig|31899.10.peg.2293	K00772	F	"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates (By similarity)"
fig|31899.10.peg.2294	K07335	S	basic membrane
fig|31899.10.peg.2295	K07009	S	Glutamine amidotransferase
fig|31899.10.peg.2296	K01928	M	mur ligase
fig|31899.10.peg.2297	K04763	L	"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)"
fig|31899.10.peg.2300	K06385	S	stage ii sporulation protein p
fig|31899.10.peg.2301	K06012	O	"Initiates the rapid degradation of small, acid-soluble proteins during spore germination (By similarity)"
fig|31899.10.peg.2302	K06423	S	small acid-soluble spore protein
fig|31899.10.peg.2303	K06313	S	germination protein ypeb
fig|31899.10.peg.2304	K01449	M	Cell wall hydrolase
fig|31899.10.peg.2306	K03429	M	Monogalactosyldiacylglycerol synthase
fig|31899.10.peg.2307		S	peptidase M23
fig|31899.10.peg.2309		O	pdz dhr glgf domain protein
fig|31899.10.peg.2310	K03797	M	Carboxyl-terminal protease
fig|31899.10.peg.2311		M	peptidase M23
fig|31899.10.peg.2312	K09811	D	Part of the ABC transporter FtsEX involved in
fig|31899.10.peg.2313	"K09811,K09812"	D	Cell division ATP-binding protein ftsE
fig|31899.10.peg.2314	"K02647,K09684"	K	Transcriptional regulator
fig|31899.10.peg.2315	"K02010,K10112"	E	ABC transporter related
fig|31899.10.peg.2316		S	Transglycosylase-associated protein
fig|31899.10.peg.2317	K00949	H	thiamine
fig|31899.10.peg.2318	K03763	L	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity (By similarity)
fig|31899.10.peg.2319		M	"Glycosyl transferase, family 2"
fig|31899.10.peg.2320	K03526	I	"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (By similarity)"
fig|31899.10.peg.2321	K11749	M	Membrane-associated zinc metalloprotease
fig|31899.10.peg.2322	K00099	I	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP) (By similarity)
fig|31899.10.peg.2323	K00981	I	Phosphatidate cytidylyltransferase
fig|31899.10.peg.2324	"K00806,K12503"	I	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids (By similarity)
fig|31899.10.peg.2325	K02838	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)
fig|31899.10.peg.2326	K09903	F	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)
fig|31899.10.peg.2327	K02357	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)
fig|31899.10.peg.2328	K02967	J	30S ribosomal protein S2
fig|31899.10.peg.2330	K02472	M	Dehydrogenase
fig|31899.10.peg.2331		M	Glycosyl transferase (Group 1
fig|31899.10.peg.2332		S	NA
fig|31899.10.peg.2334	K18814	M	O-Antigen polymerase
fig|31899.10.peg.2335		K	Fibronectin-binding protein
fig|31899.10.peg.2336	"K00850,K00895"	G	K00850 6-phosphofructokinase 1 EC 2.7.1.11
fig|31899.10.peg.2337	K03696	O	ATP-dependent CLP protease ATP-binding subunit
fig|31899.10.peg.2338	K19405	E	ATP guanido phosphotransferase
fig|31899.10.peg.2339	K19411	S	Uvrb UvrC protein
fig|31899.10.peg.2340	K03708	K	"transcriptional regulator, ctsr"
fig|31899.10.peg.2341		M	polysaccharide deacetylase
fig|31899.10.peg.2342		S	conserved domain protein
fig|31899.10.peg.2343	K02355	J	Translation elongation factor
fig|31899.10.peg.2344		T	Metal Dependent Phosphohydrolase
fig|31899.10.peg.2345	K01409	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
fig|31899.10.peg.2346	K06153	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin (By similarity)
fig|31899.10.peg.2347		S	Membrane
fig|31899.10.peg.2348		S	SNARE associated Golgi
fig|31899.10.peg.2349	"K00818,K00821"	E	Acetylornithine aminotransferase
fig|31899.10.peg.2350	K02334	L	phage SPO1 DNA polymerase-related protein
fig|31899.10.peg.2351		S	S-layer protein
fig|31899.10.peg.2352		T	GAF domain-containing protein
fig|31899.10.peg.2353		S	Beta-lactamase domain protein
fig|31899.10.peg.2354		T	GAF domain-containing protein
fig|31899.10.peg.2355		T	Diguanylate cyclase
fig|31899.10.peg.2356		S	NA
fig|31899.10.peg.2357	K01768	T	Adenylate guanylate cyclase
fig|31899.10.peg.2358		L	Integrase core domain
fig|31899.10.peg.2359		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.2360		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.2361		L	Integrase catalytic subunit
fig|31899.10.peg.2362		L	Integrase catalytic subunit
fig|31899.10.peg.2365		L	transposase
fig|31899.10.peg.2366	"K18197,K18198"	G	fg-gap repeat protein
fig|31899.10.peg.2367	K19551	G	pectate lyase
fig|31899.10.peg.2368	K01731	G	pectate lyase
fig|31899.10.peg.2369		K	Transcriptional regulator (AraC family)
fig|31899.10.peg.2370		G	CBM_3
fig|31899.10.peg.2371	K03769	O	ppic-type peptidyL-prolyl cis-trans isomerase
fig|31899.10.peg.2372		S	NA
fig|31899.10.peg.2373		S	Membrane
fig|31899.10.peg.2374		M	"glycosyl transferase, family 39"
fig|31899.10.peg.2375		G	hydrolase family 9
fig|31899.10.peg.2376	"K01218,K12373"	G	hydrolase family 5
fig|31899.10.peg.2377		G	"Glycoside hydrolase, family 48"
fig|31899.10.peg.2379	"K01218,K12373"	G	hydrolase family 5
fig|31899.10.peg.2380		G	"Glycoside hydrolase, family 48"
fig|31899.10.peg.2381		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2382	"K00504,K13730"	S	NHL repeat containing protein
fig|31899.10.peg.2387	K02664	S	NA
fig|31899.10.peg.2389	K02662	S	NA
fig|31899.10.peg.2392	K02241	S	Late competence development protein ComFB
fig|31899.10.peg.2393	"K02236,K02464,K02506,K02654"	"N, O, U"	Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity)
fig|31899.10.peg.2394		U	Prokaryotic N-terminal methylation motif
fig|31899.10.peg.2395	"K02245,K02456,K02650"	U	Competence protein
fig|31899.10.peg.2396	K02653	U	type ii secretion system
fig|31899.10.peg.2397	K02669	"N, U"	twitching motility protein
fig|31899.10.peg.2398	"K02243,K02454,K02505,K02652"	U	type ii secretion system protein e
fig|31899.10.peg.2399	K03413	T	response regulator
fig|31899.10.peg.2402		S	"Integrase, catalytic region"
fig|31899.10.peg.2403		S	"Integrase, catalytic region"
fig|31899.10.peg.2404		S	gtra family
fig|31899.10.peg.2405	"K00014,K13832"	E	shikimate dehydrogenase
fig|31899.10.peg.2406	K07015	V	had superfamily (subfamily IIIa) phosphatase
fig|31899.10.peg.2407		S	NA
fig|31899.10.peg.2408	K01447	M	nlp p60 protein
fig|31899.10.peg.2409		S	"Uncharacterised ACR, YkgG family COG1556"
fig|31899.10.peg.2410	K02013	P	Abc transporter
fig|31899.10.peg.2411	K02015	P	Permease protein
fig|31899.10.peg.2412		P	hemin-binding periplasmic protein hmuT
fig|31899.10.peg.2414		O	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen
fig|31899.10.peg.2415	K06196	O	cytochrome C biogenesis
fig|31899.10.peg.2416		S	NA
fig|31899.10.peg.2417	K07171	T	Toxic component of a toxin-antitoxin (TA) module (By similarity)
fig|31899.10.peg.2419	K01775	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)
fig|31899.10.peg.2421	"K17758,K17759"	G	"Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)"
fig|31899.10.peg.2422	K00997	I	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein (By similarity)
fig|31899.10.peg.2424	K08681	H	Involved in the hydrolysis of glutamine to glutamate and ammonia. Channels an ammonia molecule to PdxS (By similarity)
fig|31899.10.peg.2425	K06215	H	"Involved in the production of pyridoxal phosphate, probably by incorporating ammonia into the pyridine ring (By similarity)"
fig|31899.10.peg.2426	"K00375,K03710,K05825,K16423,K18907"	K	Transcriptional regulator GntR family
fig|31899.10.peg.2427	"K01436,K01451"	E	amidohydrolase
fig|31899.10.peg.2428		S	NA
fig|31899.10.peg.2429	"K02035,K15580,K16199"	E	"Extracellular solute-binding protein, family 5"
fig|31899.10.peg.2430	"K02032,K10823"	E	(ABC) transporter
fig|31899.10.peg.2431	"K02031,K15583"	"E, P"	ABC transporter
fig|31899.10.peg.2432	"K02034,K15581,K15582"	P	"abc transporter, permease"
fig|31899.10.peg.2433	"K02033,K15581"	P	ABC transporter (Permease
fig|31899.10.peg.2434	K00016	C	L-lactate dehydrogenase
fig|31899.10.peg.2436	K02968	J	Binds directly to 16S ribosomal RNA (By similarity)
fig|31899.10.peg.2437	K02340	L	DNA polymerase III (delta' subunit)
fig|31899.10.peg.2438	K02238	S	DNA internalization-related competence protein ComEC Rec2
fig|31899.10.peg.2439	K07053	S	PHP domain protein
fig|31899.10.peg.2440	K07137	S	fad dependent oxidoreductase
fig|31899.10.peg.2442	K02334	S	DNA metabolism protein
fig|31899.10.peg.2443		S	radical SAM domain protein
fig|31899.10.peg.2445	K12308	G	beta-galactosidase
fig|31899.10.peg.2446		L	transposase
fig|31899.10.peg.2447	K07450	L	domain protein
fig|31899.10.peg.2448		S	Inherit from COG: Hydrolase
fig|31899.10.peg.2450	K03892	K	Transcriptional regulator
fig|31899.10.peg.2451	"K03325,K03741"	T	"Protein-tyrosine phosphatase, low molecular weight"
fig|31899.10.peg.2452	"K03325,K03741"	P	arsenicaL-resistance protein
fig|31899.10.peg.2453		C	Heterodisulfide reductase subunit A-like protein
fig|31899.10.peg.2454		C	Inherit from COG: metal cluster binding
fig|31899.10.peg.2455	K03892	K	ArsR family transcriptional regulator
fig|31899.10.peg.2456		S	C_GCAxxG_C_C family
fig|31899.10.peg.2457		S	Beta-lactamase domain protein
fig|31899.10.peg.2458		"E, G"	Membrane
fig|31899.10.peg.2459	"K02028,K10004"	E	(ABC) transporter
fig|31899.10.peg.2460	"K02029,K02030,K10009"	E	amino acid AbC transporter
fig|31899.10.peg.2461	"K02029,K02030,K02424,K10005,K10013,K10014,K10039"	E	ABC transporter substrate-binding protein
fig|31899.10.peg.2462		S	s-layer domain-containing protein
fig|31899.10.peg.2463		S	fibronectin type III domain protein
fig|31899.10.peg.2464		S	fibronectin type iii
fig|31899.10.peg.2465	"K01791,K02851"	M	UDP-N-acetylglucosamine 2-epimerase
fig|31899.10.peg.2466	K04070	S	radical SAM domain protein
fig|31899.10.peg.2467	K02495	H	coproporphyrinogen III oxidase
fig|31899.10.peg.2468	K01069	Q	domain protein
fig|31899.10.peg.2469	K07560	J	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)
fig|31899.10.peg.2470	"K00951,K01139"	"K, T"	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity)
fig|31899.10.peg.2471	K00759	F	"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis (By similarity)"
fig|31899.10.peg.2472	K06387	S	stage ii sporulation protein r
fig|31899.10.peg.2473	"K06290,K06293,K06297,K06312"	S	germination protein
fig|31899.10.peg.2474	"K06289,K06311"	S	Spore germination protein
fig|31899.10.peg.2475	"K06295,K06310"	S	spore germination protein
fig|31899.10.peg.2477	K06209	E	UPF0735 ACT domain-containing protein
fig|31899.10.peg.2478	"K00003,K12524"	E	homoserine dehydrogenase
fig|31899.10.peg.2479	K00872	E	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate (By similarity)
fig|31899.10.peg.2480	K00928	E	Aspartokinase
fig|31899.10.peg.2481	"K06147,K06148,K12541,K12542,K16012"	V	Abc transporter
fig|31899.10.peg.2484		S	NA
fig|31899.10.peg.2488		S	Radical SAM
fig|31899.10.peg.2490		S	radical SAM domain protein
fig|31899.10.peg.2492		G	Xylose isomerase domain protein TIM barrel
fig|31899.10.peg.2493		S	NA
fig|31899.10.peg.2494		S	NA
fig|31899.10.peg.2495		S	"Integrase, catalytic region"
fig|31899.10.peg.2496		S	gCN5-related N-acetyltransferase
fig|31899.10.peg.2497		S	coat F domain-containing protein
fig|31899.10.peg.2499		S	ErfK YbiS YcfS YnhG family protein
fig|31899.10.peg.2501	K01579	H	Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine (By similarity)
fig|31899.10.peg.2502	K01918	H	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)
fig|31899.10.peg.2503	K00606	H	"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is tranferred onto alpha-ketoisovalerate to form ketopantoate (By similarity)"
fig|31899.10.peg.2504		H	"NADP oxidoreductase, coenzyme f420-dependent"
fig|31899.10.peg.2505	K02217	P	ferritin
fig|31899.10.peg.2506		S	"Integrase, catalytic region"
fig|31899.10.peg.2508		S	DNA binding domain-containing protein
fig|31899.10.peg.2510		S	DNA binding domain-containing protein
fig|31899.10.peg.2511		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2512		S	PilT protein domain protein
fig|31899.10.peg.2513		K	abrb family transcriptional regulator
fig|31899.10.peg.2514	"K14056,K19417,K19449"	K	"transcriptional regulator, XRE family"
fig|31899.10.peg.2515		L	DNA helicase
fig|31899.10.peg.2519		S	NA
fig|31899.10.peg.2521		K	transcriptional regulator
fig|31899.10.peg.2522	K00058	E	Dehydrogenase
fig|31899.10.peg.2523	K01624	G	aldolase (EC 4.1.2.13)
fig|31899.10.peg.2525	"K03299,K06155,K06156,K06157"	"E, G"	Gluconate
fig|31899.10.peg.2526	"K00854,K00864,K00879,K11216"	G	carbohydrate kinase FGGY
fig|31899.10.peg.2527	K07493	L	Transposase
fig|31899.10.peg.2530		S	NA
fig|31899.10.peg.2538		S	ycfa family
fig|31899.10.peg.2539		S	family UPF0150
fig|31899.10.peg.2540		S	Nucleotidyl transferase of unknown function (DUF1814)
fig|31899.10.peg.2541		L	transposase (IS4 family) protein
fig|31899.10.peg.2542		L	transposase (IS4 family) protein
fig|31899.10.peg.2543		L	transposase (IS4 family) protein
fig|31899.10.peg.2544		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.2545		L	Integrase catalytic subunit
fig|31899.10.peg.2546		L	Integrase catalytic subunit
fig|31899.10.peg.2547		L	"Transposase, IS111A IS1328 IS1533"
fig|31899.10.peg.2548		L	transposase IS116 IS110 IS902 family protein
fig|31899.10.peg.2549		L	transposase IS116 IS110 IS902 family protein
fig|31899.10.peg.2550	K07493	L	Transposase
fig|31899.10.peg.2551		L	Inherit from NOG: transposase
fig|31899.10.peg.2553	K07482	L	transposase
fig|31899.10.peg.2557	K06223	L	D12 class N6 adenine-specific DNA methyltransferase
fig|31899.10.peg.2558		S	NA
fig|31899.10.peg.2559	K06915	S	Domain of unknown function DUF87
fig|31899.10.peg.2561		S	Transposase
fig|31899.10.peg.2563		S	radical SAM domain protein
fig|31899.10.peg.2568		S	NA
fig|31899.10.peg.2571	K14059	L	Integrase
fig|31899.10.peg.2572		S	Pfam:DUF820
fig|31899.10.peg.2573		S	Pfam:DUF820
fig|31899.10.peg.2574	K07406	G	glycoside hydrolase family 4
fig|31899.10.peg.2575	"K02027,K17318"	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2576	K17320	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2577	K17319	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2578	K17318	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2579		K	Transcriptional regulator (AraC family)
fig|31899.10.peg.2580		E	glutamate synthase
fig|31899.10.peg.2581	K01912	H	Inherit from COG: Phenylacetate-CoA ligase
fig|31899.10.peg.2582	K01887	J	arginyl-trna synthetase
fig|31899.10.peg.2583		S	"protein, conserved in bacteria"
fig|31899.10.peg.2584	"K01776,K02428"	M	Provides the (R)-glutamate required for cell wall biosynthesis (By similarity)
fig|31899.10.peg.2585	"K01921,K15739,K18856"	M	Cell wall formation (By similarity)
fig|31899.10.peg.2586	K01840	G	Phosphoglucomutase Phosphomannomutase
fig|31899.10.peg.2587	"K03091,K12296"	K	RNA polymerase
fig|31899.10.peg.2588	K06962	J	Tetracycline resistance protein
fig|31899.10.peg.2589	"K03218,K03437"	J	RNA methyltransferase TrmH family group 3
fig|31899.10.peg.2590	K03465	F	Catalyzes the formation of dTMP and tetrahydrofolate from dUMP and methylenetetrahydrofolate (By similarity)
fig|31899.10.peg.2591		L	DNA replication protein DnaD
fig|31899.10.peg.2592	"K02315,K10762,K11144"	L	DNA replication protein
fig|31899.10.peg.2593	K02372	I	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs (By similarity)
fig|31899.10.peg.2594		S	Protein of unknown function (DUF1646)
fig|31899.10.peg.2595	K11145	S	Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc)
fig|31899.10.peg.2596	"K01582,K01583"	E	decarboxylase
fig|31899.10.peg.2597	K07507	S	MgtC SapB transporter
fig|31899.10.peg.2598	K17318	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2599	K17320	P	Binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2600	K17319	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2601	K07720	T	"two component transcriptional regulator, arac family"
fig|31899.10.peg.2602	K07718	T	integral membrane sensor signal transduction histidine kinase
fig|31899.10.peg.2603	K01811	G	"Glycoside hydrolase, family 31"
fig|31899.10.peg.2604		K	"Transcriptional regulator, ARAC family"
fig|31899.10.peg.2605	K00615	G	Transketolase
fig|31899.10.peg.2606	K00615	G	Transketolase
fig|31899.10.peg.2607		S	YitT family
fig|31899.10.peg.2608	"K02852,K05946"	M	"Glycosyl transferase, wecb taga cpsf family"
fig|31899.10.peg.2610		C	"4fe-4S ferredoxin, iron-sulfur binding domain protein"
fig|31899.10.peg.2611	K04485	O	May play a role in the repair of endogenous alkylation damage (By similarity)
fig|31899.10.peg.2612		M	glycosyl transferase group 1
fig|31899.10.peg.2613	"K04751,K04752"	E	Nitrogen regulatory protein pii
fig|31899.10.peg.2614	K03320	P	ammonium transporter
fig|31899.10.peg.2615	K02996	J	30S ribosomal protein S9
fig|31899.10.peg.2616	K02871	J	"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)"
fig|31899.10.peg.2617	K00865	G	Glycerate kinase
fig|31899.10.peg.2618	K01206	G	alpha-L-fucosidase EC 3.2.1.51
fig|31899.10.peg.2619	K01818	G	Converts the aldose L-fucose into the corresponding ketose L-fuculose (By similarity)
fig|31899.10.peg.2621	"K01775,K02529"	K	"Transcriptional regulator, LacI family"
fig|31899.10.peg.2623		S	"Integrase, catalytic region"
fig|31899.10.peg.2625		S	glycoside hydrolase family 2 sugar binding
fig|31899.10.peg.2626		S	NA
fig|31899.10.peg.2627		S	oxidoreductase Domain protein
fig|31899.10.peg.2628	"K02026,K10194"	P	Binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2629	K02025	P	binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2630	K02027	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2632		S	Oxidoreductase domain protein
fig|31899.10.peg.2633		E	Dehydrogenase
fig|31899.10.peg.2634	"K00239,K00278"	C	Fumarate reductase succinate dehydrogenase flavoprotein domain-containing protein
fig|31899.10.peg.2635	"K00226,K17723"	C	Dihydroorotate dehydrogenase family protein
fig|31899.10.peg.2636	K01195	G	"Glycosyl hydrolases family 2, TIM barrel domain"
fig|31899.10.peg.2637		L	Integrase core domain
fig|31899.10.peg.2638		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.2639	K01195	G	Beta-glucuronidase
fig|31899.10.peg.2640		S	NA
fig|31899.10.peg.2641	K17318	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2642	K17320	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2643	K17319	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2644		S	glycoside hydrolase family 2 sugar binding
fig|31899.10.peg.2645	K02963	J	"Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit (By similarity)"
fig|31899.10.peg.2646	K03111	L	single-stranded DNA-binding protein
fig|31899.10.peg.2647	K02990	J	Binds together with S18 to 16S ribosomal RNA (By similarity)
fig|31899.10.peg.2648	K07079	C	Aldo keto reductase
fig|31899.10.peg.2649	K07079	C	Aldo keto reductase
fig|31899.10.peg.2650	"K00052,K01704"	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity)
fig|31899.10.peg.2651	"K01704,K16793"	E	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)"
fig|31899.10.peg.2652	K01703	E	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)"
fig|31899.10.peg.2653	K03408	"N, T"	chew protein
fig|31899.10.peg.2654	K02836	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)
fig|31899.10.peg.2655	K03070	U	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving"
fig|31899.10.peg.2656	K05808	J	ribosomal subunit Interface protein
fig|31899.10.peg.2657		S	Domain of unknown function (DUF362) 
fig|31899.10.peg.2658	"K01071,K02343"	L	dna polymerase iii
fig|31899.10.peg.2659	"K01147,K12573,K12585"	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
fig|31899.10.peg.2660	K06951	S	Metal Dependent Phosphohydrolase
fig|31899.10.peg.2661		L	transposase
fig|31899.10.peg.2662	K07450	L	domain protein
fig|31899.10.peg.2663	K07450	L	domain protein
fig|31899.10.peg.2664	K03075	U	Preprotein translocase SecG subunit
fig|31899.10.peg.2666		S	KWG leptospira repeat protein
fig|31899.10.peg.2670	K01778	E	"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan (By similarity)"
fig|31899.10.peg.2671	K09157	S	UPF0210 protein
fig|31899.10.peg.2672	K07166	T	UPF0237 protein
fig|31899.10.peg.2673	K00847	G	pfkb domain protein
fig|31899.10.peg.2675		S	domain protein
fig|31899.10.peg.2677	K01611	E	"Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine (By similarity)"
fig|31899.10.peg.2678	K07024	S	Hydrolase
fig|31899.10.peg.2679		S	conserved protein UCP033563
fig|31899.10.peg.2680	"K00058,K16843"	E	phosphoglycerate dehydrogenase
fig|31899.10.peg.2681		E	Aminotransferase
fig|31899.10.peg.2682		S	NA
fig|31899.10.peg.2683	K02356	J	"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)"
fig|31899.10.peg.2684	"K08300,K08301"	J	ribonuclease
fig|31899.10.peg.2685		S	Radical SAM-linked protein
fig|31899.10.peg.2686		C	radical SAM domain protein
fig|31899.10.peg.2687		S	degv family
fig|31899.10.peg.2688	"K00566,K03216"	J	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)
fig|31899.10.peg.2689	K03409	N	CheC domain protein
fig|31899.10.peg.2690		C	iron-sulfur cluster-binding protein
fig|31899.10.peg.2691	K07024	S	hydrolase
