rxn_id	in_Cbes_model_through_keggPsammoate	Cbes_gene_kegg	in_Cnes_model_through_CcePsammotate	Cbes_genes_cce	Cce_rxn	in_Cbes_model_through_CthPssammotate	Cbes_genes_cth	Cth_rxn	in_Cbes_model_through_TsacPsammotate	Cbes_genes_tsac	Tsac_rxn	Gene_string	Count	None
R10283	True	peg.2968	False	None	None	False	None	None	False	None	None	peg.2968	peg.2968:1.0	None
R10281	True	peg.2421	False	None	None	False	None	None	False	None	None	peg.2421	peg.2421:1.0	None
R10280	True	peg.2421	False	None	None	False	None	None	False	None	None	peg.2421	peg.2421:1.0	None
ARGt2r	False	None	False	None	None	False	None	ARGt2r	False	None	None	None	None	None
R00451	True	peg.1249	True	peg.1249 or peg.1249 or -	DAPDC	True	peg.1249	DAPDC	True	peg.1249	DAPDC	peg.1249	peg.1249:1.0	Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
R08368	True	peg.2283	False	None	None	False	None	None	False	None	None	peg.2283	peg.2283:1.0	None
R10463	True	peg.1556	False	None	None	False	None	None	False	None	None	peg.1556	peg.1556:1.0	None
R10531	True	peg.1286	False	None	None	False	None	None	False	None	None	peg.1286	peg.1286:1.0	None
R06199	True	peg.561	False	None	None	False	None	None	False	None	None	peg.561	peg.561:1.0	None
R02971	True	peg.975	False	None	None	False	None	None	False	None	None	peg.975	peg.975:1.0	Pantothenate and CoA biosynthesis
R06053	True	peg.818	False	None	None	False	None	None	False	None	None	peg.818	peg.818:1.0	None
R01658	True	peg.1483	False	None	None	False	None	DMATT	False	None	None	peg.1483	peg.1483:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R09099	True	peg.1541	False	None	None	False	None	None	False	None	None	peg.1541	peg.1541:1.0	Methane metabolism,Microbial metabolism in diverse environments
R01654	False	-	False	None	None	False	None	None	False	None	None	None	None	None
R01655	False	-	True	peg.1461	MTHFC	True	peg.1461 or peg.2770	MTHFC	True	peg.1461	MTHFC	peg.1461 or peg.2770	peg.1461:1.0 , peg.2770:0.33	One carbon pool by folate,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R01652	True	peg.2650	False	None	OMCDC	False	None	OMCDC	False	None	OMCDC	peg.2650	peg.2650:1.0	Valine, leucine and isoleucine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism
R03920	True	peg.2673	False	None	None	False	None	None	False	None	None	peg.2673	peg.2673:1.0	Amino sugar and nucleotide sugar metabolism
EXCH_pi_c	False	None	False	None	None	False	None	None	False	None	EXCH_pi_c	None	None	None
R01651	False	None	False	None	None	False	None	OIVD1	True	peg.2746	OIVD1	peg.2746	peg.2746:1.0	None
R06129	True	peg.2608	False	None	None	False	None	None	False	None	None	peg.2608	peg.2608:1.0	None
R02326	False	None	False	None	None	False	-	NDPK7	False	-	NDPK7	None	None	Pyrimidine metabolism,Metabolic pathways
R02325	False	None	False	None	None	False	None	R16	False	None	None	None	None	Pyrimidine metabolism,Metabolic pathways
R04001	True	peg.2652 or peg.2651	False	peg.2652 and peg.2651 and peg.2651 and -	IPPMIa	True	peg.2651 and peg.2652	IPPMIa	True	peg.2652	IPPMIa	peg.2651 or peg.2652	peg.2652:1.0 , peg.2651:0.75	Valine, leucine and isoleucine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism
CUt3	False	None	True	peg.2195	CUt3	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
R07768	True	peg.1155	False	None	None	False	None	None	False	None	None	peg.1155	peg.1155:1.0	Lipoic acid metabolism,Metabolic pathways
ARGabc	False	None	True	(peg.1321 or peg.2196 or peg.2197) or peg.2461	ARGabc	False	None	None	False	None	None	peg.2196 or peg.2197 or peg.1321 or peg.2461	peg.2461:1.0 , peg.2197:1.0 , peg.2196:1.0 , peg.1321:1.0	None
R10859	True	peg.2320	False	None	None	False	None	None	True	peg.2320	MECDPDH	peg.2320	peg.2320:1.0	Terpenoid backbone biosynthesis,Metabolic pathways
R11397	True	peg.967	False	None	None	False	None	None	False	None	None	peg.967	peg.967:1.0	None
R04558	True	peg.1966 or peg.1968	True	peg.1966 and (peg.936 or peg.938)	IG3PS	True	peg.1968	IG3PS	True	peg.1968	IG3PS	peg.938 or peg.1968 or peg.1966 or peg.936	peg.1968:0.75 , peg.1966:0.5 , peg.938:0.25 , peg.936:0.25	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R02283	True	peg.2349	True	- or (peg.1687 or peg.2349 or peg.77)	ACOTA	True	peg.2349	ACOTA	True	(peg.1687 or peg.2349 or peg.77)	ACOTA	peg.1687 or peg.77 or peg.2349	peg.2349:1.0 , peg.77:0.5 , peg.1687:0.5	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00156	False	None	False	None	None	False	-	NDPK2	False	-	NDPK2	None	None	Pyrimidine metabolism,Metabolic pathways
FACOAL170_anteiso_	False	None	False	None	None	False	-	FACOAL170_anteiso_	True	peg.1248	FACOAL170_anteiso_	peg.1248	peg.1248:1.0	None
R00230	True	peg.1987	True	peg.1987	PTAr	True	peg.1987	PTAr	True	peg.1987	PTAr	peg.1987	peg.1987:1.0	Taurine and hypotaurine metabolism,Pyruvate metabolism,Methane metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R00019	False	None	False	- and -	FRHD	False	-	FDXHASE	False	- and - and - and -	HFS	None	None	None
R00768	True	peg.2898	True	peg.2898	GF6PTA	True	peg.2898	GF6PTA	True	peg.2898	GF6PTA	peg.2898	peg.2898:1.0	Alanine, aspartate and glutamate metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of antibiotics
R03015	True	peg.678	False	None	None	False	None	None	False	None	None	peg.678	peg.678:1.0	Methane metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
PYRt2r	False	None	False	None	None	False	None	PYRt2r	False	None	None	None	None	None
R00014	True	peg.934 or peg.1111 or peg.933	True	(peg.2605 and -) or ((peg.1111 or peg.933) and peg.934 and (peg.1111 or peg.933))	PYRDC	False	None	None	False	None	None	peg.1111 or peg.2605 or peg.934 or peg.933	peg.934:1.0 , peg.933:1.0 , peg.1111:1.0 , peg.2605:0.5	Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Pyruvate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R00442	True	peg.2226 or peg.1263 or peg.1517 or peg.1264	False	None	None	False	None	None	False	None	None	peg.1517 or peg.1264 or peg.2226 or peg.1263	peg.2226:1.0 , peg.1517:1.0 , peg.1264:1.0 , peg.1263:1.0	Pyrimidine metabolism,Metabolic pathways
R00158	True	peg.1813 or peg.2326	True	peg.1813	UMPK	True	peg.2326	URIDK1r	True	peg.1813 or peg.2326	URIDK1r,UMPK	peg.1813 or peg.2326	peg.2326:0.75 , peg.1813:0.75	Pyrimidine metabolism,Metabolic pathways
R00159	False	None	False	None	None	True	peg.1298	NTP7	True	peg.1298	NTP7	peg.1298	peg.1298:1.0	Pyrimidine metabolism
METabc	False	None	False	None	None	False	None	METabc	False	None	None	None	None	None
CDGPT_CT	False	None	False	None	None	False	None	None	False	None	CDGPT_CT	None	None	None
R00623	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Fatty acid degradation
R05961	True	peg.888 or peg.1585	False	None	None	False	None	None	False	None	None	peg.1585 or peg.888	peg.888:1.0 , peg.1585:1.0	Glycosphingolipid biosynthesis - globo and isoglobo series
R00235	False	None	True	peg.1248 or -	ACS	True	peg.1248	ACS	True	peg.1248	ACS	peg.1248	peg.1248:1.0	Glycolysis / Gluconeogenesis,Methane metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R10707	True	peg.1637	False	None	None	False	None	None	False	None	None	peg.1637	peg.1637:1.0	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
R10516	True	- or peg.1578	False	None	None	False	None	None	False	None	None	peg.1578	peg.1578:1.0	None
cellobtx	False	None	False	None	None	False	- and (peg.2831 or peg.486 or peg.490)	cellobtx	False	None	None	peg.2831 or peg.490 or peg.486	peg.490:1.0 , peg.486:1.0 , peg.2831:1.0	None
LIPO3S24_CT	False	None	False	None	None	False	None	LIPO3S24_CT	False	None	LIPO3S24_CT	None	None	None
R01626	True	peg.1638	True	peg.1638 or -	MCOATA	True	peg.1638	MCOATA	True	peg.1638	MCOATA	peg.1638	peg.1638:1.0	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
R01625	True	peg.2422	True	peg.2422	ACPS1	False	None	None	False	None	None	peg.2422	peg.2422:1.0	Pantothenate and CoA biosynthesis
R01624	False	None	True	peg.1641 or - or - or peg.1637 or peg.1637 or - or - or - or (peg.1586 or peg.1594 or peg.1962) or -	ACOATA	False	None	None	False	None	None	peg.1962 or peg.1586 or peg.1641 or peg.1594 or peg.1637	peg.1962:1.0 , peg.1641:1.0 , peg.1637:1.0 , peg.1594:1.0 , peg.1586:1.0	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism
R01150	True	peg.2585	True	peg.2585	ALAALA	True	peg.2585	ALAALAr	True	peg.2585	ALAALAr	peg.2585	peg.2585:1.0	D-Alanine metabolism,Peptidoglycan biosynthesis,Metabolic pathways
R01401	False	None	False	-	MTAN	False	None	None	False	None	None	None	None	Cysteine and methionine metabolism,Metabolic pathways
R00199	False	None	False	None	None	False	-	PPS	False	None	None	None	None	Pyruvate metabolism,Methane metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R02371	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R02164	True	peg.2634	False	None	None	False	None	None	False	None	None	peg.2634	peg.2634:1.0	Citrate cycle (TCA cycle),Pyruvate metabolism,Butanoate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
BTNt2r	False	None	True	peg.2195	BTNt2r	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
Kt3g	False	None	True	peg.2195 or -	Kt3g	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
R00970	True	peg.962	False	None	None	True	peg.962	URIK3	True	peg.962	URIK3	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R01158	True	peg.1971	True	peg.1971	HISTD	True	peg.1971	HISTD	True	peg.1971	HISTD	peg.1971	peg.1971:1.0	Biosynthesis of amino acids
R00974	False	None	False	-	CSND	False	None	None	False	None	None	None	None	Pyrimidine metabolism,Metabolic pathways
R00710	False	None	False	None	None	False	-	ALDD2x	False	-	ALDD2x	None	None	Glycolysis / Gluconeogenesis,Pyruvate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R00509	False	None	False	None	None	True	peg.1679	ADSK	True	peg.1679	ADSK	peg.1679	peg.1679:1.0	Purine metabolism,Sulfur metabolism,Metabolic pathways,Microbial metabolism in diverse environments
R00332	True	peg.1516	True	peg.1516	GK1	True	peg.1516	GK1	True	peg.1516	GK1	peg.1516	peg.1516:1.0	Purine metabolism,Metabolic pathways
R00239	True	peg.2154	True	peg.2154	GLU5K	True	peg.2154	GLU5K	True	peg.2154	GLU5K	peg.2154	peg.2154:1.0	Arginine and proline metabolism,Carbapenem biosynthesis,Metabolic pathways,Biosynthesis of antibiotics,Biosynthesis of amino acids
R04998	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Phenylpropanoid biosynthesis,Biosynthesis of secondary metabolites
R01397	True	peg.1865	True	peg.1865	ASPCT	True	peg.1865	ASPCT	True	peg.1865	ASPCT	peg.1865	peg.1865:1.0	Pyrimidine metabolism,Alanine, aspartate and glutamate metabolism,Metabolic pathways
R06050	True	peg.123 or peg.986	False	None	None	False	None	None	False	None	None	peg.986 or peg.123	peg.986:1.0 , peg.123:1.0	None
ECH	False	None	False	None	None	False	None	None	False	peg.1563 and peg.1564 and peg.1565 and peg.1566 and peg.1567 and - and peg.1569 and peg.1570 and peg.1571 and peg.1572 and peg.1573	ECH	peg.1571 or peg.1570 or peg.1573 or peg.1572 or peg.1569 or peg.1566 or peg.1567 or peg.1564 or peg.1565 or peg.1563	peg.1573:1.0 , peg.1572:1.0 , peg.1571:1.0 , peg.1570:1.0 , peg.1569:1.0 , peg.1567:1.0 , peg.1566:1.0 , peg.1565:1.0 , peg.1564:1.0 , peg.1563:1.0	None
R00335	True	peg.1445	False	None	None	True	peg.1298	NTP3,NTP3e	True	peg.1298	NTP3e,NTP3	peg.1298 or peg.1445	peg.1298:0.67 , peg.1445:0.33	Purine metabolism
R01010	True	peg.359	False	None	None	False	None	None	False	None	None	peg.359	peg.359:1.0	None
R01398	True	peg.2037	True	- or peg.2037	OCBT	True	peg.2037	OCBT	True	peg.2037	OCBT	peg.2037	peg.2037:1.0	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R10948	True	peg.1868 or peg.2035 or peg.2036	False	None	None	False	None	None	False	None	None	peg.2036 or peg.2035 or peg.1868	peg.2036:1.0 , peg.2035:1.0 , peg.1868:1.0	None
R01015	True	peg.1899	True	peg.1899	TPI	False	-	TPI	False	-	TPI	peg.1899	peg.1899:1.0	Glycolysis / Gluconeogenesis,Fructose and mannose metabolism,Inositol phosphate metabolism,Carbon fixation in photosynthetic organisms,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R01016	True	peg.1797	True	peg.1797 or peg.1797	MGSA	True	peg.1797	MGSA	True	peg.1797	MGSA	peg.1797	peg.1797:1.0	Propanoate metabolism,Microbial metabolism in diverse environments
R11945	False	None	True	peg.1787 and peg.1786 and peg.1783 and peg.1787 and peg.1786 and peg.1783	NADH5	False	None	None	False	None	None	peg.1786 or peg.1787 or peg.1783	peg.1787:1.0 , peg.1786:1.0 , peg.1783:1.0	None
R02199	True	peg.1109	True	(peg.1109 or peg.2778) or (peg.1109 or peg.2778)	ILETA	False	-	ILETA	True	(peg.1109 or peg.2778)	ILETA	peg.1109 or peg.2778	peg.1109:1.0 , peg.2778:0.67	Valine, leucine and isoleucine degradation,Valine, leucine and isoleucine biosynthesis,Glucosinolate biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R03472	True	peg.786	False	None	None	False	None	None	False	None	None	peg.786	peg.786:1.0	Thiamine metabolism,Metabolic pathways
R04314	True	peg.877	False	None	None	False	None	None	False	None	None	peg.877	peg.877:1.0	None
R10783	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	alpha-Linolenic acid metabolism,Biosynthesis of secondary metabolites
R04316	True	peg.866	False	None	None	False	None	None	False	None	None	peg.866	peg.866:1.0	None
R01548	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
ALAt2r	False	None	False	None	None	False	None	ALAt2r	False	None	None	None	None	None
R11090	True	peg.2338	False	None	None	False	None	None	False	None	None	peg.2338	peg.2338:1.0	None
R03348	True	peg.1701	True	peg.1701	NNDPR	True	peg.1701	NNDPR	True	peg.1701	NNDPR	peg.1701	peg.1701:1.0	Nicotinate and nicotinamide metabolism,Metabolic pathways
R01714	True	peg.1766	True	peg.1766	CHORS	True	peg.1766	CHORS	True	peg.1766	CHORS	peg.1766	peg.1766:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R01498	True	peg.482	False	None	None	False	None	None	False	None	None	peg.482	peg.482:1.0	Sphingolipid metabolism,Metabolic pathways
R10119	True	peg.1641	False	None	None	False	None	None	False	None	None	peg.1641	peg.1641:1.0	Biotin metabolism,Metabolic pathways
R03223	True	peg.785	True	peg.785	TMPPP	False	-	TMPPP	True	peg.785	TMPPP	peg.785	peg.785:1.0	Thiamine metabolism,Metabolic pathways
R02569	True	peg.1156	False	None	None	False	None	None	False	None	None	peg.1156	peg.1156:1.0	Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Pyruvate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R11099	True	peg.589	False	None	None	False	None	None	False	None	None	peg.589	peg.589:1.0	None
R10830	False	-	False	None	None	False	None	None	False	None	None	None	None	Glycosaminoglycan degradation
R02147	True	peg.2283	False	-	PUNP3	True	(peg.1850 or peg.2283 or peg.2293) or -	PUNP3	False	-	PUNP3	peg.2283 or peg.1850 or peg.2293	peg.2283:1.0 , peg.2293:0.5 , peg.1850:0.5	Purine metabolism,Metabolic pathways
R08260	False	-	False	None	None	False	None	None	False	None	None	None	None	Drug metabolism - other enzymes
R06160	True	peg.126	False	None	None	False	None	None	False	None	None	peg.126	peg.126:1.0	None
R05875	False	None	False	None	FNOR2	False	None	None	False	None	None	None	None	None
R06927	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Naphthalene degradation,Microbial metabolism in diverse environments,Degradation of aromatic compounds
R08359	True	peg.1802	False	None	None	False	None	None	False	None	None	peg.1802	peg.1802:1.0	Glutathione metabolism
R05994	False	- or -	False	None	None	False	None	None	False	None	None	None	None	None
R03898	True	peg.2652 or peg.2651	False	None	None	False	None	None	False	None	None	peg.2651 or peg.2652	peg.2652:1.0 , peg.2651:1.0	Valine, leucine and isoleucine biosynthesis,C5-Branched dibasic acid metabolism,Metabolic pathways,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R08938	True	peg.1962	False	None	None	False	None	None	False	None	None	peg.1962	peg.1962:1.0	Phosphonate and phosphinate metabolism,Biosynthesis of antibiotics
R11029	True	peg.2350 or peg.376 or peg.2658 or peg.2318 or peg.945 or peg.2890 or peg.1933 or peg.2437 or peg.1749	False	None	None	False	None	None	False	None	None	peg.2318 or peg.2890 or peg.945 or peg.2437 or peg.376 or peg.1933 or peg.2658 or peg.1749 or peg.2350	peg.945:1.0 , peg.376:1.0 , peg.2890:1.0 , peg.2658:1.0 , peg.2437:1.0 , peg.2350:1.0 , peg.2318:1.0 , peg.1933:1.0 , peg.1749:1.0	Pyrimidine metabolism
R00489	True	peg.2501	True	peg.2501 or -	ASP1DC	True	peg.2501	ASP1DC	True	peg.2501	ASP1DC	peg.2501	peg.2501:1.0	beta-Alanine metabolism,Pantothenate and CoA biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites
R01577	True	peg.2619	False	None	None	False	None	None	False	None	None	peg.2619	peg.2619:1.0	None
R00480	True	peg.2480	True	peg.2480	ASPK	True	peg.2480	ASPKi	True	peg.2480	ASPKi	peg.2480	peg.2480:1.0	Glycine, serine and threonine metabolism,Monobactam biosynthesis,Cysteine and methionine metabolism,Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00481	True	peg.1700	False	None	None	False	None	None	False	None	None	peg.1700	peg.1700:1.0	Nicotinate and nicotinamide metabolism,Metabolic pathways
R00529	True	peg.1679 or peg.1678	False	None	SADT1r	True	peg.1678 and peg.1679	SADT	True	peg.1679	SADT	peg.1678 or peg.1679	peg.1679:1.0 , peg.1678:0.67	Purine metabolism,Monobactam biosynthesis,Sulfur metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
R00483	True	peg.2034	False	-	ASNS2	False	-	ASNS2	False	None	None	peg.2034	peg.2034:1.0	Alanine, aspartate and glutamate metabolism,Cyanoamino acid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R06178	True	peg.204	False	None	None	False	None	None	False	None	None	peg.204	peg.204:1.0	None
R17	False	None	False	None	None	False	None	R17	False	None	None	None	None	None
R02719	False	None	False	-	NTD10	False	None	None	False	None	None	None	None	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R02060	True	peg.2899	True	peg.2899	PGAMT	True	peg.2899	PGAMT	True	peg.2899	PGAMT	peg.2899	peg.2899:1.0	Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of antibiotics
R02061	True	peg.1483	False	None	None	False	None	FRTT	False	None	None	peg.1483	peg.1483:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
NAt3_1	False	None	True	peg.2195	NAt3_1	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
R01716	True	peg.2779 or peg.2780	False	None	None	False	None	None	False	None	None	peg.2780 or peg.2779	peg.2780:1.0 , peg.2779:1.0	Folate biosynthesis
R01086	True	peg.1735	True	peg.1735	ARGSL	True	peg.1735	ARGSL	True	peg.1735	ARGSL	peg.1735	peg.1735:1.0	Arginine biosynthesis,Alanine, aspartate and glutamate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
NH4t3r	False	None	True	peg.2195	NH4t3r	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
R01083	True	peg.1611	True	peg.1611	ADSL1r	True	peg.1611	ADSL1r	True	peg.1611	ADSL1r	peg.1611	peg.1611:1.0	Purine metabolism,Alanine, aspartate and glutamate metabolism,Metabolic pathways
R01082	True	peg.941 or peg.351	True	peg.941 and peg.351	FUM	True	peg.351 and peg.941	FUM	True	peg.351	FUM	peg.941 or peg.351	peg.351:1.0 , peg.941:0.75	Citrate cycle (TCA cycle),Pyruvate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R02262	True	peg.1149	True	(peg.127 or peg.2791)	FCLPA	False	None	None	False	None	None	peg.127 or peg.1149 or peg.2791	peg.2791:0.5 , peg.127:0.5 , peg.1149:0.5	Fructose and mannose metabolism,Microbial metabolism in diverse environments
R08210	True	peg.1815	False	None	None	False	None	None	False	None	None	peg.1815	peg.1815:1.0	Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R00878	True	peg.1037	True	peg.1037	XYLI2	False	None	None	False	None	None	peg.1037	peg.1037:1.0	Fructose and mannose metabolism,Metabolic pathways
R02102	False	None	False	-	NTD1	False	None	None	False	None	None	None	None	Pyrimidine metabolism
R02101	False	None	False	-	TMDS	False	-	TMDS	False	-	TMDS	None	None	Pyrimidine metabolism,One carbon pool by folate,Metabolic pathways
R02100	True	peg.1298 or peg.1910	True	peg.1910	DUTPDP	True	peg.1910	DUTPDP	True	peg.1910	DUTPDP	peg.1298 or peg.1910	peg.1910:1.0 , peg.1298:0.25	Pyrimidine metabolism,Metabolic pathways
R10520	False	None	False	None	None	False	None	None	False	-	G6PDH1	None	None	None
R10648	True	peg.2345	False	None	None	False	None	None	False	None	None	peg.2345	peg.2345:1.0	None
R04673	True	peg.934 or peg.1111 or peg.933	False	None	None	False	None	None	False	None	None	peg.1111 or peg.934 or peg.933	peg.934:1.0 , peg.933:1.0 , peg.1111:1.0	None
R04672	True	peg.934 or peg.1111 or peg.933	False	None	None	False	None	None	False	None	None	peg.1111 or peg.934 or peg.933	peg.934:1.0 , peg.933:1.0 , peg.1111:1.0	None
R03950	True	peg.1685	False	None	None	False	None	None	False	None	None	peg.1685	peg.1685:1.0	None
NIabc	False	None	True	peg.2429	NIabc	False	None	None	False	None	None	peg.2429	peg.2429:1.0	None
R08553	True	peg.1676 or peg.1677	False	None	None	False	None	None	False	None	None	peg.1676 or peg.1677	peg.1677:1.0 , peg.1676:1.0	Sulfur metabolism,Metabolic pathways,Microbial metabolism in diverse environments
CITt2r	False	None	False	None	None	False	None	CITt2r	False	None	None	None	None	None
R10647	True	peg.1994	False	None	None	False	None	None	False	None	None	peg.1994	peg.1994:1.0	None
R10646	True	peg.1994	False	None	None	False	None	None	False	None	None	peg.1994	peg.1994:1.0	None
R10645	True	peg.1994	False	None	None	False	None	None	False	None	None	peg.1994	peg.1994:1.0	None
R04173	False	None	False	None	None	False	-	PSERT	False	None	None	None	None	Glycine, serine and threonine metabolism,Methane metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R07618	True	peg.1157	False	None	None	False	None	None	False	None	None	peg.1157	peg.1157:1.0	Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Valine, leucine and isoleucine degradation,Pyruvate metabolism,Propanoate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics
Nat_4	False	None	False	None	None	False	None	Nat_4	False	None	None	None	None	None
R00709	True	peg.956	False	None	None	False	None	None	False	None	None	peg.956	peg.956:1.0	Citrate cycle (TCA cycle),Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00430	True	peg.1753	True	peg.1753	PYK2	False	None	None	False	None	None	peg.1753	peg.1753:1.0	Purine metabolism,Metabolic pathways
MOBDabc	False	None	False	-	MOBDabc	False	None	None	False	None	None	None	None	None
R10654	True	peg.1462	False	None	None	False	None	None	False	None	None	peg.1462	peg.1462:1.0	None
R07613	True	peg.977	False	None	None	False	None	R10	False	None	None	peg.977	peg.977:1.0	Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R04773	True	peg.718	False	None	None	False	None	None	False	None	None	peg.718	peg.718:1.0	Selenocompound metabolism
R04771	True	peg.1139	False	None	None	False	None	None	False	None	None	peg.1139	peg.1139:1.0	None
R07405	True	peg.1663	False	None	None	False	None	None	False	None	None	peg.1663	peg.1663:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R02624	True	- or peg.1262 or peg.2799 or peg.1009	False	None	None	False	None	None	False	None	None	peg.1009 or peg.2799 or peg.1262	peg.2799:1.0 , peg.1262:1.0 , peg.1009:1.0	None
R10712	True	peg.785	False	None	None	False	None	None	False	None	None	peg.785	peg.785:1.0	Thiamine metabolism,Metabolic pathways
R02622	True	peg.2701	False	None	None	False	None	None	False	None	None	peg.2701	peg.2701:1.0	None
R00416	True	peg.1076	True	peg.1076	UAGDPr	False	None	None	True	peg.1076	UAGDP	peg.1076	peg.1076:1.0	Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of antibiotics
R00414	True	peg.2465	False	None	UAG2EMA	True	- or peg.2465	UAG2EMA	True	peg.2465	UAG2EMA	peg.2465	peg.2465:1.0	Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R10244	True	peg.2283	False	None	None	False	None	None	False	None	None	peg.2283	peg.2283:1.0	None
